procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
19  0      0 351124  15584 421908    0    0 56676   733 2518   46  3 25 63  8  0  0
20  0      0 327056  15584 421996    0    0     0     0 17284 6352 3 97  0  0  0  0
22  0      0 322352  15584 422096    0    0     0     0 17389 6317 4 96  0  0  0  0
30  0      0 316236  15584 422216    0    0     0     0 17302 6274 3 97  0  0  0  0
48  0      0 295344  15584 422352    0    0     0     0 18200 7924 4 96  0  0  0  0
25  0      0 290172  15592 422472    0    0     0    68 17734 8478 5 95  0  0  0  0
21  0      0 282520  15592 422568    0    0     0     0 17227 6354 4 96  0  0  0  0
18  0      0 287000  15592 422608    0    0     0     0 17992 3864 4 96  0  0  0  0
28  0      0 289920  15592 422644    0    0     0     0 18004 4156 4 96  0  0  0  0
24  0      0 293004  15592 422728    0    0     0     0 18069 4292 4 96  0  0  0  0
33  0      0 291256  15600 422784    0    0     0    28 18191 4270 4 96  0  0  0  0
39  0      0 285700  15600 422820    0    0     0     0 17773 4047 4 96  0  0  0  0
22  0      0 287812  15600 422888    0    0     0     0 18589 4096 4 96  0  0  0  0
25  0      0 289420  15600 422944    0    0     0     0 17785 4316 3 97  0  0  0  0
35  0      0 283724  15600 422980    0    0     0     0 18287 4231 5 95  0  0  0  0
17  0      0 288140  15608 423044    0    0     0    16 18031 4156 3 97  0  0  0  0
29  0      0 282292  15608 423124    0    0     0     0 18099 4263 4 96  0  0  0  0
20  0      0 283188  15608 423156    0    0     0     0 18132 4318 5 95  0  0  0  0
25  0      0 278264  15608 423216    0    0     0     0 18500 4246 4 96  0  0  0  0
18  0      0 281508  15608 423252    0    0     0     0 18359 4271 4 96  0  0  0  0
24  0      0 281864  15616 423312    0    0     0    16 17801 3892 3 97  0  0  0  0
19  0      0 280760  15616 423376    0    0     0     0 18754 4548 4 96  0  0  0  0
31  0      0 280504  15616 423412    0    0     0     0 18295 4193 4 96  0  0  0  0
39  0      0 277864  15616 423484    0    0     0     0 18493 4114 3 97  0  0  0  0
21  0      0 274252  15616 423520    0    0     0     0 18421 3927 5 95  0  0  0  0
34  0      0 274284  15624 423624    0    0     0    16 18219 4208 4 96  0  0  0  0
25  0      0 277424  15624 423672    0    0     0   216 18171 4014 3 97  0  0  0  0
25  0      0 264756  15624 423708    0    0     0     0 17841 4470 4 96  0  0  0  0
23  0      0 266740  15624 423772    0    0     0  3248 18129 4455 5 95  0  0  0  0
34  0      0 261780  15624 423828    0    0     0    44 18544 4172 4 96  0  0  0  0
24  0      0 264724  15636 423852    0    0     0    64 17959 4075 3 97  0  0  0  0
16  0      0 260672  15636 423936    0    0     0     4 18579 4114 3 97  0  0  0  0
32  0      0 263976  15636 423992    0    0     0     0 18213 4047 4 96  0  0  0  0
33  0      0 265928  15636 424048    0    0     0     0 18434 4274 4 96  0  0  0  0
22  0      0 259280  15636 424100    0    0     0  1716 17554 4034 4 96  0  0  0  0
21  0      0 264080  15644 424128    0    0     0    36 18004 3966 5 95  0  0  0  0
23  0      0 263672  15644 424200    0    0     0     0 18393 4101 4 96  0  0  0  0
18  0      0 263236  15644 424252    0    0     0     0 17888 4285 4 96  0  0  0  0
15  0      0 254116  15644 426352    0    0  2032     0 18317 4679 4 96  0  0  0  0
34  0      0 255620  15644 426392    0    0     0     0 18541 4168 4 96  0  0  0  0
22  0      0 249400  15652 426444    0    0     0    16 18758 3936 4 96  0  0  0  0
27  0      0 252120  15652 426492    0    0     0     0 18636 4047 4 96  0  0  0  0
33  0      0 255380  15652 426548    0    0     0     0 18428 4375 5 95  0  0  0  0
32  0      0 250568  15652 426584    0    0     0     0 18164 4103 3 97  0  0  0  0
34  0      0 256264  15652 426648    0    0     0     0 18059 4089 4 96  0  0  0  0
12  0      0 254056  15660 426700    0    0     0    16 17759 4030 4 96  0  0  0  0
23  0      0 256528  15660 426736    0    0     0     0 17937 4145 3 97  0  0  0  0
37  0      0 249600  15660 426800    0    0     0     0 17874 4161 4 96  0  0  0  0
35  0      0 251784  15660 426856    0    0     0     0 17787 4092 4 96  0  0  0  0
39  0      0 245392  15660 426908    0    0     0     0 18131 3813 4 96  0  0  0  0
29  0      0 241872  15668 426956    0    0     0    16 17235 4194 4 96  0  0  0  0
15  0      0 246032  15668 427004    0    0     0     0 18227 3960 4 96  0  0  0  0
55  0      0 246840  15668 427072    0    0     0     0 18360 3893 5 95  0  0  0  0
35  0      0 245944  15668 427176    0    0     0     0 17701 4258 4 96  0  0  0  0
14  0      0 249336  15668 427212    0    0     0     0 16998 3955 4 96  0  0  0  0
42  0      0 249464  15676 427276    0    0     0    16 18214 4222 5 95  0  0  0  0
54  0      0 246600  15676 427324    0    0     0     0 17798 3878 4 96  0  0  0  0
40  0      0 248848  15676 427476    0    0    80     0 18105 4044 4 96  0  0  0  0
58  0      0 249532  15676 427520    0    0     0     0 18028 4160 5 95  0  0  0  0
41  0      0 236892  15676 429176    0    0  1612   264 16207 4545 5 95  0  0  0  0
32  0      0 238764  15684 429220    0    0     0    32 16425 4136 5 95  0  0  0  0
23  0      0 240204  15684 429268    0    0     0    64 16572 4013 5 95  0  0  0  0
38  0      0 241612  15684 429304    0    0     0     8 16420 4039 4 96  0  0  0  0
19  0      0 236760  15684 429372    0    0     0     0 16721 4080 5 95  0  0  0  0
25  0      0 240632  15684 429424    0    0     0  1524 18319 4122 5 95  0  0  0  0
37  0      0 237112  15692 429472    0    0     0    36 17089 4004 4 96  0  0  0  0
31  0      0 240920  15692 429520    0    0     0     0 16439 4062 5 95  0  0  0  0
39  0      0 236220  15692 429572    0    0     0     0 16437 3971 5 95  0  0  0  0
40  0      0 237552  15692 429620    0    0     0     0 17705 3741 4 96  0  0  0  0
18  0      0 237104  15692 430196    0    0     0     0 17924 3980 4 96  0  0  0  0
29  0      0 228160  15700 432688    0    0   392    40 17442 4511 5 95  0  0  0  0
21  0      0 225648  15700 434996    0    0   120     0 16695 4210 4 96  0  0  0  0
40  0      0 218396  15700 436640    0    0     0     0 17340 3955 4 96  0  0  0  0
27  0      0 217908  15700 438112    0    0     0     0 17482 3935 4 96  0  0  0  0
37  0      0 219736  15700 439696    0    0     0  8500 17694 4023 3 97  0  0  0  0
38  0      0 214112  15708 441844    0    0     0    28 17760 4307 4 96  0  0  0  0
46  0      0 212668  15708 443452    0    0     0     0 17598 4068 5 95  0  0  0  0
29  0      0 204468  15708 444900    0    0     0     0 17345 3825 4 96  0  0  0  0
21  0      0 214360  15708 446912    0    0     0     0 17731 4088 4 96  0  0  0  0
26  0      0 219968  15708 448856    0    0     0     0 17528 4276 5 95  0  0  0  0
22  0      0 212300  15716 451060    0    0     0    20 17560 4282 4 96  0  0  0  0
28  0      0 205344  15716 453004    0    0     0     0 17669 4223 4 96  0  0  0  0
34  0      0 199548  15716 455412    0    0   520     0 17476 4307 4 96  0  0  0  0
28  0      0 199316  15716 457580    0    0     0     0 17714 4001 3 97  0  0  0  0
46  0      0 189584  15716 459512    0    0     0     0 17571 4135 5 95  0  0  0  0
31  0      0 186492  15724 460868    0    0     0    20 17409 3894 3 97  0  0  0  0
19  0      0 189944  15724 462584    0    0     0     0 17621 3954 5 95  0  0  0  0
29  0      0 196828  15724 464380    0    0     0     0 17757 3953 5 95  0  0  0  0
31  0      0 194340  15724 466340    0    0     0     0 17753 4033 3 97  0  0  0  0
39  0      0 185216  15724 467900    0    0     0     0 17754 4127 4 96  0  0  0  0
25  0      0 188424  15732 469396    0    0     0    20 18105 4008 4 96  0  0  0  0
53  0      0 181904  15732 470952    0    0     0     0 17931 3960 5 95  0  0  0  0
33  0      0 187456  15732 472576    0    0     0     0 17573 4088 4 96  0  0  0  0
