procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 345460  15592 436704    0    0 60634   884 2076   46  3 21 68  8  0  0
 0  0      0 339148  15592 436764    0    0     0     0 9140 3290  1 40 59  0  0  0
 0  0      0 339540  15592 436784    0    0     0     0 9301 3564  1 41 58  0  0  0
 6  0      0 340020  15592 436808    0    0     0     0 8981 3418  1 41 58  0  0  0
 1  0      0 340828  15592 436832    0    0     0     0 9206 3317  2 42 56  0  0  0
 3  0      0 342108  15600 436844    0    0     0    64 10160 3623 1 47 51  1  0  0
 4  0      0 337788  15600 436924    0    0     0     0 8268 3434  2 39 59  0  0  0
 0  0      0 336924  15600 436904    0    0     0     0 9020 3561  1 41 58  0  0  0
 0  0      0 337372  15600 436924    0    0     0     0 8690 3710  2 38 60  0  0  0
 0  0      0 337828  15600 436944    0    0     0     0 8828 3380  1 42 57  0  0  0
 0  0      0 337572  15608 436956    0    0     0    24 9010 3476  2 40 56  2  0  0
 0  0      0 338020  15608 436984    0    0     0     0 8378 3390  1 38 61  0  0  0
 1  0      0 336644  15608 437008    0    0     0     0 9168 3408  2 43 55  0  0  0
 8  0      0 336772  15608 437028    0    0     0     0 9346 3579  2 41 57  0  0  0
 8  0      0 337764  15608 437052    0    0     0     0 9344 3489  2 40 58  0  0  0
 0  0      0 337700  15616 437064    0    0     0    20 9792 3520  1 44 54  1  0  0
 4  0      0 325008  15616 437144    0    0     0     0 8690 3325  1 38 61  0  0  0
 0  0      0 324496  15616 437116    0    0     0     0 9061 3415  2 42 56  0  0  0
 0  0      0 323792  15616 437136    0    0     0     0 9349 3657  1 42 57  0  0  0
 0  0      0 325200  15616 437164    0    0     0     0 9980 3557  1 43 56  0  0  0
 6  0      0 322488  15624 437176    0    0     0    16 9433 3443  1 44 55  0  0  0
 2  0      0 323992  15624 437204    0    0     0     0 9773 3540  2 44 54  0  0  0
10  0      0 324568  15624 437228    0    0     0     0 8800 3396  1 42 57  0  0  0
 0  0      0 324664  15624 437248    0    0     0     0 9271 3517  1 41 58  0  0  0
 1  0      0 325016  15624 437272    0    0     0     0 9657 3475  1 43 56  0  0  0
 0  0      0 324568  15632 437284    0    0     0    16 9664 3410  2 42 56  0  0  0
 0  0      0 324920  15632 437312    0    0     0     0 9269 3396  1 43 56  0  0  0
 5  0      0 315192  15632 437368    0    0     0   208 9082 3378  2 44 54  0  0  0
 0  0      0 315832  15632 437360    0    0     0  4308 9665 3684  2 43 54  1  0  0
 0  0      0 316312  15632 437384    0    0     0    44 8517 3472  1 39 60  0  0  0
 4  0      0 317252  15644 437392    0    0     0    60 9338 3488  2 41 55  2  0  0
11  0      0 315620  15644 437428    0    0     0     4 8559 3265  2 48 49  0  0  0
 0  0      0 316176  15644 437448    0    0     0     0 8927 3307  2 43 55  0  0  0
 2  0      0 317584  15644 437472    0    0     0     0 9191 3433  1 44 55  0  0  0
 0  0      0 316912  15644 437492    0    0     0   736 9420 3418  1 43 56  0  0  0
 0  0      0 316304  15652 437504    0    0     0    36 9066 3472  1 43 56  0  0  0
 0  0      0 314332  15652 437536    0    0     0     0 9124 3355  2 40 58  0  0  0
 0  0      0 298684  15652 437556    0    0     0     0 9034 3494  1 40 59  0  0  0
 0  0      0 299900  15652 437580    0    0     0     0 8895 3443  1 39 60  0  0  0
 9  0      0 299324  15652 437604    0    0     0     0 9199 3404  2 41 57  0  0  0
 0  0      0 297852  15660 437616    0    0     0    16 9738 3466  1 44 53  2  0  0
 4  0      0 298908  15660 437648    0    0     0     0 8976 3409  1 40 59  0  0  0
 3  0      0 299456  15660 437668    0    0     0     0 8529 3377  2 38 60  0  0  0
 1  0      0 300700  15660 437692    0    0     0     0 9723 3461  1 43 56  0  0  0
 4  0      0 299356  15660 437712    0    0     0     0 8716 3263  1 37 62  0  0  0
 0  0      0 299868  15668 437728    0    0     0    16 8948 3548  1 39 59  1  0  0
 0  0      0 300316  15668 437756    0    0     0     0 9716 3550  2 43 55  0  0  0
 6  0      0 294300  15668 439800    0    0  2032     0 9221 3450  1 40 58  1  0  0
 0  0      0 292892  15668 439836    0    0     0     0 10167 3476 2 46 52  0  0  0
 1  0      0 293628  15668 439860    0    0     0     0 9467 3407  1 44 55  0  0  0
 0  0      0 294344  15676 439876    0    0     0    16 9180 3540  1 40 59  0  0  0
 5  0      0 294152  15676 439904    0    0     0     0 9159 3492  2 41 57  0  0  0
 0  0      0 295048  15676 439928    0    0     0     0 9887 3407  1 44 55  0  0  0
 0  0      0 295336  15676 439948    0    0     0     0 9741 3643  1 46 53  0  0  0
 2  0      0 295560  15676 439972    0    0     0     0 8619 3345  2 37 61  0  0  0
 0  0      0 295016  15684 439984    0    0     0    16 9397 3366  1 45 52  2  0  0
 0  0      0 295208  15684 440012    0    0     0     0 10053 3571 1 45 54  0  0  0
 0  0      0 296368  15684 441696    0    0  1612     0 9120 3425  1 40 59  0  0  0
 0  0      0 296732  15684 441668    0    0     0   164 8873 3578  2 36 62  0  0  0
 3  0      0 296564  15684 441700    0    0     0     0 9675 3475  2 43 55  0  0  0
 0  0      0 296692  15692 441712    0    0     0    16 8717 3305  1 41 58  0  0  0
 3  0      0 296052  15692 441740    0    0     0    52 9634 3311  2 44 54  0  0  0
 9  0      0 296804  15692 441764    0    0     0     0 9031 3374  1 40 59  0  0  0
 0  0      0 296068  15692 441784    0    0     0     8 9700 3341  2 44 54  0  0  0
 0  0      0 297072  15692 441808    0    0     0     0 9265 3506  1 40 59  0  0  0
 0  0      0 294376  15700 441820    0    0     0   704 8704 3397  1 38 61  0  0  0
 0  0      0 295528  15700 441848    0    0     0     0 9720 3485  2 46 52  0  0  0
 0  0      0 294792  15700 441872    0    0     0     0 10280 3516 1 45 54  0  0  0
 0  0      0 287148  15700 441892    0    0     0     0 8921 3474  2 39 59  0  0  0
 6  0      0 287992  15700 441916    0    0     0     0 9127 3416  2 38 60  0  0  0
 0  0      0 288984  15708 441932    0    0     0    16 9347 3393  1 41 56  2  0  0
 0  0      0 284760  15708 441964    0    0     0     0 9037 3325  2 40 58  0  0  0
 0  0      0 286532  15708 441984    0    0     0     0 8776 3482  1 38 61  0  0  0
 2  0      0 288116  15708 442004    0    0     0     0 8260 3210  1 36 63  0  0  0
 0  0      0 288692  15708 442028    0    0     0     0 8893 3355  2 40 58  0  0  0
 0  0      0 288724  15716 442040    0    0     0    20 8620 3298  1 42 55  2  0  0
 0  0      0 288956  15716 442072    0    0     0     0 9321 3402  2 39 59  0  0  0
 0  0      0 289212  15716 442092    0    0     0     0 8467 3337  1 36 63  0  0  0
 0  0      0 285940  15716 442664    0    0   512     0 8946 3403  1 41 57  1  0  0
 0  0      0 285560  15716 442648    0    0     0     0 9548 3518  2 41 57  0  0  0
 0  0      0 285112  15724 442668    0    0     0    16 9377 3523  1 42 57  0  0  0
