procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 345816  15584 438372    0    0 61546   886 1772   47  2 20 70  8  0  0
 0  0      0 340092  15584 438416    0    0     0     0 8027 2784  1 37 62  0  0  0
 4  0      0 338676  15584 438436    0    0     0     0 7384 3037  1 36 63  0  0  0
 0  0      0 337044  15584 438452    0    0     0     0 7894 2912  1 40 59  0  0  0
 4  0      0 337108  15584 438472    0    0     0     0 8112 2957  1 40 59  0  0  0
 7  0      0 335444  15592 438480    0    0     0    64 8150 2998  2 37 60  1  0  0
 2  0      0 331508  15592 438508    0    0     0     0 8116 3087  1 39 60  0  0  0
 4  0      0 330524  15592 438524    0    0     0     0 8114 2952  1 38 61  0  0  0
 0  0      0 330940  15592 438544    0    0     0     0 7704 3166  1 35 64  0  0  0
 0  0      0 332124  15592 438556    0    0     0     0 8072 3018  1 38 61  0  0  0
 0  0      0 330140  15600 438568    0    0     0    28 7912 3043  1 36 61  2  0  0
 0  0      0 331068  15600 438592    0    0     0     0 7560 2900  2 33 65  0  0  0
 5  0      0 332348  15600 438612    0    0     0     0 8307 2984  1 38 61  0  0  0
 0  0      0 332284  15600 438628    0    0     0     0 7956 2972  1 35 64  0  0  0
 5  0      0 332904  15600 438656    0    0     0     0 7987 3156  2 35 63  0  0  0
 3  0      0 333640  15608 438664    0    0     0    16 8373 3034  1 38 60  1  0  0
 0  0      0 333320  15608 438692    0    0     0     0 8205 3032  1 37 62  0  0  0
 0  0      0 321576  15608 438708    0    0     0     0 7881 2887  2 36 62  0  0  0
 5  0      0 322504  15608 438728    0    0     0     0 7995 2965  1 37 62  0  0  0
 0  0      0 323112  15608 438744    0    0     0     0 8058 2934  1 34 64  1  0  0
 0  0      0 324656  15616 438756    0    0     0    16 7639 2901  1 33 66  0  0  0
 0  0      0 324848  15616 438780    0    0     0     0 8104 2922  2 38 60  0  0  0
 0  0      0 324944  15616 438800    0    0     0     0 6948 2809  1 31 68  0  0  0
 0  0      0 323960  15616 438820    0    0     0     0 7545 2860  1 35 64  0  0  0
 3  0      0 324376  15616 438836    0    0     0     0 7454 2874  1 32 67  0  0  0
 0  0      0 325784  15624 438848    0    0     0    16 7323 2866  1 31 68  0  0  0
 0  0      0 322200  15624 438876    0    0     0     0 7479 2872  2 33 65  0  0  0
 0  0      0 310808  15624 438928    0    0     0   208 8019 3078  1 34 65  0  0  0
 0  0      0 311160  15624 438912    0    0     0  4228 8209 3277  1 35 62  2  0  0
 0  0      0 311288  15624 438928    0    0     0    44 7294 3028  1 34 65  0  0  0
 0  0      0 312216  15636 438932    0    0     0    64 8149 3049  1 39 59  1  0  0
 0  0      0 312604  15636 438964    0    0     0     4 7428 2911  2 33 65  0  0  0
 0  0      0 312036  15636 438980    0    0     0     0 7692 2939  1 36 63  0  0  0
 0  0      0 311332  15636 439000    0    0     0     0 7912 2877  2 37 61  0  0  0
 1  0      0 311844  15636 439016    0    0     0   616 7920 2904  1 36 63  0  0  0
 0  0      0 313040  15644 439028    0    0     0    36 8448 2974  1 38 60  1  0  0
 0  0      0 312912  15644 439052    0    0     0     0 7879 2973  0 34 66  0  0  0
 2  0      0 295920  15644 439072    0    0     0     0 8280 2938  2 36 62  0  0  0
 0  0      0 296208  15644 439096    0    0     0     0 7153 2896  1 32 67  0  0  0
 0  0      0 296400  15644 439116    0    0     0     0 7604 2848  1 33 65  1  0  0
 0  0      0 295120  15652 439124    0    0     0    16 8313 2870  1 38 60  1  0  0
 8  0      0 297072  15652 439152    0    0     0     0 8136 2907  2 36 62  0  0  0
 0  0      0 295280  15652 439168    0    0     0     0 7529 2772  1 38 61  0  0  0
 0  0      0 296176  15652 439188    0    0     0     0 7897 2896  1 38 61  0  0  0
 6  0      0 297104  15652 439204    0    0     0     0 8475 3089  1 36 63  0  0  0
 0  0      0 296560  15660 439216    0    0     0    16 8030 2976  1 35 62  2  0  0
 6  0      0 295376  15660 439240    0    0     0     0 7951 2908  1 35 64  0  0  0
 5  0      0 292240  15660 441280    0    0  2032     0 7799 2905  2 35 63  0  0  0
 0  0      0 291708  15660 441312    0    0     0     0 7864 2943  1 35 64  0  0  0
 0  0      0 292796  15660 441332    0    0     0     0 8369 2932  1 38 61  0  0  0
 5  0      0 292924  15668 441344    0    0     0    16 7464 2857  2 34 64  0  0  0
 0  0      0 292700  15668 441372    0    0     0     0 7775 2847  1 35 64  0  0  0
 0  0      0 292476  15668 441392    0    0     0     0 7421 2826  1 34 65  0  0  0
 6  0      0 292252  15668 441408    0    0     0     0 7895 3025  1 37 62  0  0  0
 0  0      0 291716  15668 441428    0    0     0     0 8069 2913  2 36 62  0  0  0
 0  0      0 291812  15676 441436    0    0     0    16 7867 2963  1 35 62  2  0  0
 0  0      0 292772  15676 441464    0    0     0     0 7993 2941  1 38 61  0  0  0
 0  0      0 291908  15676 441480    0    0     0     0 8700 3037  2 40 58  0  0  0
 0  0      0 288964  15676 443112    0    0  1612     0 8124 3012  1 38 60  1  0  0
 4  0      0 287472  15676 443128    0    0     0     0 7918 2986  1 37 62  0  0  0
 5  0      0 287448  15684 443140    0    0     0    16 8040 2919  1 35 62  2  0  0
