procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
42  0      0 275704  15588 459340    0    0 44053   732 7158   50  3 49 43  5  0  0
54  0      0 263616  15588 459480    0    0     0     0 18089 7776 4 96  0  0  0  0
36  0      0 256460  15588 459544    0    0     0     0 18592 9314 4 96  0  0  0  0
28  0      0 245528  15588 459616    0    0     0     0 18789 7994 3 97  0  0  0  0
37  0      0 248920  15588 459744    0    0     0     0 19550 4710 3 97  0  0  0  0
42  0      0 249572  15596 459788    0    0     0    64 19352 4764 4 96  0  0  0  0
20  0      0 250660  15596 459844    0    0     0     0 18895 4092 3 97  0  0  0  0
34  0      0 251440  15596 459924    0    0     0     0 18935 4293 4 96  0  0  0  0
32  0      0 254948  15596 459984    0    0     0     0 19156 4164 4 96  0  0  0  0
23  0      0 249480  15596 460040    0    0     0     0 18731 4121 3 97  0  0  0  0
32  0      0 247184  15604 460080    0    0     0    24 19265 4191 3 97  0  0  0  0
24  0      0 250712  15604 460144    0    0     0     0 19163 4430 4 96  0  0  0  0
18  0      0 249096  15604 460204    0    0     0     0 19245 4036 3 97  0  0  0  0
22  0      0 253276  15604 460256    0    0     0     0 18941 4385 4 96  0  0  0  0
46  0      0 247808  15604 460308    0    0     0     0 18736 4207 4 96  0  0  0  0
38  0      0 251080  15612 460352    0    0     0    16 19116 4229 4 96  0  0  0  0
16  0      0 252328  15612 460416    0    0     0     0 18772 4109 4 96  0  0  0  0
36  0      0 247884  15612 460472    0    0     0     0 18768 4102 4 96  0  0  0  0
23  0      0 242348  15612 460528    0    0     0     0 18552 4059 3 97  0  0  0  0
32  0      0 245584  15612 460584    0    0     0     0 18963 4052 4 96  0  0  0  0
27  0      0 252084  15620 460636    0    0     0    16 18714 4222 4 96  0  0  0  0
23  0      0 251772  15620 460692    0    0     0     0 18712 3899 2 98  0  0  0  0
20  0      0 248112  15620 460744    0    0     0     0 18527 4149 5 95  0  0  0  0
11  0      0 250384  15620 460796    0    0     0     0 18693 4078 3 97  0  0  0  0
22  0      0 247608  15620 460844    0    0     0   208 18744 4294 4 96  0  0  0  0
28  0      0 242368  15632 460884    0    0     0  5264 18921 4609 3 97  0  0  0  0
25  0      0 246688  15632 460948    0    0     0    44 18969 4414 4 96  0  0  0  0
17  0      0 242592  15632 461008    0    0     0     0 18902 4132 4 96  0  0  0  0
22  0      0 247024  15632 461060    0    0     0     0 18828 4237 3 97  0  0  0  0
33  0      0 243760  15632 461112    0    0     0     0 19202 4141 5 95  0  0  0  0
20  0      0 242256  15640 461168    0    0     0    44 18902 4021 3 97  0  0  0  0
39  0      0 245052  15640 461228    0    0     0  1752 19063 4148 4 96  0  0  0  0
32  0      0 246524  15640 461280    0    0     0     0 18632 4190 4 96  0  0  0  0
35  0      0 242456  15640 461336    0    0     0     0 18537 3892 3 97  0  0  0  0
29  0      0 235532  15640 461428    0    0     0     0 18109 4492 4 96  0  0  0  0
19  0      0 232332  15648 461436    0    0     0    36 18838 3975 4 96  0  0  0  0
22  0      0 236972  15648 461496    0    0     0     0 18401 4192 3 97  0  0  0  0
17  0      0 237164  15648 461548    0    0     0     0 18318 4053 4 96  0  0  0  0
27  0      0 233228  15648 461600    0    0     0     0 18550 4426 4 96  0  0  0  0
23  0      0 235596  15648 461652    0    0     0     0 18903 4085 4 96  0  0  0  0
32  0      0 231956  15656 461708    0    0     0    16 18748 4170 3 97  0  0  0  0
24  0      0 235060  15656 461772    0    0     0     0 18204 3915 4 96  0  0  0  0
41  0      0 236116  15656 461824    0    0     0     0 18633 3891 4 96  0  0  0  0
27  0      0 237620  15656 461876    0    0     0     0 18872 4087 3 97  0  0  0  0
33  0      0 239144  15656 461936    0    0     0     0 18641 4218 2 98  0  0  0  0
45  0      0 217712  15664 461976    0    0     0    16 18214 4705 3 97  0  0  0  0
27  0      0 220112  15664 462056    0    0     0     0 18964 3991 4 96  0  0  0  0
32  0      0 222236  15664 462108    0    0     0     0 18535 4311 3 97  0  0  0  0
35  0      0 223900  15664 462164    0    0     0     0 18390 4013 4 96  0  0  0  0
44  0      0 226068  15664 462220    0    0     0     0 18548 4116 2 98  0  0  0  0
35  0      0 226272  15672 462264    0    0     0    16 17289 3851 4 96  0  0  0  0
32  0      0 228040  15672 462320    0    0     0     0 17685 3902 3 97  0  0  0  0
38  0      0 223880  15672 462372    0    0     0     0 17658 4050 5 95  0  0  0  0
15  0      0 219056  15672 462428    0    0     0     0 17841 3783 4 96  0  0  0  0
21  0      0 221164  15672 462480    0    0     0     0 17896 3956 4 96  0  0  0  0
