procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 362936  15588 409500    0    0 15590   192 1171   11  1  6 92  2  0  0
14  0      0 349464  15588 421804    0    0 12268     0 6404 1946  1 35 64  0  0  0
27  0      0 330844  15588 421884    0    0     0     0 16598 6125 3 97  0  0  0  0
31  0      0 326868  15588 421932    0    0     0     0 16562 6112 3 97  0  0  0  0
21  0      0 316040  15588 422024    0    0     0     0 17280 7268 5 95  0  0  0  0
33  0      0 310356  15596 422064    0    0     0    68 17253 7715 4 96  0  0  0  0
51  0      0 307256  15596 422124    0    0     0     0 17029 7102 4 96  0  0  0  0
30  0      0 308524  15596 422236    0    0     0     0 17414 6862 3 97  0  0  0  0
65  0      0 305980  15596 422284    0    0     0     0 18145 7158 3 97  0  0  0  0
40  0      0 306148  15596 422424    0    0     0     0 18157 5601 4 96  0  0  0  0
50  0      0 278796  15604 422512    0    0     0   236 17651 5438 3 97  0  0  0  0
22  0      0 274776  15604 422556    0    0     0  3020 17584 5927 3 97  0  0  0  0
25  0      0 276640  15604 422620    0    0     0    44 17058 4189 5 95  0  0  0  0
19  0      0 273648  15604 422716    0    0     0     0 17124 3800 4 96  0  0  0  0
31  0      0 276444  15604 422764    0    0     0     0 17545 4231 3 97  0  0  0  0
45  0      0 278532  15616 422800    0    0     0    68 18052 3971 4 96  0  0  0  0
32  0      0 270256  15616 422868    0    0     0     0 17409 5155 3 97  0  0  0  0
19  0      0 262004  15616 422912    0    0     0     0 15892 4523 4 96  0  0  0  0
41  0      0 263796  15616 422956    0    0     0     0 16869 3845 4 96  0  0  0  0
52  0      0 267028  15616 423000    0    0     0     0 17741 4006 4 96  0  0  0  0
39  0      0 266084  15624 423044    0    0     0    16 17395 4492 4 96  0  0  0  0
30  0      0 260900  15624 425168    0    0  2032     0 18013 4337 4 96  0  0  0  0
28  0      0 264580  15624 425184    0    0     0   964 18084 3976 4 96  0  0  0  0
23  0      0 268036  15624 425232    0    0     0     0 17973 3843 4 96  0  0  0  0
35  0      0 271556  15624 425280    0    0     0     0 17954 4274 4 96  0  0  0  0
47  0      0 272068  15632 425324    0    0     0    28 17800 4026 4 96  0  0  0  0
27  0      0 275384  15632 425384    0    0     0     0 17611 3936 5 95  0  0  0  0
39  0      0 273176  15632 425432    0    0     0     0 17914 4038 3 97  0  0  0  0
39  0      0 269052  15632 425480    0    0     0     0 17097 3923 3 97  0  0  0  0
20  0      0 271036  15632 425524    0    0     0     0 16486 3693 4 96  0  0  0  0
36  0      0 273372  15640 425556    0    0     0    16 16795 3954 5 95  0  0  0  0
48  0      0 261756  15640 425616    0    0     0     4 17421 3898 4 96  0  0  0  0
43  0      0 265556  15640 425668    0    0     0     0 17480 3954 3 97  0  0  0  0
41  0      0 270164  15640 425712    0    0     0     0 17387 3774 4 96  0  0  0  0
15  0      0 269172  15640 425760    0    0     0     0 17759 4043 4 96  0  0  0  0
18  0      0 272840  15648 425800    0    0     0    24 17454 4110 4 96  0  0  0  0
29  0      0 272904  15648 425860    0    0     0     0 18310 4042 3 97  0  0  0  0
22  0      0 274728  15648 425912    0    0     0     0 17899 4163 4 96  0  0  0  0
34  0      0 277832  15648 425964    0    0     0     0 17400 4047 4 96  0  0  0  0
37  0      0 275532  15648 426012    0    0     0     0 17955 4070 4 96  0  0  0  0
28  0      0 275980  15656 426056    0    0     0    20 17594 4247 4 96  0  0  0  0
22  0      0 276340  15656 426116    0    0     0     0 17994 4093 4 96  0  0  0  0
25  0      0 264980  15656 427812    0    0  1612   220 17577 4519 4 96  0  0  0  0
32  0      0 254740  15656 427832    0    0     0     0 17478 4118 5 95  0  0  0  0
33  0      0 255476  15656 427880    0    0     0     0 16976 3797 4 96  0  0  0  0
23  0      0 258356  15664 427920    0    0     0    16 16989 3932 4 96  0  0  0  0
29  0      0 258556  15664 427984    0    0     0     0 17728 4275 4 96  0  0  0  0
26  0      0 258136  15664 428040    0    0     0     0 17045 4109 3 97  0  0  0  0
47  0      0 260152  15664 428092    0    0     0     0 17942 4024 4 96  0  0  0  0
44  0      0 254876  15664 428144    0    0     0     0 16830 3795 5 95  0  0  0  0
36  0      0 256204  15672 428188    0    0     0    16 16537 3841 2 98  0  0  0  0
25  0      0 254284  15672 428244    0    0     0     0 17396 4002 5 95  0  0  0  0
27  0      0 258092  15672 428292    0    0     0     0 17503 4202 4 96  0  0  0  0
16  0      0 245644  15672 428776    0    0   392  1508 17805 4402 3 97  0  0  0  0
24  0      0 234028  15672 428924    0    0   120     0 17705 4343 4 96  0  0  0  0
21  0      0 241644  15680 428960    0    0     0    28 17008 3976 4 96  0  0  0  0
24  0      0 242440  15680 429016    0    0     0     0 17630 4015 4 96  0  0  0  0
36  0      0 241816  15680 429068    0    0     0     0 17488 4099 4 96  0  0  0  0
18  0      0 244152  15680 429112    0    0     0     0 17569 4262 4 96  0  0  0  0
44  0      0 241504  15680 429176    0    0     0     0 17500 4150 4 96  0  0  0  0
30  0      0 234592  15688 429212    0    0     0    16 17457 3981 5 95  0  0  0  0
40  0      0 238660  15688 429272    0    0     0     0 17216 3884 3 97  0  0  0  0
18  0      0 235748  15688 429320    0    0     0     8 17173 3856 5 95  0  0  0  0
34  0      0 243820  15688 429364    0    0     0     0 16373 4001 4 96  0  0  0  0
28  0      0 234412  15688 429996    0    0     0     0 15229 3957 4 96  0  0  0  0
27  0      0 225604  15696 430004    0    0   520    24 15816 4505 5 95  0  0  0  0
23  0      0 237060  15696 430032    0    0     0     0 15791 4038 4 96  0  0  0  0
29  0      0 230988  15696 430080    0    0     0     4 17052 3917 5 95  0  0  0  0
21 12      0 223820  15696 430128    0    0     0     0 17243 3836 4 96  0  0  0  0
35  0      0 233836  15696 430180    0    0     0     0 17085 4016 4 96  0  0  0  0
23  0      0 236980  15704 430228    0    0     0    16 17393 4085 4 96  0  0  0  0
