procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
38  0      0 322716  15576 426872    0    0 50623   678 4042   48  3 34 57  6  0  0
22  0      0 320172  15576 426940    0    0     0     0 17065 6813 4 96  0  0  0  0
49  0      0 308848  15576 427004    0    0     0     0 17682 6740 4 96  0  0  0  0
27  0      0 308448  15576 427128    0    0     0     0 18031 7497 4 96  0  0  0  0
32  0      0 308760  15576 427188    0    0     0     0 18256 6331 3 97  0  0  0  0
21  0      0 297904  15584 427400    0    0     0    68 18460 4461 4 96  0  0  0  0
16  0      0 285720  15584 427496    0    0     0     0 18311 4824 4 96  0  0  0  0
41  0      0 288296  15584 427552    0    0     0     0 18228 4376 4 96  0  0  0  0
22  0      0 288660  15584 427600    0    0     0     0 17940 4066 4 96  0  0  0  0
28  0      0 288508  15584 427664    0    0     0     0 17690 3948 3 97  0  0  0  0
30  0      0 288044  15592 427704    0    0     0    24 17971 4322 4 96  0  0  0  0
37  0      0 290388  15592 427768    0    0     0     0 18753 4354 4 96  0  0  0  0
38  0      0 290004  15592 427820    0    0     0     0 18340 4205 4 96  0  0  0  0
38  0      0 288596  15592 427876    0    0     0     0 18609 4096 5 95  0  0  0  0
14  0      0 292708  15592 427932    0    0     0     0 18572 4128 4 96  0  0  0  0
24  0      0 289636  15600 428020    0    0     0    16 18026 4198 5 95  0  0  0  0
26  0      0 284836  15600 428048    0    0     0     0 18373 4511 5 95  0  0  0  0
26  0      0 276324  15600 428092    0    0     0     0 18460 4150 4 96  0  0  0  0
27  0      0 279524  15600 428144    0    0     0     0 18342 4417 4 96  0  0  0  0
34  0      0 268420  15600 428204    0    0     0     0 18282 4544 4 96  0  0  0  0
18  0      0 272740  15608 428244    0    0     0    20 18294 3995 4 96  0  0  0  0
29  0      0 275020  15608 428340    0    0     0     0 18056 4322 4 96  0  0  0  0
30  0      0 278844  15608 428392    0    0     0     0 18199 4137 5 95  0  0  0  0
