procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 344644  15328 428052    0    0 58644   804 2279   47  3 25 65  8  0  0
33  0      0 316232  15568 428692    0    0   164     0 17394 5756 3 97  0  0  0  0
22  0      0 313416  15568 428740    0    0     0     0 17615 6675 4 96  0  0  0  0
36  0      0 300336  15568 428856    0    0     0     0 17337 6842 4 96  0  0  0  0
29  0      0 281804  15568 428992    0    0     0     0 17907 6473 4 96  0  0  0  0
79  0      0 275224  15576 429088    0    0     0    68 17488 9391 4 96  0  0  0  0
80  0      0 273200  15576 429224    0    0     0     0 17969 9685 4 96  0  0  0  0
23  0      0 277440  15576 429248    0    0     0     0 18548 4370 4 96  0  0  0  0
18  0      0 279832  15576 429316    0    0     0     0 18636 4309 4 96  0  0  0  0
28  0      0 282968  15576 429364    0    0     0     0 18326 4178 4 96  0  0  0  0
28  0      0 286136  15584 429440    0    0     0    24 18864 4297 4 96  0  0  0  0
21  0      0 289048  15584 429504    0    0     0     0 18502 4196 5 95  0  0  0  0
34  0      0 283544  15584 429556    0    0     0     0 17809 4299 5 95  0  0  0  0
29  0      0 277080  15584 429612    0    0     0     0 17814 4117 3 97  0  0  0  0
25  0      0 280640  15584 429668    0    0     0     0 17920 4138 4 96  0  0  0  0
25  0      0 281992  15592 429708    0    0     0    16 17685 4025 4 96  0  0  0  0
31  0      0 277428  15592 429800    0    0     0     0 18178 4258 4 96  0  0  0  0
33  0      0 271060  15592 429832    0    0     0     0 18217 4435 3 97  0  0  0  0
43  0      0 267124  15592 429864    0    0     0     0 18231 4072 4 96  0  0  0  0
38  0      0 259764  15592 429924    0    0     0     0 18377 3910 3 97  0  0  0  0
41  0      0 261812  15600 429968    0    0     0    16 17988 3873 4 96  0  0  0  0
25  0      0 265780  15600 430024    0    0     0     0 17859 3908 5 95  0  0  0  0
33  0      0 269716  15600 430084    0    0     0     0 18299 4061 4 96  0  0  0  0
19  0      0 271284  15600 430140    0    0     0     0 17980 4137 3 97  0  0  0  0
23  0      0 274144  15600 430188    0    0     0     0 17992 3993 4 96  0  0  0  0
24  0      0 267344  15608 430232    0    0     0    16 17949 3924 4 96  0  0  0  0
33  0      0 271120  15608 430292    0    0     0     0 18138 4026 4 96  0  0  0  0
37  0      0 261584  15608 430344    0    0     0   212 18150 4396 4 96  0  0  0  0
33  0      0 256776  15608 430396    0    0     0  3904 18391 4537 4 96  0  0  0  0
38  0      0 252840  15608 430440    0    0     0    44 17649 3969 4 96  0  0  0  0
14  0      0 254864  15620 430476    0    0     0    68 17699 4136 5 95  0  0  0  0
37  0      0 258032  15620 430548    0    0     0     4 18100 4232 4 96  0  0  0  0
42  0      0 252144  15620 430604    0    0     0     0 17597 3828 4 96  0  0  0  0
31  0      0 256464  15620 430648    0    0     0     0 17845 3926 4 96  0  0  0  0
35  0      0 249008  15620 430700    0    0     0  1676 17873 3912 4 96  0  0  0  0
15  0      0 251312  15628 430740    0    0     0    36 17991 3957 4 96  0  0  0  0
17  0      0 254096  15628 430804    0    0     0     0 17629 4105 4 96  0  0  0  0
21  0      0 259440  15628 430856    0    0     0     0 17994 4024 6 94  0  0  0  0
22  0      0 250064  15628 432920    0    0  2032     0 18194 4595 5 95  0  0  0  0
11  0      0 245480  15628 432992    0    0     0     0 18177 4204 3 97  0  0  0  0
39  0      0 240392  15636 433036    0    0     0    16 18262 4207 4 96  0  0  0  0
51  0      0 243176  15636 433100    0    0     0     0 17872 3478 4 96  0  0  0  0
23  0      0 241992  15636 433148    0    0     0     0 17510 3696 5 95  0  0  0  0
30  0      0 242480  15636 433388    0    0     0     0 17818 3581 4 96  0  0  0  0
25  0      0 243376  15636 433464    0    0     0     0 17648 3621 4 96  0  0  0  0
38  0      0 243076  15644 433512    0    0     0    20 16622 3858 4 96  0  0  0  0
13  0      0 245924  15644 433568    0    0     0     0 17506 3682 4 96  0  0  0  0
25  0      0 248844  15644 433624    0    0     0     0 17490 4034 4 96  0  0  0  0
30  0      0 241396  15644 433672    0    0     0     0 17403 3787 4 96  0  0  0  0
41  0      0 237716  15644 433724    0    0     0     0 17944 3656 4 96  0  0  0  0
37  0      0 240852  15652 433764    0    0     0    16 17343 3662 4 96  0  0  0  0
29  0      0 244800  15652 433820    0    0     0     0 17808 3700 4 96  0  0  0  0
28  0      0 237132  15652 433868    0    0     0     0 16971 5489 5 95  0  0  0  0
16  0      0 240240  15652 433912    0    0     0     0 17163 3723 4 96  0  0  0  0
35  0      0 243796  15652 433976    0    0     0     0 17358 3890 4 96  0  0  0  0
34  0      0 244644  15660 434016    0    0     0    16 17427 3347 3 97  0  0  0  0
31  0      0 244804  15660 434072    0    0     0     0 17660 3961 5 95  0  0  0  0
20  0      0 243308  15660 434120    0    0     0     0 16429 3804 4 96  0  0  0  0
59  0      0 232200  15660 434168    0    0     0     0 16863 4126 4 96  0  0  0  0
29  0      0 219176  15660 435860    0    0  1612     0 16215 4652 4 96  0  0  0  0
24  0      0 236468  15668 435872    0    0     0    16 16408 4047 4 96  0  0  0  0
33  0      0 239156  15668 435924    0    0     0    60 16849 3808 4 96  0  0  0  0
28  0      0 236756  15668 435972    0    0     0     8 16571 4004 5 95  0  0  0  0
22  0      0 239348  15668 436016    0    0     0     0 16756 3804 5 95  0  0  0  0
20  0      0 229500  15668 436072    0    0     0     0 16393 3672 5 95  0  0  0  0
20  0      0 238628  15676 436108    0    0     0  1544 17753 3716 4 96  0  0  0  0
35  0      0 234372  15676 436164    0    0     0     0 18077 4165 4 96  0  0  0  0
36  0      0 237540  15676 436220    0    0     0     0 16481 4039 5 95  0  0  0  0
39  0      0 239620  15676 436268    0    0     0     0 16597 4048 6 94  0  0  0  0
25  0      0 234024  15676 436324    0    0     0     0 17518 3814 4 96  0  0  0  0
35  0      0 232208  15684 436792    0    0   392    16 17496 4586 4 96  0  0  0  0
36  0      0 230560  15684 436936    0    0   120     4 17419 3791 4 96  0  0  0  0
34  0      0 229728  15684 436992    0    0     0     0 16672 3746 4 96  0  0  0  0
25  0      0 230752  15684 437040    0    0     0     0 17537 3536 5 95  0  0  0  0
38  0      0 231192  15684 437084    0    0     0     0 17733 3628 5 95  0  0  0  0
37  0      0 234680  15692 437132    0    0     0    16 17572 3315 3 97  0  0  0  0
29  0      0 238648  15692 437192    0    0     0     0 17495 3829 4 96  0  0  0  0
21  0      0 227992  15692 437240    0    0     0     0 17776 4021 4 96  0  0  0  0
17  0      0 228088  15692 437300    0    0     0     0 17767 3839 4 96  0  0  0  0
16  0      0 236600  15692 437352    0    0     0     0 17323 3879 5 95  0  0  0  0
35  0      0 226400  15700 437392    0    0     0    16 17511 3699 4 96  0  0  0  0
30  0      0 227708  15700 437484    0    0     0     0 17480 3870 3 97  0  0  0  0
22  0      0 234712  15700 438024    0    0   520     0 17420 3973 4 96  0  0  0  0
16  0      0 225400  15700 438080    0    0     0     0 17268 3846 4 96  0  0  0  0
38  0      0 226392  15700 438128    0    0     0     0 17397 3799 4 96  0  0  0  0
33  0      0 225080  15708 438176    0    0     0    20 17337 3497 4 96  0  0  0  0
36  0      0 228460  15708 438232    0    0     0     0 17780 3535 4 96  0  0  0  0
71  0      0 220044  15708 438296    0    0     0     0 17791 4518 5 95  0  0  0  0
28  0      0 224844  15708 438348    0    0     0     0 17402 4678 4 96  0  0  0  0
42  0      0 238088  15708 438396    0    0     0     0 17284 3896 5 95  0  0  0  0
36  0      0 233836  15716 438436    0    0     0    16 17151 3542 5 95  0  0  0  0
24  0      0 236684  15716 438504    0    0     0     0 17523 3868 3 97  0  0  0  0
13  0      0 228972  15716 438740    0    0   148     0 16881 3918 4 96  0  0  0  0
30  0      0 216708  15716 439688    0    0   916     4 17901 4390 4 96  0  0  0  0
37  0      0 222640  15716 439720    0    0     0     0 17928 3589 5 95  0  0  0  0
28  0      0 231120  15724 439764    0    0     0  1600 17456 3924 3 97  0  0  0  0
27  0      0 224640  15724 439832    0    0     0    20 17387 3728 4 96  0  0  0  0
20  0      0 224416  15724 439884    0    0     0     0 17863 3764 4 96  0  0  0  0
36  0      0 221792  15724 439936    0    0     0     0 18007 3828 4 96  0  0  0  0
32  0      0 216132  15724 439988    0    0     0     0 18067 4023 5 95  0  0  0  0
17  0      0 225168  15732 440028    0    0     0    16 17876 4299 4 96  0  0  0  0
24  0      0 226520  15732 440092    0    0     0     0 17492 3477 4 96  0  0  0  0
51  0      0 222340  15732 440140    0    0     0     0 17443 4083 4 96  0  0  0  0
11  0      0 225016  15732 440228    0    0     0     0 17295 3912 3 97  0  0  0  0
21  0      0 227396  15732 445504    0    0  5228     0 17456 4170 5 95  0  0  0  0
38  0      0 221416  15740 445516    0    0     0    20 17716 3805 3 97  0  0  0  0
