procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 346960  15588 428652    0    0 47634   650 2394   39  2 21 71  6  0  0
 0  0      0 347440  15588 428696    0    0     0     0 3446 1145  0 16 84  0  0  0
 0  0      0 347568  15588 428704    0    0     0     0 3796 1304  1 20 79  0  0  0
 2  0      0 346864  15588 428712    0    0     0     0 4063 1476  1 18 81  0  0  0
 0  0      0 346896  15588 428720    0    0     0     0 3791 1342  0 17 83  0  0  0
 0  0      0 343152  15596 428720    0    0     0    64 3536 1336  1 15 83  1  0  0
 0  0      0 343664  15596 428736    0    0     0     0 4077 1516  0 18 82  0  0  0
 2  0      0 343824  15596 428740    0    0     0     0 3864 1313  1 19 80  0  0  0
 0  0      0 342832  15596 428748    0    0     0     0 4283 1431  0 20 80  0  0  0
 0  0      0 343280  15596 428756    0    0     0     0 3762 1298  1 18 81  0  0  0
 1  0      0 342608  15604 428756    0    0     0    24 3527 1218  1 18 81  0  0  0
 0  0      0 342928  15604 428768    0    0     0     0 4131 1258  0 18 82  0  0  0
 0  0      0 340176  15604 428776    0    0     0     0 4037 1541  1 21 78  0  0  0
 3  0      0 340176  15604 428784    0    0     0     0 4267 1498  1 22 77  0  0  0
 0  0      0 340432  15604 428792    0    0     0     0 4151 1354  1 18 81  0  0  0
 0  0      0 328496  15612 428792    0    0     0    16 4324 1389  0 22 78  0  0  0
 0  0      0 328880  15612 428804    0    0     0     0 3957 1375  1 17 82  0  0  0
 5  0      0 328944  15612 428812    0    0     0     0 3712 1297  1 15 84  0  0  0
 0  0      0 329072  15612 428820    0    0     0     0 4096 1344  0 18 82  0  0  0
 0  0      0 329840  15612 428828    0    0     0     0 3668 1273  1 16 83  0  0  0
 0  0      0 330160  15620 428828    0    0     0    16 3792 1336  0 18 82  0  0  0
 0  0      0 330352  15620 428840    0    0     0     0 3878 1232  1 18 81  0  0  0
 0  0      0 331088  15620 428848    0    0     0     0 3940 1330  0 17 83  0  0  0
 0  0      0 331088  15620 428856    0    0     0     0 3766 1295  1 22 77  0  0  0
 0  0      0 331920  15620 428864    0    0     0     0 3561 1229  1 19 80  0  0  0
 0  0      0 314832  15620 428872    0    0     0   208 3850 1354  1 17 82  0  0  0
 0  0      0 314736  15628 428876    0    0     0  3892 4015 1668  0 17 82  1  0  0
 3  0      0 314576  15628 428880    0    0     0    44 3822 1499  1 19 80  0  0  0
 0  0      0 314768  15628 428888    0    0     0     4 3709 1349  1 17 82  0  0  0
 0  0      0 315120  15628 428896    0    0     0     0 3636 1331  1 18 81  0  0  0
 0  0      0 313840  15628 428904    0    0     0     0 3494 1243  0 17 83  0  0  0
 1  0      0 314160  15640 428916    0    0     0    72 3664 1240  0 18 82  0  0  0
 0  0      0 314032  15640 428920    0    0     0   252 4208 1490  1 20 79  0  0  0
 0  0      0 314192  15640 428928    0    0     0     0 3823 1310  0 17 83  0  0  0
 0  0      0 314576  15640 428936    0    0     0     0 4199 1295  1 19 80  0  0  0
 0  0      0 302460  15640 430960    0    0  2032     0 3715 1194  1 16 82  1  0  0
 0  0      0 302024  15648 430984    0    0     0    36 3945 1412  0 18 82  0  0  0
 0  0      0 302280  15648 430988    0    0     0     0 4420 1463  1 18 81  0  0  0
 0  0      0 300872  15648 430996    0    0     0     0 4562 1370  0 21 79  0  0  0
 0  0      0 301416  15648 431004    0    0     0     0 3753 1292  1 19 80  0  0  0
 0  0      0 301960  15648 431012    0    0     0     0 4068 1276  0 19 81  0  0  0
 4  0      0 302248  15656 431020    0    0     0    16 4129 1357  1 19 78  2  0  0
 0  0      0 301512  15656 431024    0    0     0     0 4404 1396  0 20 79  1  0  0
 0  0      0 301904  15656 431032    0    0     0     0 4303 1352  1 20 79  0  0  0
 0  0      0 302096  15656 431040    0    0     0     0 3727 1255  0 18 82  0  0  0
 0  0      0 302960  15656 431048    0    0     0     0 3764 1232  1 20 79  0  0  0
 0  0      0 303504  15664 431056    0    0     0    16 4360 1572  0 20 80  0  0  0
 7  0      0 302768  15664 431064    0    0     0     0 3288 1336  1 15 84  0  0  0
 0  0      0 303248  15664 431072    0    0     0     0 3766 1246  0 19 81  0  0  0
 0  0      0 303344  15664 431080    0    0     0     0 3741 1236  1 18 81  0  0  0
 0  0      0 303356  15664 431088    0    0     0     0 4274 1334  0 20 80  0  0  0
 0  0      0 303356  15672 431096    0    0     0    16 4114 1388  1 18 81  0  0  0
 0  0      0 303132  15672 431100    0    0     0     0 3949 1325  1 17 82  0  0  0
 0  0      0 302940  15672 431108    0    0     0     0 3578 1232  0 19 81  0  0  0
 0  0      0 303996  15672 431116    0    0     0     0 3308 1120  1 15 84  0  0  0
 0  0      0 301660  15672 431124    0    0     0     0 4082 1277  1 21 78  0  0  0
 0  0      0 296800  15680 432744    0    0  1612    16 3899 1539  0 19 80  1  0  0
 2  0      0 296384  15680 432748    0    0     0   216 3489 1245  1 15 84  0  0  0
 0  0      0 297248  15680 432756    0    0     0     0 4135 1272  1 18 81  0  0  0
 0  0      0 297256  15680 432764    0    0     0     0 3293 1123  1 15 84  0  0  0
 0  0      0 297288  15680 432772    0    0     0     0 3679 1397  1 16 83  0  0  0
 0  0      0 297480  15688 432788    0    0     0    20 4010 1339  1 19 80  0  0  0
 0  0      0 298060  15688 432792    0    0     0     8 4226 1376  0 20 80  0  0  0
 0  0      0 298540  15688 432800    0    0     0   228 3467 1249  1 18 81  0  0  0
 6  0      0 298264  15688 432808    0    0     0     0 3705 1199  1 19 80  0  0  0
 0  0      0 298488  15688 432816    0    0     0     0 3868 1264  0 19 81  0  0  0
 0  0      0 295644  15696 433336    0    0   512    36 4039 1503  1 19 80  0  0  0
 0  0      0 297160  15696 433340    0    0     0     0 3986 1299  0 20 80  0  0  0
 0  0      0 297744  15696 433348    0    0     0     0 3512 1180  1 19 80  0  0  0
 0  0      0 297648  15696 433356    0    0     0     0 3706 1178  0 16 84  0  0  0
 0  0      0 296336  15696 433364    0    0     0     0 4458 1414  1 22 77  0  0  0
 8  0      0 297564  15704 433372    0    0     0    16 3743 1312  1 16 83  0  0  0
 0  0      0 297692  15704 433376    0    0     0     0 4289 1325  0 21 79  0  0  0
 0  0      0 298012  15704 433384    0    0     0     0 3470 1253  1 16 83  0  0  0
 0  0      0 297576  15704 433392    0    0     0     0 3836 1273  1 18 81  0  0  0
 0  0      0 297576  15704 433400    0    0     0     0 3697 1219  0 17 83  0  0  0
 0  0      0 294252  15712 433960    0    0   520    16 3495 1346  1 17 82  0  0  0
 2  0      0 296184  15712 433936    0    0     0     0 3857 1264  0 19 81  0  0  0
 0  0      0 296376  15712 433940    0    0     0     0 3615 1182  1 18 81  0  0  0
 0  0      0 296696  15712 433948    0    0     0     0 3456 1166  0 15 85  0  0  0
 1  0      0 297280  15712 433956    0    0     0     0 3819 1380  1 19 80  0  0  0
 0  0      0 297312  15720 433964    0    0     0    16 3199 1209  1 16 82  1  0  0
 0  0      0 296128  15720 433972    0    0     0     0 3965 1250  1 19 80  0  0  0
 0  0      0 295648  15720 433976    0    0     0     0 3496 1182  0 15 85  0  0  0
 2  0      0 295968  15720 433984    0    0     0     0 3781 1292  1 18 81  0  0  0
 0  0      0 296384  15720 433992    0    0     0     0 4287 1391  0 20 80  0  0  0
 0  0      0 296576  15728 434000    0    0     0    16 3635 1385  1 16 83  0  0  0
 0  0      0 294504  15728 435072    0    0  1064     0 3426 1235  0 15 85  0  0  0
 0  0      0 295384  15728 435080    0    0     0     0 3876 1192  1 16 83  0  0  0
 0  0      0 295144  15728 435088    0    0     0     0 4022 1332  0 19 81  0  0  0
 0  0      0 295496  15728 435096    0    0     0     0 3620 1301  1 16 83  0  0  0
 5  0      0 295692  15736 435104    0    0     0    20 3319 1147  0 16 84  0  0  0
 0  0      0 295604  15736 435112    0    0     0    24 3929 1268  1 18 81  0  0  0
 0  0      0 295188  15736 435120    0    0     0     4 3879 1264  1 16 83  0  0  0
 1  0      0 295828  15736 435124    0    0     0   228 3984 1347  0 19 81  0  0  0
 0  0      0 296148  15736 435132    0    0     0     0 3526 1292  1 15 84  0  0  0
 0  0      0 296032  15744 435136    0    0     0    28 3944 1399  1 18 81  0  0  0
 0  0      0 292248  15744 440380    0    0  5228     0 3608 1229  0 17 83  0  0  0
 1  0      0 291064  15744 440388    0    0     0     0 3677 1158  1 17 82  0  0  0
 0  0      0 291320  15744 440392    0    0     0     0 3503 1313  1 15 84  0  0  0
 0  0      0 291204  15744 440400    0    0     0     0 4304 1407  0 19 81  0  0  0
 3  0      0 291268  15752 440408    0    0     0    16 3703 1265  1 17 82  0  0  0
 0  0      0 291556  15752 440416    0    0     0     0 3451 1228  0 15 85  0  0  0
 0  0      0 291876  15752 440424    0    0     0     0 3991 1288  1 20 79  0  0  0
 0  0      0 292996  15752 440428    0    0     0     0 3977 1432  1 19 80  0  0  0
 0  0      0 292068  15752 440436    0    0     0     0 4211 1332  0 19 81  0  0  0
 0  0      0 292228  15760 440436    0    0     0    16 4035 1454  1 18 80  1  0  0
 0  0      0 288688  15760 440684    0    0   240     0 3570 1158  1 16 83  0  0  0
 8  0      0 289452  15760 440692    0    0     0     0 3904 1239  0 16 84  0  0  0
 0  0      0 289748  15760 440696    0    0     0     0 4134 1402  1 19 80  0  0  0
 0  0      0 289908  15760 440704    0    0     0     0 4093 1339  1 19 80  0  0  0
 0  0      0 289652  15768 440704    0    0     0    16 3528 1283  0 17 81  2  0  0
 0  0      0 289716  15768 440720    0    0     0     0 3567 1130  1 15 84  0  0  0
 0  0      0 289716  15768 440728    0    0     0     0 3901 1398  0 18 82  0  0  0
 0  0      0 290356  15768 440732    0    0     0     0 3872 1384  1 17 82  0  0  0
 0  0      0 290676  15768 440740    0    0     0     0 3395 1161  0 15 85  0  0  0
 0  0      0 289428  15776 440748    0    0     0    16 3658 1360  1 16 83  0  0  0
 0  0      0 290028  15776 440796    0    0     0     0 3838 1274  1 20 79  0  0  0
 2  0      0 290344  15776 440756    0    0     0     0 3812 1256  0 18 82  0  0  0
 0  0      0 289704  15776 440760    0    0     0     0 4360 1396  0 20 80  0  0  0
 0  0      0 289960  15776 440768    0    0     0     0 4190 1338  1 20 79  0  0  0
 0  0      0 290120  15784 440768    0    0     0    20 3656 1275  1 19 80  0  0  0
 0  0      0 290632  15784 440784    0    0     0     0 3622 1208  0 16 84  0  0  0
 0  0      0 288456  15784 440792    0    0     0     0 4514 1439  1 21 78  0  0  0
 0  0      0 288968  15784 440796    0    0     0   232 3964 1441  0 17 83  0  0  0
 0  0      0 289128  15784 440804    0    0     0     0 3776 1264  1 18 81  0  0  0
 0  0      0 289608  15792 440804    0    0     0    36 3652 1348  1 15 82  2  0  0
 0  0      0 284584  15792 449048    0    0  8192    24 3830 1288  0 18 82  0  0  0
 0  0      0 285384  15792 449020    0    0     0     0 3999 1297  1 17 82  0  0  0
 0  0      0 285032  15792 449024    0    0     0     0 4094 1355  0 21 79  0  0  0
 0  0      0 285576  15792 449032    0    0     0     0 3629 1232  1 17 82  0  0  0
 0  0      0 284552  15800 449032    0    0     0    16 3173 1079  0 14 86  0  0  0
 0  0      0 285224  15800 449048    0    0     0     0 3670 1196  1 17 82  0  0  0
 0  0      0 285544  15800 449056    0    0     0     0 3886 1311  0 18 82  0  0  0
 2  0      0 284920  15800 449060    0    0     0     0 3925 1294  1 20 79  0  0  0
 0  0      0 283896  15800 449068    0    0     0     0 4385 1346  0 20 80  0  0  0
 0  0      0 283928  15808 449068    0    0     0    16 3235 1182  2 15 82  1  0  0
 5  0      0 284184  15808 449084    0    0     0     0 3722 1327  0 17 83  0  0  0
 0  0      0 277584  15808 458612    0    0  9528     0 4192 1428  1 20 78  1  0  0
 0  0      0 277872  15808 458616    0    0     0     0 3673 1266  0 16 84  0  0  0
 0  0      0 278160  15808 458624    0    0     0     0 3861 1335  1 17 82  0  0  0
 5  0      0 278640  15816 458624    0    0     0    16 3369 1168  0 15 85  0  0  0
 0  0      0 278704  15816 458640    0    0     0     0 3928 1203  1 18 81  0  0  0
 0  0      0 278416  15816 458652    0    0     0     0 4157 1390  1 19 80  0  0  0
 0  0      0 279120  15816 458660    0    0     0     0 3777 1203  1 19 80  0  0  0
 0  0      0 276688  15816 458672    0    0     0     0 3433 1206  1 16 83  0  0  0
 0  0      0 276944  15824 458668    0    0     0    16 3508 1315  0 16 84  0  0  0
 0  0      0 277008  15824 458684    0    0     0     0 3895 1290  1 18 81  0  0  0
 4  0      0 267800  15824 464056    0    0  5364     0 3764 1291  0 18 82  0  0  0
 0  0      0 267640  15824 464064    0    0     0     0 3823 1237  1 18 81  0  0  0
 0  0      0 267576  15824 464072    0    0     0     0 3878 1286  1 20 79  0  0  0
 0  0      0 267672  15832 464068    0    0     0    20 3584 1242  0 16 84  0  0  0
 0  0      0 267936  15832 464084    0    0     0     0 3693 1263  0 17 83  0  0  0
 0  0      0 268416  15832 464092    0    0     0     0 3931 1303  1 17 82  0  0  0
 2  0      0 268576  15832 464100    0    0     0     0 3629 1303  1 17 82  0  0  0
 0  0      0 268032  15832 464108    0    0     0   236 3261 1116  0 15 85  0  0  0
 0  0      0 268128  15832 464112    0    0     0     0 3543 1282  1 16 83  0  0  0
 5  0      0 267552  15840 464120    0    0     0    36 4107 1410  1 21 77  1  0  0
 5  0      0 265952  15840 464840    0    0   720     0 3951 1308  0 19 81  0  0  0
 0  0      0 266016  15840 464816    0    0     0     0 3678 1172  1 17 82  0  0  0
 0  0      0 267072  15840 464824    0    0     0     0 3166 1067  1 14 85  0  0  0
 0  0      0 266048  15840 464828    0    0     0     0 4077 1300  1 21 78  0  0  0
 0  0      0 266528  15848 464836    0    0     0    40 4406 1357  0 20 80  0  0  0
 0  0      0 265696  15848 464844    0    0     0     0 3953 1249  1 18 81  0  0  0
 3  0      0 265824  15848 464852    0    0     0     0 3813 1282  1 17 82  0  0  0
 4  0      0 266176  15848 464860    0    0     0     0 3001 1068  1 14 85  0  0  0
 0  0      0 262848  15848 464864    0    0     0     0 4380 1515  1 20 79  0  0  0
 0  0      0 264228  15856 464872    0    0     0    16 4380 1425  1 22 76  1  0  0
 0  0      0 265292  15856 468560    0    0  3644     0 3770 1223  0 16 84  0  0  0
 0  0      0 265636  15856 468524    0    0     0     0 3714 1255  1 19 80  0  0  0
 0  0      0 263620  15856 468540    0    0     0     0 3877 1278  0 18 82  0  0  0
 0  0      0 264104  15856 468544    0    0     0     0 3870 1292  1 18 81  0  0  0
 0  0      0 264176  15864 468552    0    0     0    16 3749 1268  1 17 82  0  0  0
 0  0      0 264572  15864 468560    0    0     0     0 3706 1269  1 18 81  0  0  0
 0  0      0 265244  15864 468568    0    0     0     0 3813 1222  0 18 82  0  0  0
 5  0      0 265724  15864 468576    0    0     0     0 3592 1201  1 15 84  0  0  0
 0  0      0 264572  15864 468580    0    0     0     0 4114 1378  1 21 78  0  0  0
 0  0      0 264732  15872 468588    0    0     0    16 3956 1309  0 18 82  0  0  0
 3  0      0 265052  15872 468596    0    0     0     0 3678 1229  1 17 82  0  0  0
 0  0      0 262540  15872 469544    0    0   964     0 3690 1180  0 18 82  0  0  0
 0  0      0 262652  15872 469552    0    0     0     0 3719 1181  1 16 83  0  0  0
 8  0      0 263196  15872 469560    0    0     0     0 4246 1394  1 21 78  0  0  0
 0  0      0 263712  15880 469564    0    0     0    20 3739 1285  0 19 81  0  0  0
 0  0      0 264396  15880 469572    0    0     0     0 4136 1330  1 19 80  0  0  0
