procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 356772  15568 421936    0    0 57913   720 2216   47  3 24 66  7  0  0
22  0      0 336100  15568 422004    0    0     0     0 17569 6065 5 95  0  0  0  0
31  0      0 326540  15568 422064    0    0     0     0 16963 6675 3 97  0  0  0  0
28  0      0 328236  15568 422116    0    0     0     0 17580 6300 4 96  0  0  0  0
30  0      0 326220  15568 422180    0    0     0     0 17355 6580 3 97  0  0  0  0
24  0      0 327988  15576 422216    0    0     0    68 17169 6362 4 96  0  0  0  0
16  0      0 316340  15576 422308    0    0     0     0 17456 7482 4 96  0  0  0  0
38  0      0 310188  15576 422288    0    0     0     0 17609 6527 2 98  0  0  0  0
42  0      0 312188  15576 422384    0    0     0     0 17794 7134 5 95  0  0  0  0
31  0      0 318012  15576 422436    0    0     0     0 17283 6666 3 97  0  0  0  0
21  0      0 317212  15584 422476    0    0     0    24 17266 6770 4 96  0  0  0  0
35  0      0 313844  15584 422536    0    0     0     0 16719 6381 3 97  0  0  0  0
47  0      0 318052  15584 422624    0    0     0     0 17734 5699 4 96  0  0  0  0
18  0      0 317500  15584 422688    0    0     0     0 17376 5830 3 97  0  0  0  0
43  0      0 306164  15584 422832    0    0     0     0 17500 5555 4 96  0  0  0  0
35  0      0 291756  15592 422964    0    0     0    16 17324 8095 4 96  0  0  0  0
26  0      0 288808  15592 423032    0    0     0     0 17322 7170 5 95  0  0  0  0
22  0      0 282160  15592 423116    0    0     0     0 18329 4349 3 97  0  0  0  0
39  0      0 284304  15592 423164    0    0     0     0 17777 4047 4 96  0  0  0  0
12  0      0 289256  15592 423212    0    0     0     0 17988 4387 4 96  0  0  0  0
39  0      0 289192  15600 423260    0    0     0    20 18314 4340 4 96  0  0  0  0
40  0      0 286280  15600 423320    0    0     0     0 18110 3674 4 96  0  0  0  0
39  0      0 289388  15600 423368    0    0     0     0 18082 3964 4 96  0  0  0  0
33  0      0 285524  15600 423428    0    0     0     0 18163 4058 5 95  0  0  0  0
22  0      0 287240  15600 423476    0    0     0     0 18022 4261 3 97  0  0  0  0
16  0      0 289064  15608 423520    0    0     0    16 18641 4442 5 95  0  0  0  0
12  0      0 291972  15608 423580    0    0     0     0 18100 4262 4 96  0  0  0  0
32  0      0 286476  15608 423636    0    0     0   216 18560 4322 5 95  0  0  0  0
27  0      0 270316  15612 423688    0    0     0  3088 18147 4833 4 96  0  0  0  0
38  0      0 272052  15612 423740    0    0     0    48 17641 4148 6 94  0  0  0  0
28  0      0 266004  15624 423784    0    0     0    88 18019 3993 4 96  0  0  0  0
29  0      0 268028  15624 423852    0    0     0     4 17847 4130 4 96  0  0  0  0
25  0      0 269820  15624 423896    0    0     0     0 18515 4286 3 97  0  0  0  0
19  0      0 272072  15624 423948    0    0     0     0 18570 4161 5 95  0  0  0  0
27  0      0 271944  15624 424000    0    0     0  1680 17627 3856 4 96  0  0  0  0
26  0      0 270928  15632 424040    0    0     0    36 17936 3939 5 95  0  0  0  0
35  0      0 268944  15632 424112    0    0     0     0 17415 3920 4 96  0  0  0  0
33  0      0 272304  15632 424156    0    0     0     0 17986 3997 3 97  0  0  0  0
13  0      0 273968  15632 424212    0    0     0     0 16737 3942 4 96  0  0  0  0
 9  0      0 261232  15632 426276    0    0  2032     0 18056 4554 4 96  0  0  0  0
17  0      0 252876  15640 426332    0    0     0    16 18148 4202 4 96  0  0  0  0
17  0      0 256536  15640 426396    0    0     0     0 18170 4324 4 96  0  0  0  0
