procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 354960  15316 429612    0    0 60538   854 1948   46  2 20 69  8  0  0
 5  0      0 349612  15572 430204    0    0   160     0 7486 2522  2 35 63  0  0  0
 0  0      0 345400  15572 430220    0    0     0     0 6870 2493  1 31 68  0  0  0
 2  0      0 345624  15572 430232    0    0     0     0 6502 2342  1 29 70  0  0  0
 0  0      0 345976  15572 430248    0    0     0     0 6310 2327  1 31 68  0  0  0
 0  0      0 346616  15580 430256    0    0     0    64 6141 2391  1 33 65  1  0  0
 0  0      0 342072  15580 430276    0    0     0     0 7186 2694  1 36 63  0  0  0
 2  0      0 342552  15580 430292    0    0     0     0 6849 2433  1 31 68  0  0  0
 0  0      0 343256  15580 430304    0    0     0     0 7311 2818  1 35 64  0  0  0
 0  0      0 343608  15580 430316    0    0     0     0 6192 2345  1 30 69  0  0  0
10  0      0 343928  15588 430324    0    0     0    28 6969 2499  1 30 68  1  0  0
 0  0      0 343352  15588 430344    0    0     0     0 7997 2533  1 36 63  0  0  0
 0  0      0 343800  15588 430360    0    0     0     0 6028 2288  1 29 70  0  0  0
 0  0      0 344056  15588 430380    0    0     0     0 6813 2556  1 31 68  0  0  0
 0  0      0 343672  15588 430392    0    0     0     0 6716 2541  1 30 69  0  0  0
 5  0      0 343736  15596 430400    0    0     0    16 6796 2455  1 30 67  2  0  0
 0  0      0 344504  15596 430420    0    0     0     0 6679 2383  1 29 70  0  0  0
 0  0      0 331032  15596 430436    0    0     0     0 7131 2547  1 32 67  0  0  0
 0  0      0 331672  15596 430452    0    0     0     0 6630 2541  1 28 71  0  0  0
 0  0      0 332184  15596 430464    0    0     0     0 6433 2352  1 28 71  0  0  0
 5  0      0 332408  15604 430472    0    0     0    16 7430 2573  1 33 64  2  0  0
 0  0      0 332792  15604 430492    0    0     0     0 6345 2351  0 27 73  0  0  0
 0  0      0 332792  15604 430508    0    0     0     0 6636 2406  2 29 69  0  0  0
 0  0      0 332728  15604 430524    0    0     0     0 7097 2458  0 32 68  0  0  0
 2  0      0 333336  15604 430536    0    0     0     0 6132 2406  1 28 71  0  0  0
 0  0      0 332856  15612 430544    0    0     0    16 6696 2489  0 29 71  0  0  0
 0  0      0 331448  15612 430564    0    0     0     0 6573 2333  1 28 71  0  0  0
 3  0      0 319416  15612 430580    0    0     0   212 6717 2495  1 30 69  0  0  0
 0  0      0 319736  15612 430604    0    0     0  4244 7014 2833  1 29 68  2  0  0
 0  0      0 320600  15612 430612    0    0     0    44 6608 2475  1 30 69  0  0  0
 2  0      0 320896  15624 430616    0    0     0    60 7247 2620  2 33 64  1  0  0
 0  0      0 320928  15624 430644    0    0     0     4 6462 2321  1 30 69  0  0  0
 2  0      0 319552  15624 430656    0    0     0     0 7105 2569  0 35 65  0  0  0
 0  0      0 319968  15624 430672    0    0     0     0 6896 2485  1 30 69  0  0  0
 0  0      0 320224  15624 430684    0    0     0   496 6428 2373  2 27 71  0  0  0
 6  0      0 320864  15632 430692    0    0     0    36 7097 2480  1 31 65  3  0  0
 6  0      0 320576  15632 430716    0    0     0     0 6453 2345  1 28 71  0  0  0
 0  0      0 303712  15632 432744    0    0  2032     0 6035 2343  1 27 72  0  0  0
 0  0      0 302764  15632 432776    0    0     0     0 6975 2575  1 33 66  0  0  0
 5  0      0 303404  15632 432792    0    0     0     0 6830 2446  1 31 68  0  0  0
 0  0      0 304344  15640 432796    0    0     0    16 5809 2330  0 29 70  1  0  0
 0  0      0 303928  15640 432820    0    0     0     0 6361 2313  2 29 69  0  0  0
 3  0      0 304312  15640 432832    0    0     0     0 6939 2485  1 30 69  0  0  0
 3  0      0 304632  15640 432852    0    0     0     0 6214 2305  0 28 72  0  0  0
 0  0      0 304408  15640 432868    0    0     0     0 6519 2418  1 29 70  0  0  0
 1  0      0 302680  15648 432872    0    0     0    16 7077 2441  1 32 67  0  0  0
 0  0      0 302936  15648 432896    0    0     0     0 6677 2353  1 30 69  0  0  0
 2  0      0 303256  15648 432912    0    0     0     0 7056 2487  2 29 69  0  0  0
 0  0      0 303224  15648 432928    0    0     0     0 6904 2458  1 31 68  0  0  0
 0  0      0 303832  15648 432944    0    0     0     0 6628 2412  1 28 71  0  0  0
 0  0      0 303992  15656 432948    0    0     0    16 6604 2377  0 30 68  2  0  0
 0  0      0 304920  15656 432972    0    0     0     0 7045 2447  1 33 66  0  0  0
 2  0      0 302904  15656 432984    0    0     0     0 6444 2401  1 31 68  0  0  0
 0  0      0 302264  15656 433000    0    0     0     0 6597 2352  2 33 65  0  0  0
 0  0      0 302680  15656 433016    0    0     0     0 7071 2458  1 30 69  0  0  0
 4  0      0 303248  15664 433020    0    0     0    16 6531 2398  1 31 66  2  0  0
 0  0      0 303580  15664 433044    0    0     0     0 6076 2341  1 26 73  0  0  0
 5  1      0 303804  15664 434688    0    0  1612     0 6042 2290  1 28 70  1  0  0
 0  0      0 300316  15664 434692    0    0     0     0 6656 2504  1 29 70  0  0  0
 0  0      0 297884  15664 434708    0    0     0     0 6309 2400  1 27 72  0  0  0
