procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 347008  15592 437920    0    0 60821   896 1988   47  2 21 69  8  0  0
 0  0      0 342232  15592 437980    0    0     0     0 10491 3722 2 51 47  0  0  0
 2  0      0 342392  15592 438008    0    0     0     0 9931 4093  1 48 51  0  0  0
 0  0      0 341856  15592 438032    0    0     0     0 10721 4069 2 55 43  0  0  0
 0  0      0 342880  15592 438060    0    0     0     0 9732 3973  1 46 53  0  0  0
 0  0      0 342208  15600 438076    0    0     0    64 10244 4091 2 47 49  2  0  0
 0  0      0 338720  15600 438108    0    0     0     0 10509 4199 1 47 52  0  0  0
 0  0      0 338316  15600 438136    0    0     0     0 10685 4182 2 47 51  0  0  0
 0  0      0 338732  15600 438160    0    0     0     0 9792 4147  2 43 55  0  0  0
 7  0      0 336748  15600 438180    0    0     0     0 9681 4063  1 44 55  0  0  0
 0  0      0 337932  15608 438200    0    0     0    24 10793 4075 2 47 49  1  0  0
 5  0      0 338444  15608 438236    0    0     0     0 10542 3989 1 46 53  0  0  0
 0  0      0 338764  15608 438260    0    0     0     0 10147 4076 2 44 54  0  0  0
 0  0      0 338232  15608 438284    0    0     0     0 10640 4135 1 47 52  0  0  0
 6  0      0 334520  15608 438312    0    0     0     0 10466 4044 2 46 52  0  0  0
 5  0      0 335672  15616 438328    0    0     0    16 10427 4117 2 45 52  1  0  0
 0  0      0 337304  15616 438360    0    0     0     0 10555 3999 1 46 53  0  0  0
 0  0      0 331428  15616 438388    0    0     0     0 10767 4171 1 46 53  0  0  0
 0  0      0 331972  15616 438412    0    0     0     0 11073 4219 2 47 51  0  0  0
 8  0      0 333284  15616 438436    0    0     0     0 10800 3970 2 47 51  0  0  0
 0  0      0 334052  15624 438464    0    0     0    16 10257 4002 1 46 51  2  0  0
 0  0      0 334692  15624 438496    0    0     0     0 10112 3840 2 48 50  0  0  0
 0  0      0 333956  15624 438520    0    0     0     0 10002 4061 1 44 55  0  0  0
 0  0      0 332676  15624 438548    0    0     0     0 10737 4105 2 46 52  0  0  0
 0  0      0 328548  15624 438572    0    0     0     0 10859 4054 1 47 52  0  0  0
 2  0      0 330128  15632 438592    0    0     0    16 10643 3973 2 52 45  1  0  0
 1  0      0 330736  15632 438624    0    0     0     0 10215 4012 2 44 54  0  0  0
 0  0      0 319504  15632 438680    0    0     0   208 10191 3953 1 45 54  0  0  0
 0  0      0 320784  15632 438672    0    0     0  4368 11305 4367 3 50 47  0  0  0
 4  0      0 322108  15632 438700    0    0     0    44 11268 4242 1 51 48  0  0  0
 0  0      0 322224  15644 438712    0    0     0    60 10162 4039 2 42 55  1  0  0
 0  0      0 319248  15644 438752    0    0     0     4 10731 4038 2 49 49  0  0  0
 0  0      0 319952  15644 438776    0    0     0     0 10577 4008 1 47 52  0  0  0
 6  0      0 321296  15644 438800    0    0     0     0 11031 4100 2 49 48  0  0  0
 0  0      0 320860  15644 438824    0    0     0   856 10858 4015 2 49 49  0  0  0
 0  0      0 321684  15652 438844    0    0     0    40 10307 3948 1 48 51  0  0  0
 4  0      0 320884  15652 438880    0    0     0     0 11310 4117 1 52 47  0  0  0
 0  0      0 305108  15652 438904    0    0     0     0 10150 3885 1 44 55  0  0  0
 5  0      0 305740  15652 438932    0    0     0     0 10095 3989 2 44 54  0  0  0
 0  0      0 305868  15652 438956    0    0     0     0 10896 4021 1 48 51  0  0  0
 5  0      0 304692  15660 438972    0    0     0    16 10072 3964 2 44 54  0  0  0
 6  0      0 305716  15660 439008    0    0     0     0 10887 4088 1 49 50  0  0  0
 3  0      0 304732  15660 439032    0    0     0     0 10869 3985 2 47 51  0  0  0
 0  0      0 303900  15660 439056    0    0     0     0 10501 3888 2 46 52  0  0  0
 0  0      0 304988  15660 439084    0    0     0     0 10405 3952 2 45 53  0  0  0
 4  0      0 305660  15668 439100    0    0     0    16 10454 3913 1 47 50  2  0  0
 0  0      0 304456  15668 439140    0    0     0     0 10295 3842 2 47 51  0  0  0
 0  0      0 292456  15668 441188    0    0  2032     0 10805 3926 1 53 46  0  0  0
 0  0      0 292456  15668 441228    0    0     0     0 9862 3870  2 45 53  0  0  0
 0  0      0 293256  15668 441252    0    0     0     0 10803 4077 1 47 52  0  0  0
10  0      0 292552  15676 441268    0    0     0    16 10367 4159 2 48 50  1  0  0
 6  0      0 293204  15676 441304    0    0     0     0 10336 4016 1 47 52  0  0  0
 0  0      0 293108  15676 441328    0    0     0     0 10446 3797 2 48 49  0  0  0
 4  0      0 293568  15676 441352    0    0     0     0 10227 3951 1 46 53  0  0  0
 0  0      0 291808  15676 441380    0    0     0     0 10363 3950 2 45 53  0  0  0
 2  0      0 291616  15684 441400    0    0     0    16 10804 3908 2 53 45  0  0  0
 0  0      0 291948  15684 441432    0    0     0     0 10375 3984 2 44 54  0  0  0
 7  0      0 292684  15684 441460    0    0     0     0 10349 3842 1 47 52  0  0  0
 1  1      0 293460  15684 441484    0    0     0    72 10778 4193 2 48 50  1  0  0
 0  0      0 292692  15684 441508    0    0     0    96 10057 3898 1 47 52  0  0  0
 6  0      0 294228  15692 441528    0    0     0    16 9926 4032  2 44 53  1  0  0
 2  0      0 292724  15692 441560    0    0     0    52 10885 3996 1 49 50  0  0  0
 1  0      0 294292  15692 441584    0    0     0     0 9934 4043  1 42 57  0  0  0
 3  0      0 293280  15692 441612    0    0     0    12 10472 3975 2 46 52  0  0  0
 0  0      0 293600  15692 441644    0    0     0     0 10689 4026 1 49 50  0  0  0
 5  0      0 293952  15700 441660    0    0     0   820 10391 3941 2 47 51  0  0  0
 0  0      0 293260  15700 441696    0    0     0     0 10072 3899 1 43 56  0  0  0
 0  0      0 293588  15700 441720    0    0     0     0 10839 4174 1 47 52  0  0  0
 0  0      0 284996  15700 443356    0    0  1612     0 11285 4127 2 49 46  2  0  0
 0  0      0 285232  15700 443384    0    0     0     0 10391 3929 2 45 53  0  0  0
 0  0      0 286140  15708 443400    0    0     0    16 10899 4003 2 50 48  0  0  0
 0  0      0 287196  15708 443432    0    0     0     0 10008 3842 1 45 54  0  0  0
15  0      0 286296  15708 443460    0    0     0     0 9860 3966  2 44 54  0  0  0
 2  0      0 286744  15708 443488    0    0     0     0 11082 4135 1 49 50  0  0  0
 0  0      0 287172  15708 443512    0    0     0     0 10539 3985 2 48 50  0  0  0
 1  0      0 287524  15716 443532    0    0     0    16 11046 4130 1 49 49  0  0  0
 0  0      0 287332  15716 443564    0    0     0     0 10379 3935 1 46 53  0  0  0
11  0      0 287556  15716 443588    0    0     0     0 10795 4039 2 48 50  0  0  0
 0  0      0 283432  15716 444164    0    0   512     0 11249 4246 2 50 47  1  0  0
 4  0      0 285640  15716 444152    0    0     0     0 10172 3811 2 48 50  0  0  0
 5  0      0 285320  15724 444168    0    0     0    16 9726 3821  1 48 50  1  0  0
 0  0      0 285448  15724 444212    0    0     0     0 10568 4028 2 47 51  0  0  0
 2  0      0 284700  15724 444236    0    0     0     0 10799 3985 2 48 49  0  0  0
 0  0      0 283804  15724 444260    0    0     0     0 9880 3783  2 42 56  0  0  0
 2  0      0 285356  15724 444288    0    0     0     0 9992 3796  1 47 52  0  0  0
 4  0      0 283180  15732 444304    0    0     0    16 10708 4106 2 45 50  3  0  0
 0  0      0 284536  15732 444336    0    0     0     0 10609 3980 2 48 50  0  0  0
 0  0      0 284216  15732 444364    0    0     0     0 9988 4016  2 47 51  0  0  0
 0  0      0 285324  15732 444952    0    0   520     0 10047 4044 2 44 53  1  0  0
 0  0      0 285388  15732 444932    0    0     0     0 10554 3983 1 46 53  0  0  0
 0  0      0 283436  15740 444948    0    0     0    16 10893 4074 2 50 48  1  0  0
 2  0      0 285984  15740 444988    0    0     0     0 10272 4074 1 45 54  0  0  0
 4  0      0 284104  15740 445012    0    0     0     0 9940 3761  2 42 56  0  0  0
 6  0      0 285448  15740 445036    0    0     0     0 10218 3952 1 44 55  0  0  0
 3  0      0 285768  15740 445064    0    0     0     4 10630 4025 2 46 52  0  0  0
 0  0      0 284744  15748 445080    0    0     0   812 10308 3865 1 47 51  1  0  0
 0  0      0 283496  15748 445116    0    0     0    24 10090 3926 2 44 54  0  0  0
