procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
19  0      0 336640  15328 446044    0    0 62180   981 2153   46  3 22 68  8  0  0
 2  0      0 326148  15576 446664    0    0   160     0 16103 4689 3 82 15  0  0  0
19  0      0 319748  15576 446732    0    0     0     0 17337 4682 3 88  9  0  0  0
33  0      0 322676  15576 446780    0    0     0     0 16600 4762 1 84 15  0  0  0
17  0      0 324276  15576 446828    0    0     0     0 17223 4712 3 88  9  0  0  0
 4  0      0 322092  15584 446864    0    0     0    64 16000 4674 2 78 20  0  0  0
 4  0      0 320396  15584 446920    0    0     0     0 16551 4722 3 85 12  0  0  0
 8  0      0 320340  15584 446968    0    0     0     0 16180 4663 3 78 19  0  0  0
 7  0      0 319780  15584 446980    0    0     0     0 15777 4797 2 78 20  0  0  0
11  0      0 318820  15584 447024    0    0     0     0 17082 4559 2 87 11  0  0  0
 5  0      0 319840  15592 447096    0    0     0    24 16652 4650 3 79 18  0  0  0
29  0      0 317440  15592 447152    0    0     0     0 15285 4630 3 73 24  0  0  0
16  0      0 319104  15592 447200    0    0     0     0 16791 4850 3 86 11  0  0  0
 4  0      0 317908  15592 447248    0    0     0     0 17805 5237 2 87 11  0  0  0
 6  0      0 320064  15592 447264    0    0     0     0 16371 5253 3 79 18  0  0  0
23  0      0 319908  15600 447336    0    0     0    16 17151 5148 3 85 12  0  0  0
10  0      0 318228  15600 447392    0    0     0     0 16777 5340 2 81 17  0  0  0
 7  0      0 315136  15600 447440    0    0     0     0 16648 5280 3 82 15  0  0  0
 0  0      0 317196  15600 447484    0    0     0     0 16052 5221 3 80 17  0  0  0
 5  0      0 318840  15600 447532    0    0     0     0 16100 5102 2 79 19  0  0  0
 0  0      0 321560  15608 447580    0    0     0    16 17104 5254 3 85 12  0  0  0
 1  0      0 318040  15608 447632    0    0     0     0 17242 4961 2 87 11  0  0  0
 9  0      0 317784  15608 447712    0    0     0     0 16415 5061 3 89  8  0  0  0
22  0      0 318256  15608 447760    0    0     0     0 17373 5567 2 91  7  0  0  0
 1  0      0 320224  15608 447808    0    0     0     0 15990 5966 3 76 21  0  0  0
12  0      0 319232  15616 447852    0    0     0    16 17571 5550 2 92  6  0  0  0
 8  0      0 317900  15616 447904    0    0     0     0 16551 5965 2 77 21  0  0  0
 4  0      0 311852  15616 447948    0    0     0   216 16898 5777 3 84 13  0  0  0
 0  0      0 309976  15616 447964    0    0     0  4892 17618 6120 2 91  7  0  0  0
 0  0      0 311820  15616 448048    0    0     0    44 16933 6337 3 81 16  0  0  0
 2  0      0 315540  15628 448084    0    0     0    64 16572 6460 3 78 19  0  0  0
 4  0      0 312632  15628 448112    0    0     0     4 16887 6159 3 81 16  0  0  0
 8  0      0 312804  15628 448192    0    0     0     0 16518 6326 3 82 15  0  0  0
12  0      0 312324  15628 448240    0    0     0     0 16753 6041 2 86 12  0  0  0
 7  0      0 312452  15628 448288    0    0     0  1584 16285 6369 2 78 20  0  0  0
 0  0      0 314564  15636 448328    0    0     0    36 16651 6235 2 81 17  0  0  0
11  0      0 312420  15636 448384    0    0     0     0 17532 6039 3 88  9  0  0  0
20  0      0 294540  15636 448444    0    0     0     0 17233 6142 3 86 11  0  0  0
22  0      0 296748  15636 448480    0    0     0     0 16802 6343 3 81 16  0  0  0
 4  0      0 300428  15636 448532    0    0     0     0 16400 6149 3 79 18  0  0  0
14  0      0 300760  15644 448568    0    0     0    16 16868 6402 4 82 13  1  0  0
16  0      0 299644  15644 448624    0    0     0     0 17667 5937 3 89  8  0  0  0
 7  0      0 297820  15644 448668    0    0     0     0 17185 5984 2 90  8  0  0  0
 0  0      0 299428  15644 448716    0    0     0     0 17069 6167 2 83 15  0  0  0
 8  0      0 302428  15644 448772    0    0     0     0 16716 6191 3 80 17  0  0  0
10  0      0 298052  15652 448812    0    0     0    20 16926 5999 2 88 10  0  0  0
 2  0      0 300236  15652 448868    0    0     0     0 16141 6442 3 76 21  0  0  0
 9  0      0 283612  15652 448920    0    0     0     0 16745 6137 3 85 12  0  0  0
15  0      0 284604  15652 448964    0    0     0     0 17623 6060 3 87 10  0  0  0
 7  0      0 282748  15652 449016    0    0     0     0 16379 6527 2 83 15  0  0  0
 0  0      0 284764  15660 449052    0    0     0    16 16603 6337 3 77 20  0  0  0
11  0      0 285688  15660 449108    0    0     0     0 16371 6270 3 78 19  0  0  0
25  0      0 282300  15660 449124    0    0     0     0 16655 5878 3 89  8  0  0  0
19  0      0 282320  15660 449204    0    0     0     0 16841 6405 3 84 13  0  0  0
 0  0      0 280952  15660 449260    0    0     0     0 16939 6414 2 81 17  0  0  0
 7  0      0 282780  15668 449300    0    0     0    16 16431 6335 2 80 18  0  0  0
 8  0      0 284324  15668 449352    0    0     0     0 16919 6171 3 86 11  0  0  0
10  0      0 272488  15668 451416    0    0  2032     0 17050 6126 3 93  4  0  0  0
10  0      0 274644  15668 451476    0    0     0   172 17402 6222 3 86 11  0  0  0
14  0      0 277044  15668 451528    0    0     0     0 16471 5933 3 88  9  0  0  0
 3  0      0 276500  15676 451568    0    0     0    16 16195 5855 3 90  7  0  0  0
 2  0      0 278192  15676 451624    0    0     0    56 17281 6348 3 86 11  0  0  0
 6  0      0 275476  15676 451636    0    0     0     0 16873 5658 3 93  4  0  0  0
 3  0      0 277212  15676 451716    0    0     0     8 16127 5419 3 89  8  0  0  0
 0  0      0 279332  15676 451772    0    0     0     0 15735 5744 2 83 15  0  0  0
 4  0      0 280568  15684 451812    0    0     0  1480 16981 6192 3 84 13  0  0  0
 9  0      0 281856  15684 451864    0    0     0     0 17024 6181 3 83 14  0  0  0
10  0      0 280416  15684 451912    0    0     0     0 16972 6338 3 84 13  0  0  0
14  0      0 280792  15684 453572    0    0  1612     0 17301 6091 2 86 11  1  0  0
10  0      0 281240  15684 453624    0    0     0     0 16598 6395 3 80 17  0  0  0
 7  0      0 282816  15692 453664    0    0     0    16 17016 5986 2 86 12  0  0  0
 6  0      0 281808  15692 453720    0    0     0     4 16220 6294 2 79 19  0  0  0
 7  0      0 282840  15692 453764    0    0     0     0 16513 6255 3 79 18  0  0  0
 3  0      0 282092  15692 453812    0    0     0     0 16876 6107 3 85 12  0  0  0
14  0      0 281492  15692 453860    0    0     0     0 16643 6184 3 83 14  0  0  0
17  0      0 280308  15700 453900    0    0     0    16 17097 6161 2 85 12  1  0  0
10  0      0 279692  15700 453956    0    0     0     0 17197 5937 3 89  8  0  0  0
11  0      0 281876  15700 454004    0    0     0     0 16503 6209 2 81 17  0  0  0
 0  0      0 266944  15700 454460    0    0   392     0 16279 6181 3 81 15  1  0  0
 9  0      0 269456  15700 454500    0    0     0     0 16517 6188 2 80 18  0  0  0
