procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
31  0      0 317668  15576 434268    0    0 55353   811 3135   49  3 29 61  7  0  0
37  0      0 301972  15576 434380    0    0     0     0 16553 6618 3 97  0  0  0  0
32  0      0 303292  15576 434424    0    0     0     0 16785 6965 5 95  0  0  0  0
56  0      0 293816  15576 434600    0    0     0     0 17155 6715 3 97  0  0  0  0
39  0      0 267488  15576 434720    0    0     0     0 16862 8792 5 95  0  0  0  0
28  0      0 265856  15584 434800    0    0     0    68 17020 9155 4 96  0  0  0  0
31  0      0 259060  15584 434980    0    0     0     0 17472 6668 4 96  0  0  0  0
62  0      0 260916  15584 435028    0    0     0     0 17851 4315 4 96  0  0  0  0
31  0      0 263092  15584 435072    0    0     0     0 17209 5981 5 95  0  0  0  0
14  0      0 265844  15584 435116    0    0     0     0 18091 3984 4 96  0  0  0  0
34  0      0 268344  15592 435168    0    0     0    24 18128 4080 4 96  0  0  0  0
15  0      0 273340  15592 435224    0    0     0     0 17808 4046 4 96  0  0  0  0
25  0      0 276700  15592 435272    0    0     0     0 17931 4239 4 96  0  0  0  0
34  0      0 274976  15592 435324    0    0     0     0 18072 4253 4 96  0  0  0  0
23  0      0 272928  15592 435380    0    0     0     0 18141 4010 4 96  0  0  0  0
28  0      0 271968  15600 435436    0    0     0    16 18324 4001 4 96  0  0  0  0
20  0      0 271936  15600 435524    0    0     0     0 17984 4522 5 95  0  0  0  0
19  0      0 271432  15600 435536    0    0     0     0 18221 3995 4 96  0  0  0  0
29  0      0 273576  15600 435584    0    0     0     0 17575 4011 3 97  0  0  0  0
 7  0      0 273576  15600 435640    0    0     0     0 18447 4369 5 95  0  0  0  0
30  0      0 274836  15608 435696    0    0     0    16 18323 4088 4 96  0  0  0  0
29  0      0 272432  15608 435748    0    0     0     0 18313 4077 5 95  0  0  0  0
45  0      0 259352  15608 435800    0    0     0     0 18057 4220 4 96  0  0  0  0
19  0      0 261240  15608 435852    0    0     0     0 17856 3880 4 96  0  0  0  0
24  0      0 262776  15608 435908    0    0     0     0 18281 4042 4 96  0  0  0  0
34  0      0 265624  15616 435956    0    0     0    16 18154 4065 3 97  0  0  0  0
23  0      0 268216  15616 436008    0    0     0   228 18271 4167 4 96  0  0  0  0
49  0      0 249816  15616 436068    0    0     0  4384 17954 4721 4 96  0  0  0  0
21  0      0 253848  15616 436112    0    0     0    44 17969 4026 4 96  0  0  0  0
30  0      0 257660  15616 436168    0    0     0     4 18266 4132 4 96  0  0  0  0
15  0      0 254768  15628 436220    0    0     0    68 18446 4040 3 97  0  0  0  0
22  0      0 257744  15628 436272    0    0     0     4 18987 4401 4 96  0  0  0  0
