procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 305436  15644 438388    0    0     0     0 8497 3249  1 38 61  0  0  0
 8  0      0 305340  15652 438404    0    0     0    16 9315 3409  2 42 55  1  0  0
 0  0      0 305884  15652 438432    0    0     0     0 8861 3406  1 40 59  0  0  0
 0  0      0 305756  15652 438456    0    0     0     0 9519 3490  2 41 57  0  0  0
 0  0      0 306556  15652 438476    0    0     0     0 8642 3326  1 39 60  0  0  0
 0  0      0 306300  15652 438496    0    0     0     0 9151 3320  1 38 61  0  0  0
 0  0      0 305308  15660 438512    0    0     0    16 9472 3514  1 43 56  0  0  0
 0  0      0 292860  15660 440572    0    0  2032     0 9468 3599  2 42 55  1  0  0
 7  0      0 291516  15660 440600    0    0     0     0 9022 3288  1 39 60  0  0  0
 0  0      0 292348  15660 440628    0    0     0     0 9486 3425  1 43 56  0  0  0
 0  0      0 293052  15660 440648    0    0     0     0 9262 3358  2 43 55  0  0  0
 0  0      0 291932  15668 440664    0    0     0    20 9637 3525  1 44 54  1  0  0
 3  0      0 292636  15668 440692    0    0     0     0 8858 3311  2 40 58  0  0  0
 0  0      0 292796  15668 440716    0    0     0     0 8537 3217  1 35 64  0  0  0
 0  0      0 293628  15668 440736    0    0     0     0 9568 3537  1 40 59  0  0  0
 0  0      0 292348  15668 440760    0    0     0     0 8997 3395  2 40 58  0  0  0
 0  0      0 292700  15676 440772    0    0     0    16 9186 3271  1 42 56  1  0  0
 0  0      0 293276  15676 440800    0    0     0     0 9997 3696  2 41 57  0  0  0
 2  0      0 292700  15676 440824    0    0     0   244 9353 3270  1 43 55  1  0  0
 0  0      0 293800  15676 440844    0    0     0     0 9508 3515  1 41 58  0  0  0
 0  0      0 293896  15676 440872    0    0     0     0 9169 3398  1 39 60  0  0  0
 5  0      0 294920  15684 440884    0    0     0    16 9383 3559  2 40 58  0  0  0
 1  0      0 292648  15684 440916    0    0     0     0 9568 3430  1 42 57  0  0  0
 2  0      0 293320  15684 440936    0    0     0     8 9039 3327  1 40 59  0  0  0
 0  0      0 294164  15684 440956    0    0     0   672 9552 3287  3 43 54  0  0  0
 0  0      0 292084  15684 440980    0    0     0     0 8884 3440  1 40 59  0  0  0
 5  0      0 292148  15692 440992    0    0     0    36 8693 3285  1 38 61  0  0  0
 0  0      0 286956  15692 442636    0    0  1612     0 8408 3434  1 37 62  0  0  0
 0  0      0 287852  15692 442656    0    0     0     0 8536 3279  2 39 59  0  0  0
 5  0      0 286796  15692 442676    0    0     0     0 9997 3440  2 45 53  0  0  0
 0  0      0 288268  15692 442708    0    0     0     0 9254 3329  1 43 56  0  0  0
 2  0      0 287788  15700 442720    0    0     0    16 8728 3385  1 39 59  1  0  0
 4  0      0 289260  15700 442752    0    0     0     0 9308 3342  2 41 57  0  0  0
 2  0      0 287724  15700 442772    0    0     0     0 9750 3487  2 43 55  0  0  0
 0  0      0 287884  15700 442796    0    0     0     0 8777 3254  1 39 60  0  0  0
 0  0      0 287636  15700 442816    0    0     0     0 9211 3444  1 40 59  0  0  0
 0  0      0 287040  15708 442828    0    0     0    16 9926 3524  1 45 53  1  0  0
 0  0      0 285272  15708 443408    0    0   512     0 9285 3488  2 41 57  0  0  0
 0  0      0 284200  15708 443392    0    0     0     0 9569 3541  1 41 58  0  0  0
 5  0      0 286476  15708 443416    0    0     0     0 9041 3260  2 42 56  0  0  0
 0  0      0 284564  15708 443440    0    0     0     0 9313 3315  1 43 56  0  0  0
 0  0      0 286212  15716 443452    0    0     0    16 9465 3556  1 45 52  2  0  0
 0  0      0 286788  15716 443484    0    0     0     4 8459 3155  1 38 61  0  0  0
 0  0      0 286664  15716 443504    0    0     0     0 9276 3413  1 41 58  0  0  0
 0  0      0 286984  15716 443528    0    0     0     0 9906 3495  2 43 55  0  0  0
 0  0      0 287976  15716 443548    0    0     0     0 9234 3304  2 39 59  0  0  0
 0  0      0 287400  15724 443564    0    0     0    16 9681 3503  1 43 54  2  0  0
 6  0      0 283424  15724 444152    0    0   520     0 9187 3360  1 40 59  0  0  0
 0  0      0 284624  15724 444132    0    0     0     0 9453 3476  2 40 58  0  0  0
 0  0      0 284272  15724 444156    0    0     0     0 8682 3388  1 43 56  0  0  0
 5  0      0 285120  15724 444176    0    0     0     0 8576 3139  2 38 60  0  0  0
 0  0      0 285888  15732 444200    0    0     0    16 9744 3457  1 46 53  0  0  0
 2  0      0 284864  15732 444228    0    0     0    20 8924 3350  1 41 58  0  0  0
 0  0      0 284192  15732 444252    0    0     0     0 9306 3208  1 45 54  0  0  0
 0  0      0 285568  15732 444272    0    0     0     4 8949 3444  2 42 56  0  0  0
 0  0      0 284864  15732 444292    0    0     0   668 8610 3183  1 41 58  0  0  0
 0  0      0 284804  15740 444308    0    0     0    28 8890 3298  2 42 55  1  0  0
 0  0      0 284204  15740 444340    0    0     0     0 9225 3475  1 43 56  0  0  0
 5  0      0 283508  15740 445428    0    0  1064     0 8991 3322  1 41 58  0  0  0
 0  0      0 283924  15740 445448    0    0     0     0 9633 3539  1 43 56  0  0  0
 3  0      0 284436  15740 445472    0    0     0     0 9098 3423  1 42 57  0  0  0
 0  0      0 284020  15748 445488    0    0     0    16 8659 3360  2 38 58  2  0  0
 0  0      0 284348  15748 445516    0    0     0     0 9136 3472  0 40 60  0  0  0
 0  0      0 285084  15748 445540    0    0     0     0 9395 3334  2 41 57  0  0  0
 0  0      0 284252  15748 445560    0    0     0     0 9704 3547  1 43 56  0  0  0
 5  0      0 284864  15748 445584    0    0     0     0 9619 3495  2 44 54  0  0  0
 0  0      0 284420  15756 445596    0    0     0    16 7994 3221  1 40 59  0  0  0
 0  0      0 281668  15756 445628    0    0     0     0 9421 3513  1 44 55  0  0  0
 6  0      0 283992  15756 450876    0    0  5228     0 9095 3295  1 42 57  0  0  0
 0  0      0 285468  15756 450896    0    0     0     0 9107 3353  2 40 58  0  0  0
 3  0      0 285244  15756 450920    0    0     0     0 9937 3561  1 45 54  0  0  0
 0  1      0 284924  15764 450936    0    0     0    20 8856 3297  1 39 59  1  0  0
 0  0      0 285884  15764 450968    0    0     0     0 9324 3455  2 41 57  0  0  0
 3  0      0 286044  15764 450988    0    0     0     0 9055 3402  1 43 56  0  0  0
 0  0      0 286268  15764 451008    0    0     0     0 8783 3179  2 39 59  0  0  0
 1  0      0 284316  15764 451032    0    0     0     0 9408 3544  2 45 53  0  0  0
 0  1      0 286376  15772 451044    0    0     0    16 9093 3338  1 43 56  0  0  0
 3  0      0 284392  15772 451076    0    0     0     0 8422 3259  1 36 61  2  0  0
 3  0      0 278144  15772 451372    0    0   240     0 8899 3443  2 39 59  0  0  0
 1  0      0 278400  15772 451344    0    0     0     0 8236 3220  1 38 61  0  0  0
 0  0      0 275104  15772 451364    0    0     0     0 9719 3429  1 44 55  0  0  0
 6  1      0 279344  15780 451384    0    0     0    16 10038 3569 1 44 55  0  0  0
 0  0      0 280412  15780 451416    0    0     0     0 8817 3281  1 39 59  1  0  0
 0  0      0 280956  15780 451436    0    0     0     0 8715 3424  2 39 59  0  0  0
 0  0      0 281828  15780 451460    0    0     0     0 9117 3276  2 38 60  0  0  0
 4  0      0 281828  15780 451480    0    0     0   680 8917 3394  1 41 58  0  0  0
 0  0      0 280428  15780 451504    0    0     0     0 9703 3555  2 45 53  0  0  0
 7  0      0 281688  15788 451524    0    0     0    64 9268 3365  1 41 58  0  0  0
 0  0      0 277724  15788 451588    0    0     0     0 9253 3340  1 40 59  0  0  0
 0  0      0 275836  15788 451560    0    0     0     0 8962 3413  1 41 58  0  0  0
 0  0      0 277224  15788 451580    0    0     0     0 8597 3222  2 45 53  0  0  0
 0  0      0 277736  15788 451604    0    0     0     0 9271 3360  1 40 59  0  0  0
 0  0      0 276404  15796 451628    0    0     0    16 9410 3294  2 45 51  2  0  0
 2  0      0 277320  15796 451648    0    0     0     0 8796 3221  1 41 58  0  0  0
 0  0      0 278088  15796 451672    0    0     0     0 8946 3390  2 40 58  0  0  0
 9  0      0 277832  15796 451692    0    0     0     0 9160 3317  1 41 58  0  0  0
 3  0      0 276616  15796 451716    0    0     0     0 9522 3407  1 45 54  0  0  0
 1  0      0 278312  15804 451736    0    0     0    16 9047 3556  1 39 58  2  0  0
 2  0      0 278504  15804 451760    0    0     0     0 8123 3187  1 37 62  0  0  0
 0  0      0 273064  15804 459972    0    0  8192     0 9511 3389  1 42 57  0  0  0
 3  0      0 272756  15804 459992    0    0     0     0 8893 3331  1 41 58  0  0  0
 0  0      0 273204  15804 460016    0    0     0     0 9793 3506  2 45 53  0  0  0
 0  0      0 272924  15812 460044    0    0     0    20 8919 3387  1 41 58  0  0  0
 3  0      0 272700  15812 460068    0    0     0     0 8422 3200  2 42 56  0  0  0
 0  0      0 270748  15812 460088    0    0     0     0 9441 3430  1 43 56  0  0  0
 0  0      0 271356  15812 460108    0    0     0     0 8872 3332  1 42 57  0  0  0
 0  0      0 272348  15812 460136    0    0     0     0 9393 3372  1 42 57  0  0  0
 3  0      0 273596  15820 460156    0    0     0    16 9972 3708  2 45 52  1  0  0
 3  0      0 272924  15820 460180    0    0     0     0 8937 3342  1 43 56  0  0  0
 1  0      0 263004  15820 469728    0    0  9528     0 9350 3406  1 42 57  0  0  0
 0  0      0 261468  15820 469752    0    0     0     0 8796 3288  1 40 59  0  0  0
 5  0      0 261572  15820 469772    0    0     0     0 9118 3301  2 43 55  0  0  0
 0  0      0 260196  15828 469796    0    0     0    16 9225 3456  1 41 57  1  0  0
 1  0      0 260932  15828 469820    0    0     0     0 9567 3364  1 43 56  0  0  0
 6  0      0 260548  15828 469840    0    0     0     0 9033 3366  1 39 60  0  0  0
 6  0      0 260612  15828 469864    0    0     0     0 9496 3450  2 43 55  0  0  0
 4  0      0 260804  15828 469884    0    0     0   668 9051 3326  2 42 56  0  0  0
 0  0      0 261252  15836 469904    0    0     0    36 9166 3582  1 41 57  1  0  0
 0  0      0 260452  15836 469928    0    0     0     0 9597 3442  1 44 55  0  0  0
 0  0      0 253432  15836 475348    0    0  5364     0 9020 3344  2 40 56  2  0  0
 0  0      0 253828  15836 475336    0    0     0     0 9695 3477  1 44 55  0  0  0
 1  0      0 253284  15836 475356    0    0     0     0 9317 3346  1 41 58  0  0  0
 0  0      0 254760  15844 475388    0    0     0    48 8789 3180  2 37 59  2  0  0
 0  0      0 255316  15844 475408    0    0     0     0 10071 3483 2 46 52  0  0  0
 0  0      0 253908  15844 475428    0    0     0     0 9347 3290  1 41 58  0  0  0
 6  0      0 254260  15844 475452    0    0     0     0 9562 3412  2 40 58  0  0  0
 0  0      0 255380  15844 475476    0    0     0     0 9159 3469  1 41 58  0  0  0
 0  0      0 254396  15852 475496    0    0     0    16 9439 3275  1 43 55  1  0  0
 0  0      0 253252  15852 475516    0    0     0     0 9673 3466  2 44 53  1  0  0
 0  0      0 250936  15852 476300    0    0   720     0 9284 3362  1 43 55  1  0  0
 0  0      0 253200  15852 476264    0    0     0     0 8822 3242  1 41 58  0  0  0
 0  0      0 251952  15852 476284    0    0     0     0 9652 3467  2 43 55  0  0  0
 6  0      0 251920  15860 476312    0    0     0    20 9268 3250  2 41 55  2  0  0
 0  0      0 253580  15860 476332    0    0     0     0 9081 3252  2 40 58  0  0  0
 3  0      0 253260  15860 476356    0    0     0     0 10252 3552 1 46 53  0  0  0
 0  0      0 254156  15860 476376    0    0     0     0 8919 3201  2 40 58  0  0  0
 0  0      0 252620  15860 476400    0    0     0     0 8902 3350  2 41 57  0  0  0
 0  0      0 252916  15868 476420    0    0     0    16 9726 3494  1 43 54  2  0  0
 1  0      0 253916  15868 476440    0    0     0     0 8632 3352  1 40 59  0  0  0
 0  0      0 253276  15868 476464    0    0     0     0 9392 3516  2 43 55  0  0  0
 0  0      0 252844  15868 480128    0    0  3644     0 9531 3481  2 41 57  0  0  0
 0  0      0 252120  15868 480152    0    0     0     0 9609 3471  1 41 58  0  0  0
 0  0      0 252888  15876 480172    0    0     0    16 9298 3392  2 41 57  0  0  0
 0  0      0 252376  15876 480196    0    0     0     0 9071 3303  1 42 57  0  0  0
 0  0      0 253016  15876 480220    0    0     0     0 9699 3432  2 45 53  0  0  0
 0  0      0 251096  15876 480240    0    0     0     0 8984 3315  2 39 59  0  0  0
 0  0      0 251960  15876 480264    0    0     0     0 8715 3211  1 39 60  0  0  0
 0  0      0 251288  15884 480284    0    0     0   688 9012 3502  1 41 58  0  0  0
 0  0      0 251416  15884 480308    0    0     0     4 8867 3279  2 42 56  0  0  0
 0  0      0 252216  15884 480328    0    0     0     0 8392 3179  1 36 63  0  0  0
 3  0      0 250068  15884 481308    0    0   964     0 10136 3500 1 47 49  2  0  0
 0  0      0 250528  15884 481328    0    0     0     0 8057 3045  2 44 54  0  0  0
 2  0      0 251104  15892 481348    0    0     0    28 8884 3476  1 44 55  0  0  0
 2  0      0 251852  15892 481380    0    0     0     0 9290 3375  2 47 51  0  0  0
 0  0      0 251416  15892 481400    0    0     0     0 9060 3260  1 39 60  0  0  0
 2  0      0 251480  15892 481428    0    0     0     0 9414 3409  1 43 56  0  0  0
 3  0      0 251384  15892 481448    0    0     0     0 8330 3268  1 39 60  0  0  0
 0  0      0 251960  15900 481468    0    0     0    36 9371 3511  2 42 54  2  0  0
 0  0      0 251512  15900 481492    0    0     0     0 8890 3448  1 41 58  0  0  0
 0  0      0 251832  15900 481512    0    0     0     0 8726 3206  1 40 59  0  0  0
 4  0      0 247200  15900 481568    0    0     0     0 9719 3557  2 43 55  0  0  0
 0  0      0 248912  15900 481548    0    0     0     0 9312 3366  1 40 59  0  0  0
 2  0      0 248048  15908 481568    0    0     0    20 8400 3174  1 41 58  0  0  0
 7  0      0 247920  15908 481596    0    0     0     0 9612 3407  1 47 52  0  0  0
 0  0      0 248188  15908 481616    0    0     0     0 9108 3198  2 44 54  0  0  0
 0  0      0 248020  15908 481640    0    0     0     0 9186 3317  1 46 53  0  0  0
 0  0      0 248820  15908 481660    0    0     0     0 9802 3532  2 43 55  0  0  0
 0  0      0 248628  15916 481680    0    0     0    16 8938 3375  1 40 57  2  0  0
 6  0      0 248820  15916 481704    0    0     0     0 9208 3476  2 41 57  0  0  0
 0  0      0 249396  15916 481724    0    0     0     0 9565 3439  1 43 56  0  0  0
 4  0      0 241592  15916 483532    0    0  1744     0 10179 3489 2 45 53  0  0  0
 5  0      0 244040  15916 483480    0    0     0     0 9591 3497  0 44 56  0  0  0
 0  0      0 243688  15924 483504    0    0     0    16 9217 3358  2 40 58  0  0  0
 0  0      0 244300  15924 483524    0    0     0     0 8493 3326  1 39 60  0  0  0
 5  0      0 244460  15924 483556    0    0     0     0 9546 3503  1 43 56  0  0  0
 0  0      0 244460  15924 483576    0    0     0     0 9716 3428  2 43 55  0  0  0
 3  0      0 244280  15924 483596    0    0     0     0 9344 3417  1 43 56  0  0  0
 0  0      0 245712  15932 483620    0    0     0   684 9077 3415  2 41 57  0  0  0
 5  0      0 244092  15932 483640    0    0     0     0 9570 3382  2 43 55  0  0  0
 0  0      0 246184  15932 483664    0    0     0     0 9733 3563  1 44 54  1  0  0
 0  0      0 246952  15932 483684    0    0     0     8 8478 3162  1 38 61  0  0  0
 0  0      0 246184  15932 483704    0    0     0     0 8647 3269  1 38 61  0  0  0
 3  0      0 246504  15940 483728    0    0     0    36 9367 3450  2 43 55  0  0  0
 0  0      0 246896  15940 483748    0    0     0     0 9295 3213  1 43 56  0  0  0
 0  0      0 246448  15940 483776    0    0     0     0 9539 3383  2 44 54  0  0  0
 3  0      0 246480  15940 483796    0    0     0     0 9484 3481  1 42 57  0  0  0
 0  0      0 247452  15940 483816    0    0     0     0 8669 3402  1 39 60  0  0  0
 0  0      0 246076  15948 483840    0    0     0    16 9457 3643  2 40 57  1  0  0
 5  0      0 246876  15948 483860    0    0     0     0 9276 3219  2 43 55  0  0  0
 0  0      0 246780  15948 483884    0    0     0     0 8942 3320  1 41 58  0  0  0
 3  0      0 247004  15948 483908    0    0     0     0 9420 3311  1 48 51  0  0  0
 0  0      0 246376  15948 483928    0    0     0     0 8631 3279  2 41 57  0  0  0
 3  0      0 246344  15956 483948    0    0     0    48 9208 3445  2 42 54  2  0  0
 1  0      0 245000  15956 483968    0    0     0     0 8673 3293  1 38 61  0  0  0
 0  0      0 245704  15956 484000    0    0     0     0 8561 3268  1 37 62  0  0  0
 0  0      0 246624  15956 484024    0    0     0     0 8773 3356  2 41 57  0  0  0
 7  0      0 245704  15956 484044    0    0     0     0 8744 3213  1 40 59  0  0  0
 0  0      0 247176  15964 484064    0    0     0    16 9065 3498  2 40 56  2  0  0
 0  0      0 247368  15964 484088    0    0     0     0 9606 3450  1 44 55  0  0  0
 8  0      0 246728  15964 484108    0    0     0     0 9316 3382  2 40 58  0  0  0
 5  0      0 245640  15964 484132    0    0     0     0 9865 3541  1 44 55  0  0  0
 1  0      0 243600  15964 484184    0    0     0     0 8173 3262  1 37 62  0  0  0
 0  0      0 245152  15972 484156    0    0     0    16 8570 3326  1 38 59  2  0  0
 0  0      0 246560  15972 484184    0    0     0     0 9729 3471  1 43 56  0  0  0
 5  0      0 246592  15972 484204    0    0     0     0 9121 3286  1 40 59  0  0  0
 0  0      0 247456  15972 484228    0    0     0     0 9082 3413  2 39 59  0  0  0
 2  0      0 248296  15972 484248    0    0     0     0 9799 3621  1 43 56  0  0  0
 6  0      0 248488  15980 484268    0    0     0    16 8083 3357  1 36 63  0  0  0
 4  0      0 248008  15980 484292    0    0     0   672 9522 3487  2 41 57  0  0  0
 0  0      0 247784  15980 484312    0    0     0     0 9293 3405  1 42 57  0  0  0
 6  0      0 248496  15980 484336    0    0     0     0 8786 3306  1 41 58  0  0  0
 0  0      0 246484  15980 484396    0    0     0     8 9045 3520  1 43 56  0  0  0
 0  0      0 247132  15988 484368    0    0     0    36 8615 3259  1 38 60  1  0  0
 0  0      0 246812  15988 484392    0    0     0     0 9227 3561  1 42 57  0  0  0
 0  0      0 245212  15988 484416    0    0     0     0 9617 3430  2 42 56  0  0  0
 0  0      0 245084  15988 484436    0    0     0     0 8799 3224  2 45 53  0  0  0
 0  0      0 246012  15988 484456    0    0     0     0 9163 3524  1 40 59  0  0  0
 0  0      0 246780  15996 484476    0    0     0    16 9567 3468  2 43 55  0  0  0
 0  0      0 247004  15996 484500    0    0     0     0 8766 3291  1 39 60  0  0  0
 0  0      0 246980  15996 484524    0    0     0     0 9198 3449  2 44 54  0  0  0
 3  0      0 246212  15996 484544    0    0     0     0 9168 3247  2 40 58  0  0  0
 0  0      0 247000  15996 484564    0    0     0     0 9246 3457  1 40 59  0  0  0
 0  0      0 247232  16004 484588    0    0     0    20 9616 3472  1 42 57  0  0  0
 0  0      0 247808  16004 484608    0    0     0     0 8853 3258  2 39 59  0  0  0
 0  0      0 246752  16004 484632    0    0     0     0 9155 3413  1 40 59  0  0  0
 2  0      0 246528  16004 484652    0    0     0     0 8929 3259  1 39 60  0  0  0
 0  0      0 246944  16004 484672    0    0     0     0 9576 3412  1 43 56  0  0  0
 0  0      0 247604  16012 484696    0    0     0    16 9227 3545  1 41 56  2  0  0
 0  0      0 246836  16012 484716    0    0     0    20 8451 3139  2 38 60  0  0  0
 0  0      0 246548  16012 484740    0    0     0     0 9199 3535  1 38 61  0  0  0
 0  0      0 246868  16012 484760    0    0     0     0 9306 3427  2 39 59  0  0  0
 0  0      0 247220  16012 484780    0    0     0     0 8752 3230  1 39 60  0  0  0
 0  0      0 247240  16020 484804    0    0     0    16 8401 3216  1 40 57  2  0  0
 0  0      0 246864  16020 484824    0    0     0     0 9044 3307  2 43 55  0  0  0
 0  0      0 247196  16020 484848    0    0     0     0 9374 3367  1 42 57  0  0  0
 0  0      0 247604  16020 484868    0    0     0     0 10144 3674 1 43 56  0  0  0
 6  0      0 247476  16020 484892    0    0     0     0 9697 3447  1 41 58  0  0  0
 0  0      0 246612  16028 484912    0    0     0    16 9080 3566  2 41 57  0  0  0
 0  0      0 247412  16028 484936    0    0     0     0 9578 3397  1 41 58  0  0  0
 1  0      0 246836  16028 484956    0    0     0     0 8366 3139  1 38 61  0  0  0
 3  0      0 246484  16028 484976    0    0     0     0 9506 3542  2 43 55  0  0  0
 0  0      0 247028  16028 485000    0    0     0     0 9211 3238  2 42 56  0  0  0
 0  0      0 247856  16036 485020    0    0     0    20 8144 3113  1 34 63  2  0  0
 7  0      0 245620  16036 485044    0    0     0   760 9340 3473  1 42 57  0  0  0
 0  0      0 247072  16036 485064    0    0     0     0 9126 3319  1 38 61  0  0  0
 5  0      0 246880  16036 485088    0    0     0     0 9416 3419  2 42 56  0  0  0
 3  0      0 247180  16036 485108    0    0     0     0 8835 3231  1 38 61  0  0  0
 0  0      0 246564  16044 485128    0    0     0    28 9449 3428  2 46 51  1  0  0
 1  0      0 245316  16044 485152    0    0     0     0 9159 3455  1 41 58  0  0  0
 0  0      0 246084  16044 485172    0    0     0     0 8785 3306  2 36 62  0  0  0
 0  0      0 246756  16044 485196    0    0     0     0 9388 3514  1 42 57  0  0  0
 0  0      0 246148  16044 485208    0    0     0     0 2142  540  0  6 94  0  0  0
 1  0      0 246148  16052 485204    0    0     0    20 1026   72  0  1 99  0  0  0
 0  0      0 246148  16052 485212    0    0     0     0 1014   68  0  2 98  0  0  0
 0  0      0 246148  16052 485212    0    0     0     0 1013   64  0  1 99  0  0  0
 0  0      0 246148  16052 485212    0    0     0     0 1010   52  0  2 98  0  0  0
 0  0      0 246148  16060 485212    0    0     0  2064 1052   93  0  1 96  3  0  0
 0  0      0 246148  16060 485212    0    0     0     0 1030  154  0  1 99  0  0  0
 0  0      0 246148  16060 485212    0    0     0     0 1014   79  0  2 98  0  0  0
 0  0      0 245644  16084 485512    0    0     0  2140 1034  284  0  1 99  0  0  0
 0  0      0 245644  16084 485552    0    0     0     0 1014   69  0  1 99  0  0  0
