procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 350284  15580 430104    0    0 47535   673 2753   40  2 23 69  6  0  0
 0  0      0 350636  15580 430124    0    0     0     0 5465 1892  1 23 76  0  0  0
 0  0      0 350796  15580 430136    0    0     0     0 5021 1847  1 23 76  0  0  0
 0  0      0 350608  15580 430148    0    0     0     0 5523 1936  1 23 76  0  0  0
 0  0      0 350608  15580 430160    0    0     0     0 5546 2038  0 25 75  0  0  0
 2  0      0 347060  15588 430160    0    0     0    64 5747 2021  1 25 74  0  0  0
 0  0      0 347412  15588 430188    0    0     0     0 5884 2392  1 26 73  0  0  0
 0  0      0 348200  15588 430196    0    0     0     0 4841 1863  1 20 79  0  0  0
 5  0      0 348488  15588 430204    0    0     0     0 5012 1943  1 21 78  0  0  0
 0  0      0 349352  15588 430216    0    0     0     0 5564 2007  1 24 75  0  0  0
 0  0      0 349684  15596 430220    0    0     0    24 5245 1956  0 23 75  2  0  0
 0  0      0 349012  15596 430240    0    0     0     0 5280 2044  1 22 77  0  0  0
 1  0      0 350164  15596 430248    0    0     0     0 5729 2166  1 26 73  0  0  0
 0  0      0 350484  15596 430260    0    0     0     0 5116 1997  0 24 76  0  0  0
 0  0      0 347256  15596 430272    0    0     0     0 5653 2010  1 24 75  0  0  0
10  0      0 335460  15604 430272    0    0     0    16 5392 2051  1 23 76  0  0  0
 0  0      0 335844  15604 430292    0    0     0     0 5362 2182  1 24 75  0  0  0
 0  0      0 336624  15604 430304    0    0     0     0 5844 2064  1 26 73  0  0  0
 5  0      0 336976  15604 430316    0    0     0     0 5038 1922  1 21 78  0  0  0
 2  0      0 337296  15604 430324    0    0     0     0 5382 1936  0 26 74  0  0  0
 0  0      0 335856  15612 430328    0    0     0    16 5115 1922  1 21 76  2  0  0
 0  0      0 336208  15612 430348    0    0     0     0 5386 2080  1 22 77  0  0  0
 0  0      0 336624  15612 430356    0    0     0     0 5610 1972  1 24 75  0  0  0
 0  0      0 336944  15612 430368    0    0     0     0 5160 1967  1 25 74  0  0  0
 0  0      0 337276  15612 430380    0    0     0     0 4795 1874  1 22 77  0  0  0
 0  0      0 325020  15620 430416    0    0     0   224 6289 2173  0 30 70  0  0  0
 0  0      0 325052  15620 430400    0    0     0  4120 5755 2388  1 23 75  1  0  0
 0  0      0 325000  15620 430412    0    0     0    44 5675 2112  1 25 74  0  0  0
 0  0      0 322504  15620 430424    0    0     0     4 5549 2106  1 24 75  0  0  0
 0  0      0 322856  15620 430436    0    0     0     0 5365 2025  2 24 75  0  0  0
 0  0      0 323720  15632 430432    0    0     0    60 4877 1854  1 20 79  0  0  0
 0  0      0 323848  15632 430456    0    0     0     4 4985 1907  0 20 80  0  0  0
 0  0      0 324456  15632 430464    0    0     0   376 5398 2023  1 25 75  0  0  0
 0  0      0 324692  15632 430476    0    0     0     0 5776 2004  1 24 74  0  0  0
 0  0      0 324916  15632 430488    0    0     0     0 5153 1893  1 25 74  0  0  0
 5  0      0 308116  15632 430500    0    0     0     0 5177 2001  1 28 71  0  0  0
 0  0      0 308244  15640 430508    0    0     0    36 5315 2146  1 22 75  2  0  0
 0  0      0 308564  15640 430520    0    0     0     0 5236 1978  0 24 76  0  0  0
 4  0      0 308308  15640 430532    0    0     0     0 5690 2014  2 28 70  0  0  0
