procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
26  0      0 310980  15584 427572    0    0 54639   747 3028   46  3 28 62  7  0  0
40  0      0 306096  15584 427628    0    0     0     0 16736 5182 3 97  0  0  0  0
43  0      0 307840  15584 427752    0    0     0     0 17920 4464 5 95  0  0  0  0
52  0      0 302648  15584 427804    0    0     0     0 17550 7516 3 97  0  0  0  0
30  0      0 297464  15584 427856    0    0     0     0 17436 7948 4 96  0  0  0  0
42  0      0 295332  15592 427912    0    0     0    72 17204 8235 4 96  0  0  0  0
38  0      0 283784  15592 427964    0    0     0     0 16757 8711 3 97  0  0  0  0
63  0      0 286184  15592 428016    0    0     0     0 17593 7663 4 96  0  0  0  0
40  0      0 288712  15592 428064    0    0     0     0 17091 8587 4 96  0  0  0  0
52  0      0 290984  15592 428104    0    0     0     0 16668 8051 3 97  0  0  0  0
35  0      0 293928  15600 428196    0    0     0    24 17896 5564 3 97  0  0  0  0
28  0      0 296520  15600 428296    0    0     0     0 18124 4600 5 95  0  0  0  0
18  0      0 287600  15600 428400    0    0     0     0 18690 4335 3 97  0  0  0  0
36  0      0 278932  15600 428504    0    0     0     0 17805 4254 5 95  0  0  0  0
22  0      0 280240  15600 428576    0    0     0     0 18582 4424 5 95  0  0  0  0
21  0      0 279208  15608 428628    0    0     0    16 18730 4087 4 96  0  0  0  0
11  0      0 277744  15608 428688    0    0     0     0 17863 4294 4 96  0  0  0  0
35  0      0 263800  15608 428740    0    0     0     0 18333 4696 4 96  0  0  0  0
44  0      0 263672  15608 428792    0    0     0     0 18299 4019 4 96  0  0  0  0
28  0      0 267200  15608 428844    0    0     0     0 18174 4205 4 96  0  0  0  0
46  0      0 247696  15616 428892    0    0     0    16 17592 4003 4 96  0  0  0  0
37  0      0 250780  15616 428944    0    0     0     0 18133 4094 4 96  0  0  0  0
25  0      0 254492  15616 429028    0    0     0     0 17925 4770 4 96  0  0  0  0
19  0      0 258540  15616 429076    0    0     0     0 18305 4222 4 96  0  0  0  0
25  0      0 261580  15616 429128    0    0     0     0 18128 4133 5 95  0  0  0  0
47  0      0 261260  15624 429184    0    0     0    16 18321 3902 4 96  0  0  0  0
17  0      0 262208  15624 429244    0    0     0   212 18343 4197 3 97  0  0  0  0
27  0      0 253096  15624 429296    0    0     0  3760 18731 4553 4 96  0  0  0  0
11  0      0 248808  15624 429340    0    0     0    44 17626 4469 5 95  0  0  0  0
29  0      0 253148  15624 429396    0    0     0     4 18782 4451 4 96  0  0  0  0
37  0      0 254076  15636 429456    0    0     0    68 18376 4317 4 96  0  0  0  0
36  0      0 249340  15636 429504    0    0     0     4 17363 3723 3 97  0  0  0  0
34  0      0 249404  15636 429552    0    0     0     0 18563 4212 4 96  0  0  0  0
39  0      0 254876  15636 429608    0    0     0  1688 18652 4485 4 96  0  0  0  0
36  0      0 252028  15636 429668    0    0     0     0 18485 3970 4 96  0  0  0  0
24  0      0 251780  15644 429724    0    0     0    36 18157 4318 4 96  0  0  0  0
29  0      0 254804  15644 429776    0    0     0     0 18297 4177 4 96  0  0  0  0
20  0      0 257012  15644 429832    0    0     0     0 18771 4493 4 96  0  0  0  0
40  0      0 236244  15644 429888    0    0     0     0 18041 4346 4 96  0  0  0  0
29  0      0 235044  15644 431972    0    0  2032     0 18244 4441 5 95  0  0  0  0
24  0      0 238744  15652 432028    0    0     0    16 18153 4449 4 96  0  0  0  0
21  0      0 232948  15652 432080    0    0     0     0 18815 4295 4 96  0  0  0  0
46  0      0 233108  15652 432132    0    0     0     0 18141 4001 5 95  0  0  0  0
22  0      0 234196  15652 432188    0    0     0     0 17918 4665 2 98  0  0  0  0
33  0      0 238052  15652 432236    0    0     0     0 18283 3987 5 95  0  0  0  0
34  0      0 238664  15660 432292    0    0     0    16 18698 4282 4 96  0  0  0  0
34  0      0 241928  15660 432352    0    0     0     0 18364 4219 4 96  0  0  0  0
19  0      0 238988  15660 432416    0    0     0     0 18934 4170 5 95  0  0  0  0
19  0      0 240076  15660 432468    0    0     0     0 18484 4023 3 97  0  0  0  0
24  0      0 239420  15660 432520    0    0     0     0 18647 4228 5 95  0  0  0  0
19  0      0 242372  15668 432576    0    0     0    16 18574 4560 5 95  0  0  0  0
41  0      0 240932  15668 432632    0    0     0     0 18409 4264 3 97  0  0  0  0
28  0      0 234724  15668 432688    0    0     0     0 18643 3894 5 95  0  0  0  0
29  0      0 240504  15668 432740    0    0     0     0 18495 4201 4 96  0  0  0  0
24  0      0 244152  15668 432792    0    0     0     0 17930 4172 4 96  0  0  0  0
33  0      0 241092  15676 432840    0    0     0    16 18151 4040 4 96  0  0  0  0
30  0      0 239724  15676 432900    0    0     0     0 17742 3962 3 97  0  0  0  0
16  0      0 239340  15676 432944    0    0     0     0 16621 3999 4 96  0  0  0  0
