procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
35  0      0 311244  15572 434808    0    0 52950   777 3652   48  3 32 59  6  0  0
53  0      0 304500  15572 434840    0    0     0     0 17068 6966 4 96  0  0  0  0
45  0      0 306580  15572 434924    0    0     0     0 17150 6722 4 96  0  0  0  0
56  0      0 303604  15572 434968    0    0     0     0 17417 6164 4 96  0  0  0  0
26  0      0 307644  15572 435024    0    0     0     0 17747 6571 4 96  0  0  0  0
28  0      0 302828  15580 435180    0    0     0    68 17542 7487 3 97  0  0  0  0
44  0      0 301560  15580 435172    0    0     0     0 17929 6787 5 95  0  0  0  0
54  0      0 298712  15580 435220    0    0     0     0 16932 6385 4 96  0  0  0  0
26  0      0 297472  15580 435280    0    0     0     0 17321 4929 4 96  0  0  0  0
41  0      0 284388  15580 435472    0    0     0     0 17175 4988 4 96  0  0  0  0
51  0      0 279408  15588 435588    0    0     0    24 17785 5413 3 97  0  0  0  0
68  0      0 270528  15588 435628    0    0     0     0 17259 6231 4 96  0  0  0  0
14  0      0 272372  15588 435724    0    0     0     0 18447 4283 4 96  0  0  0  0
32  0      0 274868  15588 435812    0    0     0     0 18778 4274 4 96  0  0  0  0
25  0      0 278944  15588 435872    0    0     0     0 18845 4491 4 96  0  0  0  0
33  0      0 275512  15596 435916    0    0     0    16 18651 4334 5 95  0  0  0  0
33  0      0 264024  15596 435992    0    0     0     0 18638 4665 4 96  0  0  0  0
24  0      0 267440  15596 436032    0    0     0     0 18529 4178 4 96  0  0  0  0
31  0      0 264444  15596 436056    0    0     0     0 18312 4193 5 95  0  0  0  0
31  0      0 267996  15596 436140    0    0     0     0 18434 4052 4 96  0  0  0  0
31  0      0 267484  15604 436180    0    0     0    16 18433 4372 3 97  0  0  0  0
47  0      0 263552  15604 436244    0    0     0     0 17595 5100 5 95  0  0  0  0
29  0      0 254016  15604 436264    0    0     0     0 17329 4413 4 96  0  0  0  0
20  0      0 256096  15604 436316    0    0     0     0 18146 4165 4 96  0  0  0  0
33  0      0 261120  15604 436404    0    0     0     0 18707 4302 4 96  0  0  0  0
37  0      0 261568  15612 436448    0    0     0    16 17642 4070 5 95  0  0  0  0
32  0      0 256768  15612 436536    0    0     0   212 18217 4045 4 96  0  0  0  0
37  0      0 256224  15612 436600    0    0     0  4252 18297 4477 4 96  0  0  0  0
46  0      0 259680  15612 436676    0    0     0    48 18693 4449 3 97  0  0  0  0
25  0      0 259392  15612 436732    0    0     0     0 17699 4153 4 96  0  0  0  0
33  0      0 258272  15624 436776    0    0     0    80 18357 3964 5 95  0  0  0  0
21  0      0 260160  15624 436840    0    0     0     4 18717 4018 4 96  0  0  0  0
31  0      0 262816  15624 436892    0    0     0     0 18934 4350 4 96  0  0  0  0
17  0      0 261248  15624 436948    0    0     0  1700 18237 4133 5 95  0  0  0  0
14  0      0 261184  15624 437000    0    0     0     0 18245 4071 4 96  0  0  0  0
29  0      0 257512  15632 437044    0    0     0    36 18160 4157 3 97  0  0  0  0
35  0      0 259400  15632 437112    0    0     0     0 17798 4021 5 95  0  0  0  0
30  0      0 245320  15632 437128    0    0     0     0 17644 4195 4 96  0  0  0  0
33  0      0 241128  15632 437180    0    0     0     0 18803 4535 4 96  0  0  0  0
31  0      0 243592  15632 437264    0    0     0     0 18518 4002 5 95  0  0  0  0
34  0      0 243944  15640 437308    0    0     0    20 17806 4105 5 95  0  0  0  0
23  0      0 243504  15640 437368    0    0     0     0 18359 4031 4 96  0  0  0  0
27  0      0 247248  15640 437420    0    0     0     0 17817 4145 4 96  0  0  0  0
17  0      0 246672  15640 437432    0    0     0     0 17679 4016 4 96  0  0  0  0
25  0      0 246096  15640 437516    0    0     0     0 18299 4066 4 96  0  0  0  0
21  0      0 240048  15648 437568    0    0     0    16 18139 4084 5 95  0  0  0  0
41  0      0 242768  15648 437592    0    0     0     0 18056 3992 4 96  0  0  0  0
18  0      0 247312  15648 437680    0    0     0     0 18360 4219 4 96  0  0  0  0
40  0      0 240280  15648 437732    0    0     0     0 17846 4241 3 97  0  0  0  0
43  0      0 238180  15648 439816    0    0  2032     0 18229 4342 5 95  0  0  0  0
32  0      0 236004  15656 439864    0    0     0    16 17865 3874 3 97  0  0  0  0
