procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 359104  15580 430192    0    0 62694   886 1736   48  2 20 70  8  0  0
 0  0      0 351128  15580 430228    0    0     0     0 6582 2341  1 33 66  0  0  0
 0  0      0 350312  15580 430252    0    0     0     0 7194 2792  2 39 59  0  0  0
 2  0      0 350728  15580 430264    0    0     0     0 6227 2421  1 28 71  0  0  0
 0  0      0 348648  15580 430280    0    0     0     0 6990 2541  1 31 68  0  0  0
 0  0      0 349192  15588 430288    0    0     0    64 6730 2555  1 31 68  0  0  0
 0  0      0 350004  15588 430308    0    0     0     0 6484 2665  0 30 70  0  0  0
 0  0      0 346292  15588 430324    0    0     0     0 6372 2673  1 28 71  0  0  0
 5  0      0 346548  15588 430340    0    0     0     0 6368 2721  1 33 66  0  0  0
 0  0      0 343776  15588 430348    0    0     0     0 6759 2607  0 33 67  0  0  0
 0  0      0 344352  15596 430356    0    0     0    24 7014 2656  1 32 65  2  0  0
 6  0      0 344480  15596 430376    0    0     0     0 6577 2497  1 29 70  0  0  0
 0  0      0 345164  15596 430392    0    0     0     0 6839 2679  2 28 70  0  0  0
 0  0      0 345364  15596 430408    0    0     0     0 6251 2456  1 28 71  0  0  0
 0  0      0 346260  15596 430420    0    0     0     0 7074 2860  1 32 67  0  0  0
 1  0      0 346732  15604 430428    0    0     0    16 6231 2409  1 28 71  0  0  0
 0  0      0 347636  15604 430448    0    0     0     0 7068 2830  1 30 69  0  0  0
 0  0      0 334484  15604 430468    0    0     0     0 7242 2629  1 31 68  0  0  0
 0  0      0 333588  15604 430484    0    0     0     0 6541 2630  1 28 71  0  0  0
 0  0      0 331860  15604 430496    0    0     0     0 7375 2744  1 34 65  0  0  0
 9  0      0 332404  15612 430504    0    0     0    16 6621 2429  1 27 72  0  0  0
 0  0      0 333748  15612 430524    0    0     0     0 7092 2644  1 31 68  0  0  0
 0  0      0 333108  15612 430540    0    0     0     0 7024 2579  1 30 69  0  0  0
 3  0      0 333428  15612 430556    0    0     0     0 6460 2589  1 29 70  0  0  0
 0  0      0 334036  15612 430568    0    0     0     0 7361 2705  1 32 67  0  0  0
 1  0      0 334208  15620 430576    0    0     0    16 6458 2483  1 29 68  2  0  0
 6  0      0 334368  15620 430600    0    0     0     0 6659 2741  2 30 68  0  0  0
 0  0      0 319616  15620 430644    0    0     0   208 6320 2411  1 28 71  0  0  0
 7  0      0 320552  15620 430628    0    0     0  4188 7467 3098  1 34 63  2  0  0
 0  0      0 320776  15620 430640    0    0     0    44 6573 2702  1 32 67  0  0  0
 0  0      0 321000  15632 430640    0    0     0    72 6549 2667  1 30 68  1  0  0
 5  0      0 321280  15632 430676    0    0     0     4 6775 2735  1 28 71  0  0  0
 0  0      0 319968  15632 430688    0    0     0     0 6566 2455  1 31 68  0  0  0
 1  0      0 321036  15632 430704    0    0     0     0 7331 2712  1 34 65  0  0  0
 0  0      0 321516  15632 430720    0    0     0   496 6768 2492  1 29 70  0  0  0
 0  0      0 322220  15640 430724    0    0     0    36 6783 2577  1 30 67  2  0  0
 0  0      0 320812  15640 430748    0    0     0     0 6564 2579  1 29 70  0  0  0
 0  0      0 305228  15640 430760    0    0     0     0 6471 2427  0 30 70  0  0  0
 0  0      0 305588  15640 430776    0    0     0     0 7204 2846  1 35 64  0  0  0
 0  0      0 305076  15640 430792    0    0     0     0 6514 2533  1 30 69  0  0  0
 6  0      0 305780  15648 430796    0    0     0    16 6669 2629  1 31 67  1  0  0
 0  0      0 305716  15648 430820    0    0     0     0 6878 2482  2 30 68  0  0  0
 0  0      0 304852  15648 430832    0    0     0     0 6646 2540  0 30 70  0  0  0
 5  0      0 305812  15648 430848    0    0     0     0 7133 2634  2 31 67  0  0  0
 0  0      0 306068  15648 430864    0    0     0     0 6172 2374  1 27 72  0  0  0
 5  0      0 306228  15656 430868    0    0     0    16 7159 2758  1 31 67  1  0  0
 0  0      0 304372  15656 430896    0    0     0     0 6777 2426  1 31 68  0  0  0
 6  0      0 304532  15656 432932    0    0  2032     0 7190 2601  1 32 67  0  0  0
 0  0      0 304980  15656 432960    0    0     0     0 6453 2612  1 28 70  1  0  0
 0  0      0 305332  15656 432976    0    0     0     0 6444 2385  1 30 69  0  0  0
 0  0      0 305172  15664 432980    0    0     0    16 7532 2840  1 33 64  2  0  0
 0  0      0 305908  15664 433004    0    0     0     0 6954 2400  1 30 69  0  0  0
 2  0      0 303740  15664 433020    0    0     0     0 6660 2495  1 31 68  0  0  0
 0  0      0 304572  15664 433032    0    0     0     0 7150 2540  1 32 67  0  0  0
 4  0      0 304572  15664 433048    0    0     0     0 6259 2408  0 28 72  0  0  0
 0  0      0 304060  15672 433056    0    0     0    16 7271 2735  1 32 66  1  0  0
 0  0      0 304572  15672 433076    0    0     0     0 6298 2374  1 28 71  0  0  0
 0  0      0 304956  15672 433092    0    0     0     0 7123 2611  1 34 65  0  0  0
 0  0      0 300508  15672 434716    0    0  1612     0 6200 2566  2 27 70  1  0  0
 0  0      0 301084  15672 434732    0    0     0     0 6788 2524  0 31 69  0  0  0
 0  0      0 301224  15680 434740    0    0     0    16 7425 2635  1 31 66  2  0  0
 0  0      0 301608  15680 434768    0    0     0    60 6456 2466  1 28 71  0  0  0
 0  0      0 300304  15680 434784    0    0     0     8 6701 2781  1 28 71  0  0  0
 0  0      0 300880  15680 434796    0    0     0     0 6647 2471  1 29 70  0  0  0
 1  0      0 300176  15680 434812    0    0     0     0 6875 2628  1 31 68  0  0  0
 0  1      0 300600  15688 434820    0    0     0   484 6637 2529  1 29 69  1  0  0
 0  0      0 300984  15688 434840    0    0     0     0 6591 2466  1 30 67  2  0  0
 0  0      0 301836  15688 434856    0    0     0     0 6886 2575  1 29 70  0  0  0
 0  0      0 293652  15688 435260    0    0   392     0 6619 2528  0 29 71  0  0  0
 0  0      0 293884  15688 435276    0    0     0     0 6481 2551  1 30 69  0  0  0
 5  0      0 293796  15688 435292    0    0     0     0 6482 2489  1 28 71  0  0  0
 0  0      0 292324  15696 435304    0    0     0    16 6617 2470  2 28 69  1  0  0
 8  0      0 294396  15696 435320    0    0     0     0 6701 2506  0 31 69  0  0  0
 0  0      0 294692  15696 435332    0    0     0     0 6586 2427  1 29 70  0  0  0
 4  0      0 295108  15696 435348    0    0     0     0 6775 2672  1 28 71  0  0  0
 0  0      0 294540  15696 435364    0    0     0     0 7076 2584  1 33 66  0  0  0
 0  0      0 294700  15704 435380    0    0     0    16 7046 2578  1 32 65  2  0  0
 1  0      0 294508  15704 435396    0    0     0     0 6561 2545  1 28 71  0  0  0
 0  0      0 294056  15704 435564    0    0   120     0 5609 2556  1 25 72  2  0  0
 0  0      0 294024  15704 435544    0    0     0     0 7155 2597  1 30 69  0  0  0
 0  0      0 293776  15704 435560    0    0     0     0 6345 2320  1 29 70  0  0  0
 0  0      0 293616  15712 435572    0    0     0    16 7038 2571  1 32 65  2  0  0
 0  0      0 294064  15712 435588    0    0     0     0 6335 2448  0 29 71  0  0  0
 0  0      0 294512  15712 435604    0    0     0     0 6724 2526  1 29 70  0  0  0
 0  0      0 294096  15712 435616    0    0     0     0 6848 2600  1 31 68  0  0  0
 5  0      0 294680  15712 435632    0    0     0     0 6650 2359  1 30 69  0  0  0
 0  0      0 294288  15720 435644    0    0     0    16 6735 2654  1 32 65  2  0  0
 0  0      0 294428  15720 435660    0    0     0     0 6711 2505  1 30 68  1  0  0
 0  0      0 292812  15720 436380    0    0   668     0 6723 2626  1 31 68  0  0  0
 0  0      0 293064  15720 436360    0    0     0     0 6986 2632  1 31 68  0  0  0
 0  0      0 293352  15720 436372    0    0     0     0 6561 2372  1 32 67  0  0  0
 0  0      0 292968  15728 436392    0    0     0    20 7645 2710  0 34 64  2  0  0
 7  0      0 293096  15728 436404    0    0     0     0 6071 2331  1 26 73  0  0  0
 0  0      0 293416  15728 436420    0    0     0     0 7189 2561  1 31 68  0  0  0
 0  0      0 293524  15728 436436    0    0     0     4 6642 2486  1 32 67  0  0  0
 0  0      0 292916  15728 436448    0    0     0     0 6238 2454  1 27 72  0  0  0
 0  0      0 293792  15736 436468    0    0     0   464 6918 2649  1 33 66  0  0  0
 3  0      0 294464  15736 436480    0    0     0    12 6564 2390  1 30 69  0  0  0
 0  0      0 294144  15736 436496    0    0     0     0 6732 2676  1 32 67  0  0  0
 0  0      0 291636  15736 437428    0    0   916     0 6799 2584  1 31 66  2  0  0
 1  0      0 291816  15736 437440    0    0     0     0 6745 2503  1 28 71  0  0  0
 0  0      0 292104  15744 437456    0    0     0    28 6498 2509  1 31 68  0  0  0
 2  0      0 292880  15744 437468    0    0     0     0 6276 2426  1 29 70  0  0  0
 2  0      0 293092  15744 437484    0    0     0     0 7199 2722  1 32 67  0  0  0
 0  0      0 293860  15744 437500    0    0     0     0 6241 2271  1 30 69  0  0  0
 0  0      0 294468  15744 437520    0    0     0     0 6731 2693  1 28 71  0  0  0
 0  0      0 293292  15752 437536    0    0     0    16 6538 2471  0 30 69  1  0  0
 0  0      0 292588  15752 437548    0    0     0     0 6281 2504  1 29 70  0  0  0
 0  0      0 293100  15752 437564    0    0     0     0 7003 2659  1 31 68  0  0  0
 3  0      0 286540  15752 442956    0    0  5376     0 6134 2355  1 27 70  2  0  0
 0  0      0 287084  15752 442968    0    0     0     0 7275 2608  1 32 67  0  0  0
 0  0      0 287212  15760 442984    0    0     0    16 6343 2444  1 27 71  1  0  0
 1  0      0 287308  15760 442996    0    0     0     0 6638 2425  1 30 69  0  0  0
 0  0      0 287224  15760 443012    0    0     0     0 6688 2574  1 30 69  0  0  0
 0  0      0 286872  15760 443028    0    0     0     0 6063 2366  1 27 72  0  0  0
 0  0      0 288056  15760 443040    0    0     0     0 6928 2689  1 29 70  0  0  0
 0  0      0 287128  15768 443056    0    0     0    16 7031 2473  0 31 69  0  0  0
 0  0      0 287588  15768 443068    0    0     0     0 6486 2568  2 28 70  0  0  0
 0  0      0 287844  15768 443084    0    0     0     0 6743 2536  1 29 70  0  0  0
 1  0      0 284960  15768 443224    0    0    92     4 6628 2551  1 30 69  0  0  0
 0  0      0 285788  15768 443192    0    0     0     0 6992 2608  1 33 66  0  0  0
 0  0      0 285356  15776 443208    0    0     0    16 5891 2330  1 26 73  0  0  0
 1  0      0 285632  15776 443220    0    0     0     0 7214 2681  1 31 68  0  0  0
 2  0      0 286552  15776 443236    0    0     0     0 6118 2407  1 25 74  0  0  0
 9  0      0 286136  15776 443252    0    0     0     0 6394 2433  1 26 73  0  0  0
 0  0      0 286680  15776 443264    0    0     0     8 6550 2589  2 31 67  0  0  0
 0  0      0 286808  15784 443280    0    0     0   472 6771 2518  0 31 67  2  0  0
 4  0      0 284312  15784 443296    0    0     0     0 7242 2666  1 32 67  0  0  0
 0  0      0 285876  15784 443308    0    0     0     0 5872 2406  1 27 72  0  0  0
 0  0      0 281628  15784 451552    0    0  8192     0 6522 2596  1 31 66  2  0  0
 0  0      0 279996  15784 451520    0    0     0     0 7018 2653  1 30 69  0  0  0
