procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
27  0      0 313480  15572 430172    0    0 53477   753 3432   48  3 31 59  7  0  0
28  0      0 308904  15572 430272    0    0     0     0 16959 6727 4 96  0  0  0  0
37  0      0 312984  15572 430324    0    0     0     0 16989 6591 4 96  0  0  0  0
43  0      0 313120  15572 430388    0    0     0     0 17106 6742 4 96  0  0  0  0
43  2      0 308004  15572 430488    0    0     0     0 17514 6177 4 96  0  0  0  0
46  0      0 296852  15580 430604    0    0     0    72 17497 5224 4 96  0  0  0  0
41  0      0 280440  15580 430740    0    0     0     0 17634 6086 4 96  0  0  0  0
42  0      0 278408  15580 430844    0    0     0     0 17123 9278 3 97  0  0  0  0
22  0      0 275540  15580 430880    0    0     0     0 17823 4198 4 96  0  0  0  0
40  0      0 280108  15580 430944    0    0     0     0 17786 4247 4 96  0  0  0  0
37  0      0 282580  15588 431004    0    0     0    24 18034 4275 4 96  0  0  0  0
16  0      0 281020  15588 431056    0    0     0     0 18045 3970 3 97  0  0  0  0
37  0      0 282456  15588 431104    0    0     0     0 17960 4032 4 96  0  0  0  0
20  0      0 285016  15588 431156    0    0     0     0 18043 4090 4 96  0  0  0  0
13  0      0 286908  15588 431200    0    0     0     0 18211 4028 4 96  0  0  0  0
42  0      0 279708  15596 431260    0    0     0    16 18654 4189 4 96  0  0  0  0
22  0      0 270428  15596 432068    0    0     0     0 17439 4527 5 95  0  0  0  0
26  0      0 266908  15596 431380    0    0     0     0 18158 4176 4 96  0  0  0  0
44  0      0 269468  15596 431432    0    0     0     0 17794 4110 5 95  0  0  0  0
41  0      0 270204  15596 431492    0    0     0     0 17742 3925 5 95  0  0  0  0
36  0      0 268604  15604 431568    0    0     0    16 18422 4040 4 96  0  0  0  0
11  0      0 270908  15604 431592    0    0     0     0 17956 4172 4 96  0  0  0  0
36  0      0 270044  15604 431648    0    0     0     0 18848 4431 5 95  0  0  0  0
10  0      0 267516  15604 431708    0    0     0     0 17714 3930 4 96  0  0  0  0
15  0      0 270268  15604 431756    0    0     0     0 18218 4235 4 96  0  0  0  0
30  0      0 273052  15612 431832    0    0     0    16 18059 3980 3 97  0  0  0  0
40  0      0 269564  15612 431860    0    0     0   212 18298 3890 5 95  0  0  0  0
30  0      0 262140  15612 431944    0    0     0  4116 18086 4460 5 95  0  0  0  0
29  0      0 260624  15612 431964    0    0     0    44 18584 4497 5 95  0  0  0  0
33  0      0 261228  15612 432016    0    0     0     4 18321 4128 4 96  0  0  0  0
22  0      0 262420  15624 432072    0    0     0    64 18921 4181 4 96  0  0  0  0
27  0      0 261204  15624 432124    0    0     0     0 18958 4230 4 96  0  0  0  0
19  0      0 263956  15624 432184    0    0     0     4 18568 4263 5 95  0  0  0  0
13  0      0 254612  15624 432232    0    0     0  1688 18191 4049 4 96  0  0  0  0
16  0      0 257236  15624 432284    0    0     0     0 18322 4295 4 96  0  0  0  0
30  0      0 258516  15632 432336    0    0     0    36 18089 4133 4 96  0  0  0  0
37  0      0 259072  15632 432388    0    0     0     0 18954 4331 5 95  0  0  0  0
29  0      0 254112  15632 432448    0    0     0     0 18230 4129 4 96  0  0  0  0
33  0      0 244768  15632 432500    0    0     0     0 18301 4550 3 97  0  0  0  0
30  0      0 243396  15632 432548    0    0     0     0 18031 4037 4 96  0  0  0  0
21  0      0 246180  15640 432604    0    0     0    16 17985 4179 4 96  0  0  0  0
30  0      0 246032  15640 432660    0    0     0     0 17848 4271 5 95  0  0  0  0
44  0      0 238192  15640 432712    0    0     0     0 18064 3979 5 95  0  0  0  0
29  0      0 240496  15640 432764    0    0     0     0 18785 4184 3 97  0  0  0  0
31  0      0 239632  15640 432816    0    0     0     0 18348 3983 4 96  0  0  0  0
38  0      0 242684  15648 432892    0    0     0    16 18497 4061 4 96  0  0  0  0
28  0      0 246524  15648 432924    0    0     0     0 18508 4276 3 97  0  0  0  0
21  0      0 244188  15648 432980    0    0     0     0 18381 4093 5 95  0  0  0  0
15  0      0 246916  15648 433028    0    0     0     0 18395 4356 3 97  0  0  0  0
19  0      0 244180  15648 435152    0    0  2032     0 18533 4443 5 95  0  0  0  0
21  0      0 242964  15656 435200    0    0     0    16 18414 4171 4 96  0  0  0  0
19  0      0 242452  15656 435220    0    0     0     0 17971 4084 4 96  0  0  0  0
43  0      0 244792  15656 435268    0    0     0     0 18668 4192 4 96  0  0  0  0
37  0      0 242712  15656 435320    0    0     0     0 17899 3917 4 96  0  0  0  0
45  0      0 236408  15656 435372    0    0     0     0 17919 3970 5 95  0  0  0  0
27  0      0 234524  15664 435420    0    0     0    16 16309 3592 4 96  0  0  0  0
20  0      0 241116  15664 435476    0    0     0     0 16043 3811 4 96  0  0  0  0
20  0      0 244508  15664 435520    0    0     0     0 16040 3951 5 95  0  0  0  0
20  0      0 239612  15664 435564    0    0     0   172 16659 4199 4 96  0  0  0  0
17  0      0 231436  15664 437276    0    0  1612     0 16653 3947 4 96  0  0  0  0
26  0      0 236304  15672 437296    0    0     0    16 16797 4135 3 97  0  0  0  0
18  0      0 237936  15672 437316    0    0     0    56 16446 4012 4 96  0  0  0  0
37  0      0 237160  15672 437364    0    0     0     0 16129 3722 4 96  0  0  0  0
26  0      0 234220  15672 437408    0    0     0     8 16434 3628 5 95  0  0  0  0
20  0      0 238336  15672 437456    0    0     0  1524 16036 3806 4 96  0  0  0  0
