procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 343560  15588 430128    0    0 47323   679 3037   41  2 24 68  6  0  0
 3  0      0 343664  15588 430180    0    0     0     0 5976 2449  2 27 71  0  0  0
 0  0      0 343760  15588 430200    0    0     0     0 7028 2558  0 35 65  0  0  0
 0  0      0 344016  15588 430212    0    0     0     0 6312 2424  2 28 70  0  0  0
 0  0      0 344848  15588 430228    0    0     0     0 6593 2584  1 31 68  0  0  0
 0  0      0 340508  15596 430236    0    0     0    64 6543 2581  1 30 67  2  0  0
 2  0      0 340772  15596 430256    0    0     0     0 6768 2655  0 31 69  0  0  0
 0  0      0 342052  15596 430268    0    0     0     0 6257 2397  1 28 71  0  0  0
11  0      0 342436  15596 430280    0    0     0     0 6858 2444  1 31 68  0  0  0
 0  0      0 341292  15596 430296    0    0     0     0 7106 2512  1 32 67  0  0  0
 0  0      0 341548  15604 430304    0    0     0    24 6881 2522  1 31 68  0  0  0
 0  0      0 341964  15604 430324    0    0     0     0 6662 2357  1 30 69  0  0  0
 4  0      0 340748  15604 430340    0    0     0     0 6267 2575  1 28 71  0  0  0
 0  0      0 341164  15604 430352    0    0     0     0 6864 2411  1 30 69  0  0  0
 0  0      0 342252  15604 430368    0    0     0     0 7334 2694  1 32 67  0  0  0
 0  0      0 328492  15612 430376    0    0     0    16 7213 2535  1 32 65  2  0  0
 0  0      0 329868  15612 430396    0    0     0     0 6770 2571  1 35 64  0  0  0
 0  0      0 329492  15612 430420    0    0     0     0 7224 2564  0 33 67  0  0  0
 3  0      0 329700  15612 430432    0    0     0     0 6220 2239  1 26 73  0  0  0
 0  0      0 329412  15612 430448    0    0     0     0 6391 2516  1 28 71  0  0  0
 0  0      0 329604  15620 430456    0    0     0    16 6547 2378  1 28 69  2  0  0
 0  0      0 330192  15620 430476    0    0     0     0 6375 2352  1 27 72  0  0  0
 1  0      0 329456  15620 430492    0    0     0     0 6797 2453  1 29 70  0  0  0
 0  0      0 329020  15620 430504    0    0     0     0 6335 2311  1 27 72  0  0  0
 3  0      0 329468  15620 430520    0    0     0     0 6630 2562  1 28 71  0  0  0
 0  0      0 317500  15628 430528    0    0     0   228 6839 2383  1 31 66  2  0  0
 2  0      0 317020  15628 430548    0    0     0  4308 7497 2967  2 29 68  1  0  0
 0  0      0 317148  15628 430560    0    0     0    44 7116 2455  1 32 67  0  0  0
 0  0      0 317148  15628 430572    0    0     0     4 6986 2665  0 32 68  0  0  0
 0  0      0 317020  15628 430588    0    0     0     0 7758 2749  2 33 65  0  0  0
 5  0      0 317404  15640 430592    0    0     0    68 6644 2358  1 31 67  1  0  0
 0  0      0 316988  15640 430620    0    0     0     4 6433 2579  1 32 67  0  0  0
 1  0      0 317628  15640 430636    0    0     0   496 7125 2431  1 33 66  0  0  0
 3  0      0 318076  15640 430648    0    0     0     0 6381 2485  1 28 71  0  0  0
 0  0      0 315228  15640 430664    0    0     0     0 6834 2424  1 31 68  0  0  0
 0  0      0 299612  15648 432688    0    0  2032    36 6150 2369  1 27 70  2  0  0
 0  0      0 300016  15648 432724    0    0     0     0 6196 2507  1 31 68  0  0  0
 0  0      0 300208  15648 432740    0    0     0     0 6150 2241  1 28 71  0  0  0
 0  0      0 300656  15648 432756    0    0     0     0 6905 2462  1 30 69  0  0  0
 0  0      0 300592  15648 432768    0    0     0     0 6384 2310  1 27 72  0  0  0
 0  0      0 299996  15656 432776    0    0     0    16 6655 2288  1 32 66  1  0  0
 0  0      0 300188  15656 432796    0    0     0     0 6640 2435  2 33 65  0  0  0
 0  0      0 300552  15656 432812    0    0     0     0 6665 2326  1 27 72  0  0  0
 0  0      0 300296  15656 432828    0    0     0     0 7089 2536  1 36 63  0  0  0
 2  0      0 300948  15656 432840    0    0     0     0 6276 2256  0 28 72  0  0  0
 0  0      0 299852  15664 432848    0    0     0    16 6815 2469  1 31 66  2  0  0
 3  0      0 300396  15664 432880    0    0     0     0 7043 2708  1 32 67  0  0  0
 0  0      0 300780  15664 432896    0    0     0     0 6463 2451  1 29 70  0  0  0
 3  0      0 299308  15664 432912    0    0     0     0 6990 2573  1 33 66  0  0  0
 0  0      0 300140  15664 432924    0    0     0     0 6350 2395  2 29 69  0  0  0
 2  0      0 300152  15672 432932    0    0     0    20 6189 2414  1 27 71  1  0  0
 0  0      0 300708  15672 432956    0    0     0     0 6188 2263  1 26 73  0  0  0
 0  0      0 299748  15672 432968    0    0     0     0 6113 2358  1 28 71  0  0  0
 3  0      0 300068  15672 432984    0    0     0     0 6942 2484  1 31 68  0  0  0
 0  0      0 299044  15672 432996    0    0     0     0 6252 2251  0 28 72  0  0  0
 0  0      0 299268  15680 433004    0    0     0    16 6724 2426  1 31 66  2  0  0
 0  0      0 296688  15680 434640    0    0  1612     0 6424 2334  1 28 71  0  0  0
 3  0      0 296240  15680 434652    0    0     0   228 6940 2509  1 31 68  0  0  0
