procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
16  0      0 343932  15576 428820    0    0 57794   828 2414   47  3 25 65  7  0  0
21  0      0 321692  15576 428916    0    0     0     0 17850 6003 4 96  0  0  0  0
39  0      0 310632  15576 428964    0    0     0     0 17465 6812 3 97  0  0  0  0
32  0      0 313636  15576 429012    0    0     0     0 17398 6770 3 97  0  0  0  0
33  0      0 316328  15576 429060    0    0     0     0 17438 6729 4 96  0  0  0  0
44  0      0 308272  15584 429152    0    0     0    68 17638 6544 4 96  0  0  0  0
41  0      0 303432  15584 429280    0    0     0     0 17767 6857 4 96  0  0  0  0
43  0      0 305020  15584 429304    0    0     0     0 17342 5924 4 96  0  0  0  0
47  0      0 299744  15584 429416    0    0     0     0 18038 5202 4 96  0  0  0  0
55  0      0 285704  15584 429492    0    0     0     0 17867 7971 5 95  0  0  0  0
57  0      0 280356  15592 429580    0    0     0    24 17391 7747 3 97  0  0  0  0
60  0      0 281280  15592 429664    0    0     0     0 17843 8119 4 96  0  0  0  0
44  0      0 281708  15592 429716    0    0     0     0 18413 5387 5 95  0  0  0  0
44  0      0 282808  15592 429776    0    0     0     0 18443 4014 4 96  0  0  0  0
28  0      0 285588  15592 429828    0    0     0     0 18379 4563 4 96  0  0  0  0
10  0      0 285544  15600 429880    0    0     0    16 18029 4290 4 96  0  0  0  0
28  0      0 277308  15600 429988    0    0     0     0 18783 4650 4 96  0  0  0  0
28  0      0 269020  15600 430012    0    0     0     0 18660 4545 5 95  0  0  0  0
12  0      0 272700  15600 430052    0    0     0     0 18321 4301 4 96  0  0  0  0
34  0      0 269548  15600 430112    0    0     0     0 17253 3942 3 97  0  0  0  0
36  0      0 267852  15608 430148    0    0     0    20 18132 4052 5 95  0  0  0  0
17  0      0 273884  15608 430212    0    0     0     0 18022 4034 4 96  0  0  0  0
36  0      0 268736  15608 430260    0    0     0     0 18175 3989 4 96  0  0  0  0
31  0      0 272364  15608 430324    0    0     0     0 18035 4120 4 96  0  0  0  0
26  0      0 279104  15608 430392    0    0     0     0 17949 4253 3 97  0  0  0  0
24  0      0 261896  15616 430436    0    0     0    16 17957 4111 4 96  0  0  0  0
21  0      0 264008  15616 430496    0    0     0     0 18293 4062 4 96  0  0  0  0
20  0      0 253996  15616 430544    0    0     0   212 18437 4501 3 97  0  0  0  0
28  0      0 253964  15616 430620    0    0     0  4056 18905 4543 4 96  0  0  0  0
26  0      0 257912  15616 430664    0    0     0    44 18688 4308 5 95  0  0  0  0
27  0      0 259512  15628 430708    0    0     0    68 18729 4378 4 96  0  0  0  0
19  0      0 259900  15628 430772    0    0     0     4 18689 4410 4 96  0  0  0  0
26  0      0 253636  15628 430828    0    0     0     0 18438 4351 3 97  0  0  0  0
21  0      0 257700  15628 430880    0    0     0     0 18561 4272 5 95  0  0  0  0
35  0      0 256580  15628 430932    0    0     0  1704 17563 4195 4 96  0  0  0  0
22  0      0 255780  15636 430976    0    0     0    40 18161 3972 5 95  0  0  0  0
35  0      0 257868  15636 431044    0    0     0     0 18648 4341 4 96  0  0  0  0
29  0      0 245964  15636 431096    0    0     0     0 18400 4140 4 96  0  0  0  0
22  0      0 235596  15636 433164    0    0  2032     0 17766 4630 4 96  0  0  0  0
