procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
22  0      0 343748  15328 429684    0    0 58249   820 2471   48  3 26 64  8  0  0
19  0      0 313788  15564 430212    0    0   160     0 16984 6077 4 96  0  0  0  0
34  0      0 308992  15564 430296    0    0     0     0 16564 6617 3 97  0  0  0  0
43  0      0 310096  15564 430376    0    0     0     0 17329 7144 5 95  0  0  0  0
19  0      0 313648  15564 430428    0    0     0     0 17295 6722 3 97  0  0  0  0
39  0      0 317208  15572 430556    0    0     0    68 17695 4902 4 96  0  0  0  0
62  0      0 297624  15572 430644    0    0     0     0 16162 5493 3 97  0  0  0  0
53  0      0 290372  15572 430672    0    0     0     0 17010 6723 4 96  0  0  0  0
42  0      0 283648  15572 430848    0    0     0     0 17794 7346 4 96  0  0  0  0
27  0      0 285460  15572 430940    0    0     0     0 18526 4770 4 96  0  0  0  0
28  0      0 285964  15580 430980    0    0     0    24 17890 4155 5 95  0  0  0  0
39  0      0 284596  15580 431044    0    0     0     0 18144 4112 4 96  0  0  0  0
28  0      0 282460  15580 431096    0    0     0     0 17690 3994 4 96  0  0  0  0
15  0      0 274200  15580 431144    0    0     0     0 17597 4864 5 95  0  0  0  0
43  0      0 275288  15580 431200    0    0     0     0 18254 4567 4 96  0  0  0  0
24  0      0 277756  15588 431240    0    0     0    16 18036 4128 4 96  0  0  0  0
22  0      0 276488  15588 431352    0    0     0     0 18969 4380 4 96  0  0  0  0
35  0      0 266568  15588 431368    0    0     0     0 18435 4479 4 96  0  0  0  0
28  0      0 268424  15588 431412    0    0     0     0 18368 4271 5 95  0  0  0  0
24  0      0 270896  15588 431468    0    0     0     0 18553 4338 4 96  0  0  0  0
25  0      0 273328  15596 431520    0    0     0    16 18557 4185 4 96  0  0  0  0
28  0      0 275956  15596 431580    0    0     0     0 18731 4166 4 96  0  0  0  0
17  0      0 265992  15596 431628    0    0     0     0 18558 4262 5 95  0  0  0  0
20  0      0 266440  15596 431684    0    0     0     0 18508 3979 4 96  0  0  0  0
38  0      0 270104  15596 431732    0    0     0     0 18884 4257 4 96  0  0  0  0
49  0      0 262800  15604 431788    0    0     0    16 18344 4428 4 96  0  0  0  0
19  0      0 265268  15604 431848    0    0     0     0 18583 4198 4 96  0  0  0  0
22  0      0 261332  15604 431952    0    0     0   212 18711 4348 3 97  0  0  0  0
18  0      0 259136  15604 432000    0    0     0  4100 18372 4608 4 96  0  0  0  0
31  0      0 259328  15604 432044    0    0     0    48 18835 4277 5 95  0  0  0  0
38  0      0 255328  15616 432088    0    0     0    68 18605 4010 4 96  0  0  0  0
33  0      0 258560  15616 432156    0    0     0     4 18557 4023 5 95  0  0  0  0
33  0      0 263304  15616 432208    0    0     0     0 18606 4023 3 97  0  0  0  0
21  0      0 261864  15616 432268    0    0     0     0 18501 4098 5 95  0  0  0  0
21  0      0 260744  15616 432316    0    0     0  1704 18364 4020 4 96  0  0  0  0
26  0      0 261352  15624 432364    0    0     0    36 18640 4080 5 95  0  0  0  0
36  0      0 254632  15624 432424    0    0     0     0 18415 3969 3 97  0  0  0  0
25  0      0 257548  15624 432476    0    0     0     0 18169 4022 4 96  0  0  0  0
27  0      0 244108  15624 432532    0    0     0     0 17864 4530 5 95  0  0  0  0
13  0      0 248332  15624 432584    0    0     0     0 18354 4228 4 96  0  0  0  0
20  0      0 245068  15632 432628    0    0     0    16 18617 4100 4 96  0  0  0  0
26  0      0 247692  15632 432692    0    0     0     0 18676 4004 5 95  0  0  0  0
22  0      0 249132  15632 432744    0    0     0     0 18499 4276 4 96  0  0  0  0
41  0      0 246220  15632 432796    0    0     0     0 18562 4198 5 95  0  0  0  0
27  0      0 242476  15632 432852    0    0     0     0 18368 4129 4 96  0  0  0  0
22  0      0 247100  15640 432896    0    0     0    16 18479 4055 4 96  0  0  0  0
26  0      0 245372  15640 432952    0    0     0     0 18714 4097 4 96  0  0  0  0
33  0      0 243360  15640 433024    0    0     0     0 18318 4209 4 96  0  0  0  0
37  0      0 242592  15640 433072    0    0     0     0 18465 4140 4 96  0  0  0  0
28  0      0 242496  15640 435156    0    0  2032     0 17952 4123 4 96  0  0  0  0
21  0      0 245636  15648 435196    0    0     0    16 18270 4124 4 96  0  0  0  0
46  0      0 240324  15648 435256    0    0     0     0 18086 3917 4 96  0  0  0  0
29  0      0 237572  15648 435308    0    0     0     0 18530 3948 4 96  0  0  0  0
34  0      0 242256  15648 435356    0    0     0     0 18472 4242 4 96  0  0  0  0
32  0      0 243024  15648 435412    0    0     0     0 18434 4047 4 96  0  0  0  0
19  0      0 246000  15656 435456    0    0     0    20 18198 3957 4 96  0  0  0  0
28  0      0 248144  15656 435524    0    0     0     0 17121 4337 5 95  0  0  0  0
23  0      0 247408  15656 435572    0    0     0     0 16780 4081 4 96  0  0  0  0
24  0      0 241564  15656 435616    0    0     0     0 16836 3960 5 95  0  0  0  0
38  0      0 236988  15656 437300    0    0  1612   168 16811 4322 5 95  0  0  0  0
27  0      0 229084  15664 437320    0    0     0    16 16382 3756 5 95  0  0  0  0
46  0      0 232316  15664 437376    0    0     0    60 16179 3656 4 96  0  0  0  0
43  0      0 225664  15664 437420    0    0     0     8 16167 3865 5 95  0  0  0  0
36  0      0 231512  15664 437468    0    0     0     0 16262 3736 3 97  0  0  0  0
29  0      0 235768  15664 437512    0    0     0  1552 18154 4340 5 95  0  0  0  0
38  0      0 235608  15672 437564    0    0     0    36 18137 4063 4 96  0  0  0  0
19  0      0 238840  15672 437624    0    0     0     0 16626 4072 4 96  0  0  0  0
19  0      0 239224  15672 437676    0    0     0     0 15867 4005 5 95  0  0  0  0
39  0      0 234648  15672 437720    0    0     0     0 17452 4259 4 96  0  0  0  0
44  0      0 237272  15672 437772    0    0     0     0 17334 4057 4 96  0  0  0  0
35  0      0 222800  15680 438256    0    0   392    16 16568 4358 4 96  0  0  0  0
15  0      0 215352  15680 438272    0    0     0     0 18295 4022 4 96  0  0  0  0
23  0      0 218560  15680 438320    0    0     0     0 16991 4211 4 96  0  0  0  0
25  0      0 227296  15680 438372    0    0     0     0 17504 4108 3 97  0  0  0  0
30  0      0 225344  15680 438420    0    0     0     0 17864 4373 5 95  0  0  0  0
28  0      0 230816  15688 438476    0    0     0    16 18060 3960 4 96  0  0  0  0
42  0      0 226472  15688 438536    0    0     0     0 16969 3978 5 95  0  0  0  0
27  0      0 221740  15688 438584    0    0     0     0 17883 4130 3 97  0  0  0  0
26  0      0 228452  15688 438636    0    0     0     0 17686 4072 5 95  0  0  0  0
39  0      0 223520  15688 438696    0    0     0     0 17638 4117 4 96  0  0  0  0
37  0      0 223276  15696 438736    0    0     0    16 16968 3835 4 96  0  0  0  0
23  0      0 219152  15696 438956    0    0   120     4 17573 4423 5 95  0  0  0  0
42  0      0 212548  15696 438960    0    0     0     0 18490 4129 5 95  0  0  0  0
24  0      0 218628  15696 439016    0    0     0     0 18332 4103 4 96  0  0  0  0
22  0      0 214532  15696 439068    0    0     0     0 18048 4127 3 97  0  0  0  0
18  0      0 218244  15704 439112    0    0     0    16 18458 4293 5 95  0  0  0  0
29  0      0 214544  15704 439176    0    0     0     0 18306 4168 4 96  0  0  0  0
27  0      0 216016  15704 439228    0    0     0     0 18322 3960 4 96  0  0  0  0
29  0      0 216144  15704 439284    0    0     0     0 18107 3994 4 96  0  0  0  0
31  0      0 218736  15704 439340    0    0     0     0 18389 4293 4 96  0  0  0  0
28  0      0 212272  15712 439384    0    0     0    16 17427 3904 3 97  0  0  0  0
28  0      0 221456  15712 439444    0    0     0     0 18312 4244 4 96  0  0  0  0
31  0      0 202604  15712 440216    0    0   668     0 18393 4784 4 96  0  0  0  0
20  0      0 211032  15712 440228    0    0     0     0 18128 4199 5 95  0  0  0  0
26  0      0 210592  15712 440280    0    0     0     4 18215 4023 4 96  0  0  0  0
20  0      0 218312  15720 440320    0    0     0  1612 17899 4011 3 97  0  0  0  0
29  0      0 216680  15720 440384    0    0     0    20 18101 4093 4 96  0  0  0  0
23  0      0 219348  15720 440456    0    0     0     0 18390 4174 4 96  0  0  0  0
18  0      0 216872  15720 440492    0    0     0     0 17825 4213 5 95  0  0  0  0
22  0      0 215400  15720 440544    0    0     0     0 18032 4214 4 96  0  0  0  0
22  0      0 216744  15728 440592    0    0     0    16 17658 4150 4 96  0  0  0  0
25  0      0 221740  15728 440660    0    0     0     0 17532 4191 4 96  0  0  0  0
37  0      0 214332  15728 440716    0    0     0     0 18388 4132 4 96  0  0  0  0
21  0      0 208184  15728 441724    0    0   916     0 17385 4426 4 96  0  0  0  0
22  0      0 214376  15728 441728    0    0     0     0 17501 4191 3 97  0  0  0  0
35  0      0 212464  15736 441800    0    0     0    16 17288 4045 4 96  0  0  0  0
45  0      0 215988  15736 441836    0    0     0     0 17210 3934 3 97  0  0  0  0
14  0      0 217236  15736 441888    0    0     0     0 18035 4061 4 96  0  0  0  0
