procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 348076  15592 434352    0    0 60864   901 1902   46  2 20 70  8  0  0
 7  0      0 344308  15592 434388    0    0     0     0 8136 2785  1 38 61  0  0  0
 0  0      0 344368  15592 434408    0    0     0     0 8215 3129  1 38 61  0  0  0
 4  0      0 343600  15592 434428    0    0     0     0 7583 2978  2 32 66  0  0  0
 0  0      0 343888  15592 434444    0    0     0     0 8210 3032  1 39 60  0  0  0
 4  0      0 341968  15600 434456    0    0     0    64 7942 3065  1 40 57  2  0  0
 1  0      0 338992  15600 434540    0    0     0     0 8230 3156  1 38 61  0  0  0
 0  0      0 339440  15600 434516    0    0     0     0 7970 3114  2 33 65  0  0  0
 0  0      0 337936  15600 434532    0    0     0     0 7954 3243  1 40 59  0  0  0
 0  0      0 338940  15600 434548    0    0     0     0 7778 3031  1 36 63  0  0  0
 6  0      0 339356  15608 434556    0    0     0    24 7970 2990  1 37 61  1  0  0
 0  0      0 338428  15608 434592    0    0     0     0 8448 2986  2 37 61  0  0  0
 0  0      0 338460  15608 434608    0    0     0     0 7885 2935  1 38 61  0  0  0
 0  0      0 338812  15608 434628    0    0     0     0 8230 3117  1 37 62  0  0  0
 2  0      0 338940  15608 434644    0    0     0     0 7610 3060  2 33 65  0  0  0
 5  0      0 337732  15616 434656    0    0     0    16 8175 3085  1 36 62  1  0  0
 0  0      0 338116  15616 434680    0    0     0     0 8456 3041  1 40 59  0  0  0
 0  0      0 325316  15616 434700    0    0     0     0 8032 2951  2 38 60  0  0  0
 0  0      0 326704  15616 434716    0    0     0     0 7704 3086  1 38 61  0  0  0
 0  0      0 325968  15616 434736    0    0     0     0 7902 2964  1 36 63  0  0  0
 0  0      0 327288  15624 434744    0    0     0    16 7569 2959  1 33 64  2  0  0
 0  0      0 324792  15624 434772    0    0     0     0 8206 2987  1 37 62  0  0  0
 6  0      0 325240  15624 434788    0    0     0     0 7739 2974  1 33 66  0  0  0
 1  0      0 326008  15624 434812    0    0     0     0 8288 3140  1 36 63  0  0  0
 0  0      0 326008  15624 434828    0    0     0     0 7598 3096  1 34 65  0  0  0
 0  0      0 326008  15632 434840    0    0     0    16 7871 2976  1 34 65  0  0  0
 0  0      0 324504  15632 434864    0    0     0     0 8099 3040  1 38 61  0  0  0
 0  0      0 316676  15632 434916    0    0     0   212 8019 3021  1 36 63  0  0  0
 0  0      0 316996  15632 434904    0    0     0  4340 8456 3424  2 37 60  1  0  0
 0  0      0 317828  15632 434916    0    0     0    44 7607 3076  1 36 63  0  0  0
 5  0      0 317996  15644 434924    0    0     0    76 7812 3111  1 35 62  2  0  0
 0  0      0 318616  15644 434952    0    0     0     4 7942 2894  2 37 61  0  0  0
 3  0      0 319640  15644 434972    0    0     0     0 8665 3129  0 38 62  0  0  0
 2  0      0 317400  15644 434988    0    0     0     0 7514 2917  2 32 66  0  0  0
 0  0      0 317624  15644 435008    0    0     0   616 8607 3075  1 38 61  0  0  0
 0  0      0 318496  15652 435024    0    0     0    36 7682 2921  1 35 63  1  0  0
 0  0      0 316644  15652 435052    0    0     0     0 8428 2913  1 37 62  0  0  0
 4  0      0 300600  15652 435068    0    0     0     0 7471 2804  1 35 64  0  0  0
 0  0      0 301304  15652 435088    0    0     0     0 7846 3114  1 34 65  0  0  0
 0  0      0 300896  15652 435104    0    0     0     0 8447 3036  2 37 61  0  0  0
 0  0      0 301248  15660 435116    0    0     0    16 7745 2857  0 34 64  2  0  0
 0  0      0 302124  15660 435140    0    0     0     0 8666 2987  2 38 60  0  0  0
 3  0      0 301524  15660 435160    0    0     0     0 7636 2962  0 35 65  0  0  0
 0  0      0 301908  15660 435176    0    0     0     0 7688 2898  2 35 63  0  0  0
 0  0      0 301268  15660 435196    0    0     0     0 7413 2982  1 35 64  0  0  0
 0  0      0 301300  15668 435204    0    0     0    16 7869 2940  1 36 63  0  0  0
 0  0      0 301812  15668 435232    0    0     0     0 8373 3143  2 38 60  0  0  0
 0  0      0 297852  15668 437332    0    0  2032     0 8100 2928  1 36 63  0  0  0
 0  0      0 298460  15668 437308    0    0     0     0 7954 3085  1 35 64  0  0  0
 0  0      0 296960  15668 437328    0    0     0     0 7642 2930  2 33 65  0  0  0
 0  0      0 297508  15676 437336    0    0     0    16 8166 2973  1 35 63  1  0  0
 0  0      0 297828  15676 437364    0    0     0     0 8005 2939  1 34 65  0  0  0
 5  0      0 297060  15676 437380    0    0     0     0 8307 3040  1 34 65  0  0  0
 2  0      0 297764  15676 437396    0    0     0     0 8044 3020  3 35 62  0  0  0
 0  0      0 298148  15676 437416    0    0     0     0 7647 3085  0 33 67  0  0  0
 0  0      0 297604  15684 437428    0    0     0    16 7636 2869  2 36 62  0  0  0
 0  0      0 296868  15684 437452    0    0     0     0 8345 2946  1 36 63  0  0  0
 0  0      0 298148  15684 437472    0    0     0     0 7702 3031  1 34 65  0  0  0
 0  0      0 294276  15684 439100    0    0  1612     0 7796 2901  1 36 63  0  0  0
 0  0      0 292740  15684 439124    0    0     0     0 7616 2858  1 34 65  0  0  0
 0  0      0 293124  15692 439132    0    0     0    16 7496 2915  1 35 62  2  0  0
 8  0      0 293476  15692 439160    0    0     0    68 8750 2984  1 40 59  0  0  0
 0  0      0 293444  15692 439176    0    0     0     8 7956 3078  2 35 63  0  0  0
