procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 368108  15596 425932    0    0 17235   267 1191   12  1  5 91  3  0  0
 5  0      0 342720  15596 438260    0    0 12268     0 5355 1814  1 29 69  1  0  0
 4  0      0 335892  15596 438300    0    0     0     0 12947 4821 2 64 34  0  0  0
 5  0      0 335080  15596 438364    0    0     0     0 11926 4706 2 52 46  0  0  0
 0  0      0 335548  15596 438396    0    0     0     0 11860 4859 1 55 44  0  0  0
 0  0      0 335040  15604 438412    0    0     0    64 12666 4745 2 57 40  1  0  0
 1  0      0 335920  15604 438460    0    0     0     0 12558 4891 2 55 43  0  0  0
 5  0      0 336244  15604 438488    0    0     0     0 11629 4719 2 50 48  0  0  0
 0  0      0 334228  15604 438516    0    0     0     0 11556 4743 1 56 43  0  0  0
 4  0      0 335512  15604 438548    0    0     0     0 12172 4824 2 56 42  0  0  0
 0  0      0 332984  15612 438568    0    0     0    16 11652 4706 1 54 43  2  0  0
10  0      0 321544  15612 438636    0    0     0  4800 12133 4792 2 63 35  0  0  0
 0  0      0 323068  15612 438632    0    0     0     4 11883 4970 3 54 43  0  0  0
 0  0      0 322012  15612 438656    0    0     0    44 12006 4919 2 57 41  0  0  0
 0  0      0 322844  15612 438692    0    0     0     0 11438 4798 2 53 45  0  0  0
 0  0      0 322268  15624 438708    0    0     0    68 11157 4695 1 50 49  1  0  0
 0  0      0 323132  15624 438748    0    0     0     0 12381 4879 2 54 44  0  0  0
 6  0      0 323932  15624 438776    0    0     0     0 11252 4713 2 51 47  0  0  0
 6  0      0 320636  15624 438804    0    0     0     0 11774 4733 2 53 45  0  0  0
 0  0      0 321756  15624 438836    0    0     0     0 11856 4758 2 54 44  0  0  0
 0  0      0 322300  15632 438856    0    0     0    20 11800 4737 1 54 44  1  0  0
 0  0      0 310940  15632 438892    0    0     0     0 11743 4820 2 50 49  0  0  0
 6  0      0 311492  15632 438928    0    0     0     0 12096 4726 1 62 37  0  0  0
 3  0      0 311332  15632 438956    0    0     0   648 12460 4711 2 55 43  0  0  0
 0  0      0 311684  15632 438984    0    0     0     0 11196 4609 2 48 50  0  0  0
 0  0      0 311468  15640 439004    0    0     0    28 11458 4685 1 51 47  1  0  0
 3  0      0 312088  15640 439040    0    0     0     0 12092 4706 2 54 44  0  0  0
 0  0      0 311964  15640 439072    0    0     0     0 11649 4676 2 57 41  0  0  0
 1  0      0 311496  15640 439100    0    0     0     0 11866 4610 1 54 45  0  0  0
 6  0      0 312464  15640 439128    0    0     0     0 11431 4579 2 51 47  0  0  0
 4  0      0 310864  15648 439156    0    0     0    16 11365 4570 2 55 41  2  0  0
 4  0      0 293968  15648 441276    0    0  2032     4 11917 4781 2 56 42  0  0  0
 2  0      0 295516  15648 441256    0    0     0     0 12018 4666 1 52 47  0  0  0
 5  0      0 293640  15648 441284    0    0     0     0 12142 4656 2 53 45  0  0  0
 0  0      0 294780  15648 441312    0    0     0     0 11759 4703 2 46 52  0  0  0
 8  0      0 296540  15656 441332    0    0     0    24 11918 4694 1 52 45  2  0  0
 0  0      0 293820  15656 441372    0    0     0     0 11157 4631 2 52 46  0  0  0
 0  0      0 295120  15656 441404    0    0     0     0 11474 4618 2 51 47  0  0  0
 0  0      0 295792  15656 441432    0    0     0     0 10939 4599 1 51 48  0  0  0
 0  0      0 295548  15656 441464    0    0     0     0 12475 4755 2 58 40  0  0  0
 6  0      0 292956  15664 441480    0    0     0    16 11572 4652 2 50 48  0  0  0
 0  0      0 293532  15664 441520    0    0     0     0 11347 4697 2 54 44  0  0  0
 4  0      0 294652  15664 441548    0    0     0     0 10778 4662 2 46 52  0  0  0
 0  0      0 294824  15664 441576    0    0     0   168 11504 4721 1 54 45  0  0  0
 1  0      0 294104  15664 441608    0    0     0     0 12081 4740 2 56 42  0  0  0
 0  0      0 294904  15672 441636    0    0     0    16 10875 4551 1 48 49  1  0  0
 5  0      0 295032  15672 441672    0    0     0    60 11530 4600 1 53 46  0  0  0
10  0      0 295576  15672 441704    0    0     0     0 11266 4555 2 50 48  0  0  0
 1  0      0 287008  15672 441732    0    0     0     0 12391 4728 2 58 40  0  0  0
 1  0      0 288320  15672 441764    0    0     0     4 11544 4647 2 50 48  0  0  0
 5  0      0 290016  15680 441784    0    0     0    16 12151 4763 1 55 43  1  0  0
 0  0      0 290784  15680 441820    0    0     0     0 11682 4754 2 56 42  0  0  0
 3  0      0 286620  15680 443464    0    0  1612     0 10751 4513 2 53 45  0  0  0
 0  0      0 286972  15680 443492    0    0     0     0 11555 4728 2 49 49  0  0  0
 4  0      0 288124  15680 443524    0    0     0   892 11901 4698 2 51 47  0  0  0
 0  0      0 289116  15688 443544    0    0     0    28 11437 4626 1 52 47  0  0  0
 0  0      0 289692  15688 443580    0    0     0     0 11988 4826 2 52 46  0  0  0
 0  0      0 288572  15688 443612    0    0     0     0 11095 4608 1 51 48  0  0  0
 5  0      0 290236  15688 443636    0    0     0     0 11419 4574 2 53 45  0  0  0
 4  0      0 289660  15688 443668    0    0     0     0 11068 4487 1 56 43  0  0  0
 0  0      0 288700  15696 443688    0    0     0    16 11489 4596 2 51 46  1  0  0
 0  0      0 288828  15696 443732    0    0     0     0 12719 4787 2 59 39  0  0  0
 3  0      0 286932  15696 444192    0    0   392     0 11452 4740 1 50 49  0  0  0
 0  0      0 286484  15696 444184    0    0     0     8 11977 4649 2 52 46  0  0  0
 8  0      0 284720  15696 444212    0    0     0     0 12339 4762 1 56 43  0  0  0
 0  0      0 285456  15704 444232    0    0     0    24 11713 4728 1 54 44  1  0  0
 0  0      0 285328  15704 444268    0    0     0     0 11660 4626 2 57 41  0  0  0
 3  0      0 285712  15704 444300    0    0     0     0 11480 4668 2 52 46  0  0  0
 0  0      0 287288  15704 444328    0    0     0     0 11726 4690 1 52 47  0  0  0
 6  0      0 286788  15704 444360    0    0     0     0 11521 4561 2 51 47  0  0  0
 0  0      0 286596  15712 444384    0    0     0    16 11868 4739 2 51 45  2  0  0
 0  0      0 285604  15712 444420    0    0     0     0 11729 4690 1 53 46  0  0  0
 0  0      0 285508  15712 444612    0    0   120     0 12287 4849 2 56 42  0  0  0
 0  0      0 287116  15712 444596    0    0     0     0 12807 4816 2 58 40  0  0  0
 0  0      0 285516  15712 444624    0    0     0     0 12181 4665 2 57 41  0  0  0
 0  0      0 284364  15720 444644    0    0     0    16 11750 4582 1 54 45  0  0  0
 4  0      0 285004  15720 444688    0    0     0     0 11645 4590 2 53 45  0  0  0
 0  0      0 285944  15720 444716    0    0     0     0 11501 4658 1 49 49  1  0  0
 0  0      0 286988  15720 444744    0    0     0     0 12098 4632 2 56 42  0  0  0
 3  0      0 286884  15720 444776    0    0     0     0 11426 4747 1 53 46  0  0  0
 1  0      0 284836  15728 444796    0    0     0    20 11349 4643 2 51 46  1  0  0
 0  0      0 285636  15728 444832    0    0     0     0 11982 4680 2 53 45  0  0  0
 5  0      0 286196  15728 444860    0    0     0    24 11537 4627 2 51 47  0  0  0
 0  0      0 282908  15728 445556    0    0   668     0 11073 4658 1 51 48  0  0  0
 0  0      0 283096  15728 445596    0    0     0     0 12022 4782 1 54 45  0  0  0
 3  1      0 283756  15736 445616    0    0     0   920 11950 4587 2 53 44  1  0  0
 0  0      0 284940  15736 445652    0    0     0     0 11801 4661 2 55 43  0  0  0
 0  0      0 285012  15736 445684    0    0     0     0 11893 4690 1 55 44  0  0  0
 3  0      0 286536  15736 445708    0    0     0     0 11608 4627 2 52 46  0  0  0
 0  0      0 286164  15736 445740    0    0     0     0 11815 4542 1 54 45  0  0  0
 0  1      0 284372  15744 445760    0    0     0    16 11993 4627 2 52 45  1  0  0
 4  0      0 284452  15744 445796    0    0     0     0 11694 4706 2 54 43  1  0  0
 0  0      0 285136  15744 445832    0    0     0     0 11250 4669 2 55 43  0  0  0
 0  0      0 279292  15744 452004    0    0  6144     0 11104 4576 2 50 48  0  0  0
 0  0      0 277500  15744 452032    0    0     0     4 11987 4608 2 53 45  0  0  0
 0  1      0 278332  15752 452052    0    0     0    16 11225 4534 1 51 48  0  0  0
 0  0      0 278216  15752 452092    0    0     0     0 11861 4723 2 52 45  1  0  0
 4  0      0 278456  15752 452124    0    0     0     0 11652 4469 2 54 44  0  0  0
 0  0      0 278584  15752 452152    0    0     0     0 12263 4736 2 61 37  0  0  0
 3  0      0 276608  15752 452180    0    0     0     0 10954 4553 2 53 45  0  0  0
 6  1      0 277664  15760 452208    0    0     0    16 11707 4621 2 51 47  0  0  0
 0  0      0 278016  15760 452244    0    0     0     0 10900 4598 2 50 47  1  0  0
 0  0      0 275424  15760 452276    0    0     0     0 11856 4719 2 54 44  0  0  0
 0  0      0 278520  15760 452488    0    0   148     0 10844 4438 2 55 42  1  0  0
 5  0      0 278616  15760 452480    0    0     0     0 12078 4766 1 57 42  0  0  0
 1  1      0 278744  15768 452504    0    0     0    16 12557 4742 2 56 42  0  0  0
 4  0      0 278284  15768 452536    0    0     0     0 11841 4704 2 52 46  0  0  0
 0  0      0 277696  15768 452568    0    0     0     0 12181 4719 3 55 42  0  0  0
 1  0      0 276768  15768 452600    0    0     0     0 12107 4583 2 55 43  0  0  0
 0  0      0 278856  15768 452628    0    0     0     0 11686 4668 2 52 46  0  0  0
 0  1      0 276904  15776 452652    0    0     0    20 11469 4694 1 55 43  1  0  0
 6  0      0 278056  15776 452688    0    0     0     0 11335 4526 2 50 48  0  0  0
 5  0      0 278888  15776 452716    0    0     0     0 11859 4735 1 52 47  0  0  0
 3  0      0 276928  15776 452880    0    0    92     0 11958 4742 2 54 43  1  0  0
 0  0      0 277824  15776 452840    0    0     0     0 11439 4551 2 55 43  0  0  0
 0  0      0 275076  15776 452872    0    0     0   892 11722 4483 2 59 39  0  0  0
 2  0      0 277148  15784 452908    0    0     0    44 11357 4615 1 54 44  1  0  0
 0  0      0 278056  15784 452936    0    0     0     0 11134 4575 2 55 43  0  0  0
 3  0      0 276584  15784 452964    0    0     0     0 11942 4711 2 55 43  0  0  0
 4  0      0 277096  15784 452996    0    0     0     0 11673 4625 2 55 43  0  0  0
 4  0      0 277140  15784 453024    0    0     0     0 12014 4725 2 54 44  0  0  0
 0  0      0 278472  15792 453052    0    0     0    16 11125 4666 2 51 45  2  0  0
 0  0      0 278144  15792 453080    0    0     0     0 11164 4600 2 52 46  0  0  0
18  0      0 269744  15792 453160    0    0     0     0 11762 4678 2 56 42  0  0  0
 0  0      0 268984  15792 461336    0    0  8192     0 11766 4677 3 60 37  0  0  0
 1  0      0 269132  15792 461364    0    0     0     0 11958 4688 2 51 47  0  0  0
 0  0      0 269780  15800 461392    0    0     0    24 11312 4704 1 51 48  0  0  0
 0  0      0 269140  15800 461424    0    0     0     0 12651 4749 1 57 42  0  0  0
 0  0      0 269636  15800 461452    0    0     0     0 11033 4481 2 50 49  0  0  0
 6  0      0 266644  15800 461480    0    0     0     0 11308 4576 2 52 46  0  0  0
 2  0      0 269332  15800 461508    0    0     0     0 12153 4680 1 55 44  0  0  0
 0  0      0 269340  15808 461540    0    0     0    24 11473 4566 2 49 47  1  0  0
 2  0      0 267336  15808 461572    0    0     0     0 12596 4725 3 60 37  0  0  0
 4  0      0 266704  15808 461600    0    0     0     0 11216 4608 1 52 47  0  0  0
 0  0      0 264620  15808 464708    0    0  3080     0 11306 4640 2 50 48  1  0  0
 4  0      0 266764  15808 464740    0    0     0     0 11900 4743 2 53 45  0  0  0
 4  0      0 264308  15816 464764    0    0     0    16 12145 4743 2 55 43  0  0  0
 0  0      0 264824  15816 464796    0    0     0     0 11491 4515 2 52 46  0  0  0
 5  0      0 265708  15816 464824    0    0     0     0 10792 4601 2 48 49  0  0  0
 6  0      0 264396  15816 464860    0    0     0     0 11255 4604 1 50 49  0  0  0
 0  0      0 265356  15816 464892    0    0     0     0 11881 4650 2 55 43  0  0  0
 3  0      0 265100  15824 464916    0    0     0    20 11726 4638 2 53 44  1  0  0
 7  0      0 265688  15824 464948    0    0     0     0 11781 4853 2 48 49  0  0  0
 6  0      0 266016  15824 464976    0    0     0     0 11511 4637 2 50 49  0  0  0
 5  0      0 249832  15824 478600    0    0 13556     0 12565 4717 1 58 40  1  0  0
 0  0      0 250860  15824 478596    0    0     0     0 12339 4692 2 56 42  0  0  0
 0  0      0 248716  15832 478624    0    0     0   908 11741 4828 1 53 46  0  0  0
 7  0      0 250944  15832 478656    0    0     0     0 11940 4643 2 54 44  0  0  0
 7  0      0 250312  15832 478684    0    0     0     0 11660 4548 1 53 46  0  0  0
 3  0      0 249032  15832 478712    0    0     0     0 12264 4620 2 60 38  0  0  0
 0  0      0 249704  15832 478744    0    0     0     0 11630 4739 2 53 45  0  0  0
 5  0      0 249928  15840 478772    0    0     0    28 12060 4674 2 56 41  1  0  0
 1  0      0 250984  15840 478800    0    0     0    24 12061 4627 1 58 41  0  0  0
 5  0      0 251400  15840 478828    0    0     0     0 10527 4448 2 47 51  0  0  0
10  0      0 246456  15840 479620    0    0   720     0 11820 4691 2 53 45  0  0  0
 0  0      0 248248  15840 479600    0    0     0     0 11553 4538 2 50 48  0  0  0
 3  0      0 248440  15848 479628    0    0     0    16 11744 4717 2 54 43  1  0  0
 6  0      0 248084  15848 479656    0    0     0     8 12663 4762 1 59 40  0  0  0
 0  0      0 249844  15848 479684    0    0     0     0 11502 4622 2 51 47  0  0  0
 0  0      0 249588  15848 479716    0    0     0     0 11896 4644 1 55 44  0  0  0
13  0      0 250500  15848 479744    0    0     0     0 11827 4560 2 54 44  0  0  0
 0  0      0 249304  15856 479772    0    0     0    24 11936 4620 1 54 45  0  0  0
 4  0      0 249832  15856 479800    0    0     0     0 12142 4810 2 55 43  0  0  0
 0  0      0 249064  15856 479836    0    0     0     0 11713 4607 2 53 45  0  0  0
 6  0      0 244008  15856 483556    0    0  3644     0 11902 4718 1 54 44  1  0  0
 0  0      0 246192  15856 483520    0    0     0     0 11739 4537 2 52 46  0  0  0
 1  0      0 246092  15864 483548    0    0     0    16 12093 4671 2 53 45  0  0  0
 0  0      0 247308  15864 483580    0    0     0     0 12268 4734 2 56 42  0  0  0
 0  0      0 246240  15864 483608    0    0     0     0 12235 4830 1 54 45  0  0  0
 0  0      0 247648  15864 483636    0    0     0     0 11299 4613 1 49 50  0  0  0
 2  0      0 245344  15864 483664    0    0     0     4 12195 4843 2 54 44  0  0  0
 0  0      0 246484  15872 483700    0    0     0    16 12247 4720 2 54 43  1  0  0
 0  0      0 246652  15872 483732    0    0     0     0 12324 4736 2 55 43  0  0  0
 0  0      0 247484  15872 483760    0    0     0     0 11222 4648 2 49 49  0  0  0
 2  0      0 248316  15872 483788    0    0     0     0 11051 4665 2 49 49  0  0  0
 2  0      0 246364  15872 484768    0    0   964     0 11798 4679 1 53 45  1  0  0
 4  0      0 245884  15880 484792    0    0     0    16 11970 4753 2 53 44  1  0  0
 0  0      0 245800  15880 484824    0    0     0   892 11123 4541 2 49 49  0  0  0
 0  0      0 246440  15880 484852    0    0     0     0 11137 4652 1 49 50  0  0  0
 4  0      0 245156  15880 484884    0    0     0     0 12288 4813 1 55 44  0  0  0
 0  0      0 243732  15880 484916    0    0     0     0 12955 5010 2 57 41  0  0  0
 0  0      0 245396  15888 484944    0    0     0    28 11924 4655 2 53 44  1  0  0
 5  0      0 245484  15888 484972    0    0     0     0 11748 4739 2 52 46  0  0  0
 3  0      0 246648  15888 485000    0    0     0     0 11370 4614 1 52 47  0  0  0
 0  0      0 246008  15888 485028    0    0     0     0 11119 4561 2 50 48  0  0  0
 0  0      0 242840  15888 485096    0    0     0     0 11576 4756 2 56 42  0  0  0
 4  0      0 242904  15896 485076    0    0     0    40 11082 4696 1 49 49  1  0  0
 7  0      0 242944  15896 485104    0    0     0     0 12613 4790 2 55 43  0  0  0
 4  0      0 244640  15896 485132    0    0     0     4 11485 4593 2 52 46  0  0  0
 0  0      0 244640  15896 485160    0    0     0     0 11179 4437 2 52 46  0  0  0
 0  0      0 242608  15896 485192    0    0     0     0 11905 4696 1 55 44  0  0  0
 1  0      0 244248  15904 485220    0    0     0    16 11367 4633 2 54 44  0  0  0
 4  0      0 243872  15904 485248    0    0     0     0 11909 4767 2 54 44  0  0  0
 7  0      0 244448  15904 485280    0    0     0     0 12096 4878 1 52 47  0  0  0
 0  0      0 245120  15904 485320    0    0     0     0 12340 4730 3 54 43  0  0  0
 0  0      0 244140  15904 485348    0    0     0     0 12058 4504 1 55 44  0  0  0
 3  0      0 244948  15912 485376    0    0     0    16 12317 4679 3 53 42  2  0  0
 0  0      0 246976  15912 485404    0    0     0     0 12520 4811 1 56 43  0  0  0
 7  0      0 247656  15912 485436    0    0     0     0 11610 4714 2 51 47  0  0  0
 6  0      0 245648  15912 485464    0    0     0     0 12148 4695 2 56 42  0  0  0
 5  0      0 246992  15912 485492    0    0     0     0 11759 4603 1 54 45  0  0  0
 0  0      0 248304  15920 485520    0    0     0    20 12491 4740 1 56 42  1  0  0
 0  0      0 248216  15920 485552    0    0     0     0 11926 4744 2 53 45  0  0  0
 3  0      0 248504  15920 485584    0    0     0     0 12493 4730 3 56 41  0  0  0
 4  0      0 246848  15920 485612    0    0     0     0 12588 4651 1 58 41  0  0  0
 7  0      0 246752  15920 485688    0    0     0     0 11398 4523 3 52 45  0  0  0
 2  0      0 246560  15928 485668    0    0     0    16 12035 4692 2 52 46  0  0  0
 5  0      0 246656  15928 485700    0    0     0   892 11432 4604 1 52 47  0  0  0
 5  0      0 247656  15928 485728    0    0     0     0 11803 4640 2 51 47  0  0  0
