procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 347360  15580 438316    0    0 63577   945 1810   48  2 20 69  8  0  0
 0  0      0 339716  15580 438376    0    0     0     0 10007 3513 1 47 52  0  0  0
 0  0      0 340104  15580 438404    0    0     0     0 9588 4068  2 45 53  0  0  0
 3  0      0 340488  15580 438428    0    0     0     0 9849 3986  1 45 54  0  0  0
 5  0      0 339488  15580 438460    0    0     0     0 10450 4058 1 47 52  0  0  0
 3  0      0 335424  15588 438476    0    0     0    64 10236 4144 2 48 50  0  0  0
 0  0      0 335904  15588 438508    0    0     0     0 10201 4078 1 46 53  0  0  0
 5  0      0 332288  15588 438536    0    0     0     0 10326 4100 1 48 51  0  0  0
 1  0      0 334096  15588 438560    0    0     0     0 10837 4373 2 47 51  0  0  0
 6  0      0 334692  15588 438580    0    0     0     0 9856 3995  2 46 52  0  0  0
 1  0      0 335460  15596 438596    0    0     0    24 9819 4030  1 44 54  1  0  0
 0  0      0 334916  15596 438632    0    0     0     0 10774 4145 2 51 47  0  0  0
 8  0      0 335460  15596 438656    0    0     0     0 10236 3894 1 46 53  0  0  0
 2  0      0 335876  15596 438680    0    0     0     0 9866 3978  2 45 53  0  0  0
 0  0      0 335588  15596 438708    0    0     0     0 10377 4212 2 48 50  0  0  0
 0  0      0 334724  15604 438724    0    0     0    20 11196 4257 1 51 48  0  0  0
 3  0      0 335556  15604 438764    0    0     0     0 10185 4116 2 47 51  0  0  0
 5  0      0 336676  15604 438792    0    0     0     0 10741 4092 2 49 48  0  0  0
 4  0      0 333516  15604 438816    0    0     0     0 9798 3940  2 50 48  0  0  0
 0  0      0 334520  15604 438840    0    0     0     0 11091 4062 1 53 46  0  0  0
 0  0      0 335224  15612 438860    0    0     0    16 10896 4112 2 48 49  1  0  0
 0  0      0 336580  15612 438892    0    0     0     0 10995 4099 1 50 49  0  0  0
 4  0      0 336100  15612 438916    0    0     0     0 10697 4056 2 55 43  0  0  0
 0  0      0 334564  15612 438944    0    0     0     0 10948 4083 2 52 46  0  0  0
 4  0      0 333540  15612 438972    0    0     0     0 10672 4013 2 49 48  0  0  0
 1  0      0 334084  15620 438988    0    0     0    16 10859 4094 2 50 47  1  0  0
 4  0      0 335844  15620 439020    0    0     0     0 10439 4030 1 47 52  0  0  0
10  0      0 323060  15620 439080    0    0     0   212 10629 4047 2 49 48  0  0  0
 3  0      0 323540  15620 439072    0    0     0  4412 10822 4344 1 49 50  0  0  0
 5  0      0 324148  15620 439092    0    0     0    44 10508 4105 1 47 52  0  0  0
 4  0      0 322940  15632 439108    0    0     0    68 10726 4160 2 50 48  0  0  0
 0  0      0 324228  15632 439144    0    0     0     0 10624 3999 2 48 50  0  0  0
 7  0      0 324228  15632 439172    0    0     0     4 9849 3951  1 45 54  0  0  0
10  0      0 323460  15632 439200    0    0     0     0 10640 4019 1 46 53  0  0  0
 2  0      0 324056  15632 439224    0    0     0   856 10700 4030 1 46 53  0  0  0
 0  0      0 325176  15640 439244    0    0     0    36 10735 4047 2 47 50  1  0  0
 0  0      0 323096  15640 439276    0    0     0     0 10455 4067 1 48 51  0  0  0
 4  0      0 311288  15640 439300    0    0     0     0 10982 4024 1 49 50  0  0  0
 0  0      0 309880  15640 439328    0    0     0     0 9927 3917  2 46 52  0  0  0
 3  0      0 310488  15640 439352    0    0     0     0 10036 3964 1 45 54  0  0  0
