procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 326064  15572 454800    0    0 63558  1000 2173   47  2 23 67  7  0  0
18  0      0 301660  15572 454880    0    0     0     0 16694 5559 3 88  9  0  0  0
24  0      0 297120  15572 454976    0    0     0     0 18532 6769 3 97  0  0  0  0
21  0      0 300372  15572 455032    0    0     0     0 18616 6985 3 97  0  0  0  0
26  0      0 301628  15572 455088    0    0     0     0 19183 6391 3 97  0  0  0  0
37  0      0 298216  15580 455132    0    0     0    68 18215 6574 4 96  0  0  0  0
13  0      0 293000  15580 455200    0    0     0     0 18528 6829 3 97  0  0  0  0
27  0      0 293800  15580 455256    0    0     0     0 18458 6562 3 97  0  0  0  0
35  0      0 293012  15580 455320    0    0     0     0 17786 6662 3 97  0  0  0  0
41  0      0 292500  15580 455368    0    0     0     0 18251 6391 3 97  0  0  0  0
20  0      0 292184  15588 455404    0    0     0    24 17940 6633 3 97  0  0  0  0
34  0      0 292184  15588 455464    0    0     0     0 18448 6323 3 97  0  0  0  0
32  0      0 295556  15588 455524    0    0     0     0 18265 6833 3 97  0  0  0  0
27  0      0 298372  15588 455576    0    0     0     0 18484 6294 3 97  0  0  0  0
22  0      0 296892  15588 455636    0    0     0     0 18760 6383 4 96  0  0  0  0
23  0      0 293440  15596 455684    0    0     0    16 18784 6658 3 97  0  0  0  0
 1  0      0 297064  15596 455792    0    0     0     0 18806 6740 3 95  2  0  0  0
17  0      0 295192  15596 455808    0    0     0     0 18199 6513 3 97  0  0  0  0
30  0      0 293592  15596 455860    0    0     0     0 18090 6742 3 97  0  0  0  0
22  0      0 295948  15596 455912    0    0     0     0 17815 6727 4 96  0  0  0  0
25  0      0 299684  15604 455960    0    0     0    16 18768 6846 3 97  0  0  0  0
27  0      0 297624  15604 456024    0    0     0     0 18349 6902 3 97  0  0  0  0
17  0      0 295320  15604 456080    0    0     0     0 18480 6755 4 96  0  0  0  0
27  0      0 292612  15604 456132    0    0     0     0 18191 6554 4 96  0  0  0  0
26  0      0 295012  15604 456184    0    0     0     0 18384 6340 2 98  0  0  0  0
13  0      0 291756  15612 456232    0    0     0    16 18197 6696 4 96  0  0  0  0
11  0      0 295280  15612 456292    0    0     0     0 17985 6449 4 96  0  0  0  0
17  0      0 293816  15612 456348    0    0     0   208 18600 6748 3 97  0  0  0  0
 7  0      0 297580  15612 456408    0    0     0  5056 18771 7261 3 96  1  0  0  0
43  0      0 290348  15612 456460    0    0     0    44 18435 6425 3 96  1  0  0  0
10  0      0 292252  15624 456504    0    0     0    68 18246 6738 4 96  0  0  0  0
23  0      0 296668  15624 456576    0    0     0     4 18309 6480 3 96  1  0  0  0
23  0      0 290576  15624 456628    0    0     0     0 17783 6640 4 96  0  0  0  0
30  0      0 291120  15624 456680    0    0     0     0 17995 6438 3 97  0  0  0  0
21  0      0 290448  15624 456732    0    0     0  1792 18447 6769 3 97  0  0  0  0
17  0      0 291952  15632 456784    0    0     0    36 18350 6319 3 97  0  0  0  0
25  0      0 292836  15632 456844    0    0     0     0 18459 6571 3 97  0  0  0  0
 7  0      0 283680  15632 456936    0    0     0     0 18407 7328 3 97  0  0  0  0
16  0      0 279628  15632 456956    0    0     0     0 18533 6286 3 96  1  0  0  0
28  0      0 277912  15632 457016    0    0     0     0 18097 6533 4 96  0  0  0  0
22  0      0 280332  15640 457060    0    0     0    16 17991 5919 2 98  0  0  0  0
13  0      0 280300  15640 457120    0    0     0     0 18333 6616 4 96  0  0  0  0
24  0      0 283700  15640 457172    0    0     0     0 18127 6710 3 97  0  0  0  0
43  0      0 276888  15640 457232    0    0     0     0 17932 6509 4 96  0  0  0  0
24  0      0 279944  15640 457280    0    0     0     0 17760 6906 3 97  0  0  0  0
19  0      0 277928  15648 457324    0    0     0    16 17582 6761 3 97  0  0  0  0
38  0      0 274928  15648 457380    0    0     0     0 17678 6519 3 97  0  0  0  0
28  0      0 272272  15648 457440    0    0     0     0 17786 6339 3 97  0  0  0  0
16  0      0 259600  15648 457496    0    0     0     0 18380 6962 4 96  0  0  0  0
23  0      0 261924  15648 457548    0    0     0     0 17205 6221 3 97  0  0  0  0
26  0      0 260208  15656 457592    0    0     0    16 17763 6341 4 96  0  0  0  0
20  0      0 259000  15656 457652    0    0     0     0 18235 5939 3 97  0  0  0  0
29  0      0 262648  15656 457716    0    0     0     0 17723 6619 4 96  0  0  0  0
33  0      0 260824  15656 457760    0    0     0     0 16617 5712 3 97  0  0  0  0
14  0      0 258232  15656 457808    0    0     0     0 16325 5651 4 96  0  0  0  0
36  0      0 258844  15664 457852    0    0     0    16 16442 5479 3 97  0  0  0  0
20  0      0 259832  15664 457904    0    0     0     0 16213 6296 5 95  0  0  0  0
36  0      0 258012  15664 457924    0    0     0     0 16507 6206 3 97  0  0  0  0
28  0      0 252040  15664 458000    0    0     0     0 15724 5771 4 96  0  0  0  0
13  0      0 246656  15664 460060    0    0  2032     0 15405 6047 4 96  0  0  0  0
11  0      0 250664  15672 460124    0    0     0    16 16838 6065 3 97  0  0  0  0
46  0      0 253388  15672 460180    0    0     0    60 16768 6075 4 96  0  0  0  0
29  0      0 251332  15672 460232    0    0     0     0 16329 5309 4 96  0  0  0  0
29  0      0 252176  15672 460280    0    0     0     8 16357 5070 3 97  0  0  0  0
23  0      0 249432  15672 460340    0    0     0     0 16868 5803 3 97  0  0  0  0
38  0      0 236264  15680 460428    0    0     0  1588 17305 6997 4 96  0  0  0  0
28  0      0 242728  15680 460480    0    0     0     0 17498 8368 3 97  0  0  0  0
33  0      0 245192  15680 460552    0    0     0     0 17529 8731 3 97  0  0  0  0
29  0      0 241384  15680 460608    0    0     0     0 17128 9237 3 97  0  0  0  0
31  0      0 244680  15680 460656    0    0     0     0 17758 8561 4 96  0  0  0  0
27  0      0 247240  15688 460704    0    0     0    16 17827 9214 3 97  0  0  0  0
25  0      0 246312  15688 460772    0    0     0     0 17504 9310 3 97  0  0  0  0
25  0      0 246864  15688 460828    0    0     0     0 17341 9176 3 97  0  0  0  0
36  0      0 246552  15688 460884    0    0     0     0 17753 9115 3 97  0  0  0  0
14  0      0 245432  15688 460932    0    0     0     0 17380 9201 3 97  0  0  0  0
16  0      0 246648  15696 460980    0    0     0    16 17472 8208 4 96  0  0  0  0
15  0      0 244808  15696 461044    0    0     0     0 17477 8694 4 96  0  0  0  0
30  0      0 246792  15696 461092    0    0     0     0 17293 8406 3 97  0  0  0  0
11  0      0 246888  15696 461144    0    0     0     0 18104 8458 2 98  0  0  0  0
19  0      0 240408  15696 462780    0    0  1612     0 16625 7643 4 96  0  0  0  0
23  0      0 230200  15704 462868    0    0     0    16 17525 8489 2 98  0  0  0  0
44  0      0 229604  15704 462908    0    0     0     0 17514 8581 3 97  0  0  0  0
43  0      0 233320  15704 462964    0    0     0     0 17791 7646 3 97  0  0  0  0
23  0      0 235376  15704 463012    0    0     0     0 17414 7939 4 96  0  0  0  0
21  0      0 232304  15704 463060    0    0     0     0 17583 6980 2 98  0  0  0  0
36  0      0 235168  15712 463100    0    0     0    16 17222 7712 3 97  0  0  0  0
12  0      0 238400  15712 463160    0    0     0     0 17725 8141 4 96  0  0  0  0
34  0      0 235808  15712 463220    0    0     0     0 17596 7791 3 97  0  0  0  0
29  0      0 234912  15712 463268    0    0     0     0 17806 7685 4 96  0  0  0  0
24  0      0 238292  15712 463320    0    0     0     0 17629 8387 3 97  0  0  0  0
27  0      0 229460  15720 463768    0    0   392    16 17792 8170 3 97  0  0  0  0
41  0      0 219696  15720 463956    0    0   120     0 17819 8288 3 97  0  0  0  0
29  0      0 222512  15720 463996    0    0     0     4 17690 8072 4 96  0  0  0  0
29  0      0 221168  15720 464048    0    0     0     0 17350 7795 3 97  0  0  0  0
19  0      0 219152  15720 464108    0    0     0     4 17611 8193 4 96  0  0  0  0
24  0      0 225432  15728 464152    0    0     0  1616 17866 8148 2 98  0  0  0  0
12  0      0 216808  15728 464216    0    0     0    24 17562 7979 4 96  0  0  0  0
27  0      0 219208  15728 464272    0    0     0     0 17630 7699 3 97  0  0  0  0
25  0      0 227244  15728 464324    0    0     0     0 17853 8550 4 96  0  0  0  0
12  0      0 225100  15728 464380    0    0     0     0 17475 8382 4 96  0  0  0  0
36  0      0 220176  15736 464428    0    0     0    16 17485 8052 3 97  0  0  0  0
50  0      0 215008  15736 464516    0    0     0     0 17620 8173 4 96  0  0  0  0
