procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 363572  15592 434224    0    0 17562   279 1186   12  0  6 91  2  0  0
 4  0      0 333776  15592 446572    0    0 12268     0 7512 2249  2 36 62  0  0  0
 8  0      0 332108  15592 446604    0    0     0     0 16015 5659 2 83 15  0  0  0
 4  0      0 331548  15592 446648    0    0     0     0 16024 5992 3 81 16  0  0  0
15  0      0 326252  15592 446696    0    0     0     0 16413 5763 2 83 15  0  0  0
 0  0      0 329008  15600 446768    0    0     0    64 16374 6096 3 74 23  0  0  0
 7  0      0 330564  15600 446784    0    0     0     0 16688 6027 2 77 21  0  0  0
12  0      0 321160  15600 446828    0    0     0     0 16539 5864 2 81 17  0  0  0
 4  0      0 323052  15600 446872    0    0     0     0 16748 5902 2 80 18  0  0  0
 0  0      0 324816  15600 446916    0    0     0     0 16425 5741 3 78 19  0  0  0
 0  0      0 326680  15608 446992    0    0     0    16 15909 6013 2 74 23  1  0  0
12  0      0 316416  15608 447040    0    0     0   208 16042 5974 2 78 20  0  0  0
 2  0      0 316216  15608 447052    0    0     0  4952 16115 6277 3 76 21  0  0  0
 6  0      0 316656  15608 447092    0    0     0    44 16221 5931 3 79 18  0  0  0
10  0      0 313776  15608 447136    0    0     0     0 16851 5893 3 86 11  0  0  0
10  0      0 315780  15620 447204    0    0     0    64 16633 5914 2 81 17  0  0  0
 0  0      0 316420  15620 447224    0    0     0     0 15948 6081 3 72 25  0  0  0
 4  0      0 316996  15620 447268    0    0     0     0 16458 5815 3 77 20  0  0  0
 0  0      0 317376  15620 447312    0    0     0     0 16001 6030 2 74 24  0  0  0
17  0      0 318452  15620 447356    0    0     0     0 16947 5932 2 80 18  0  0  0
 6  0      0 318424  15628 447428    0    0     0    20 16415 6041 3 74 22  1  0  0
 0  0      0 308544  15628 447452    0    0     0     0 15617 5775 3 74 23  0  0  0
 7  0      0 309872  15628 447496    0    0     0     0 15565 5975 2 71 27  0  0  0
 8  0      0 308912  15628 447540    0    0     0   964 14971 5899 2 71 27  0  0  0
 0  0      0 307736  15628 447580    0    0     0     0 15569 5719 3 73 24  0  0  0
 4  0      0 307672  15636 447652    0    0     0    28 16451 5798 2 78 19  1  0  0
 7  0      0 309964  15636 447672    0    0     0     0 16197 5736 3 78 19  0  0  0
 4  0      0 310060  15636 447716    0    0     0     0 15763 5990 2 72 26  0  0  0
 1  0      0 309212  15636 447760    0    0     0     0 16035 5942 2 77 21  0  0  0
 0  0      0 306116  15636 447800    0    0     0     0 16240 5782 2 77 21  0  0  0
 7  0      0 307660  15644 447872    0    0     0    16 16510 5895 3 75 21  1  0  0
 7  0      0 292836  15644 447900    0    0     0     4 15200 5987 2 73 25  0  0  0
 2  0      0 293324  15644 447940    0    0     0     0 16048 6111 2 73 24  0  0  0
 0  0      0 292172  15644 447984    0    0     0     0 15823 5884 2 75 23  0  0  0
 3  0      0 293068  15644 448024    0    0     0     0 16805 5958 3 78 19  0  0  0
 4  0      0 293684  15652 448100    0    0     0    24 16202 5734 2 78 20  0  0  0
 0  0      0 293884  15652 448116    0    0     0     0 16261 6067 3 75 22  0  0  0
 8  0      0 290684  15652 448160    0    0     0     0 16057 5793 2 74 24  0  0  0
 5  0      0 289296  15652 448204    0    0     0     0 16152 5750 2 82 16  0  0  0
 0  0      0 290832  15652 448248    0    0     0     0 15952 5788 3 73 24  0  0  0
 1  0      0 292528  15660 448320    0    0     0    16 16961 5948 3 83 14  0  0  0
 5  0      0 289592  15660 448332    0    0     0     0 15601 5716 2 80 18  0  0  0
 9  0      0 287592  15660 450412    0    0  2032     0 15626 6102 2 74 24  0  0  0
 2  0      0 288328  15660 450456    0    0     0   168 16337 5858 3 75 22  0  0  0
 5  0      0 289264  15660 450500    0    0     0     0 15844 6016 2 75 23  0  0  0
 8  0      0 288432  15668 450572    0    0     0    16 15279 5716 2 73 25  0  0  0
 9  0      0 287644  15668 450588    0    0     0    56 15920 5814 3 77 20  0  0  0
 6  0      0 289084  15668 450644    0    0     0     0 16259 5910 2 77 21  0  0  0
 6  0      0 288988  15668 450684    0    0     0     0 16114 6215 2 76 22  0  0  0
 0  0      0 289724  15668 450728    0    0     0     4 15441 5991 1 69 30  0  0  0
