procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  0      0 326236  15388 450296    0    0 62028   992 2244   47  2 23 67  7  0  0
 9  0      0 319340  15584 450792    0    0   108     0 16851 5287 3 92  5  0  0  0
 6  0      0 319656  15584 450880    0    0     0     0 17871 5899 3 94  3  0  0  0
 6  0      0 320136  15584 450932    0    0     0     0 17871 5866 3 91  6  0  0  0
 4  0      0 320872  15584 450988    0    0     0     0 17191 6210 3 83 14  0  0  0
11  0      0 315624  15592 451032    0    0     0    64 17945 5579 2 95  3  0  0  0
15  0      0 310760  15592 451112    0    0     0     0 17976 6093 3 92  5  0  0  0
18  0      0 306024  15592 451140    0    0     0     0 17956 5572 3 94  3  0  0  0
12  0      0 308096  15592 451188    0    0     0     0 17950 6534 3 92  5  0  0  0
24  0      0 309832  15592 451236    0    0     0     0 17395 6226 3 87 10  0  0  0
 9  0      0 312140  15600 451272    0    0     0    24 17572 6205 3 90  7  0  0  0
 9  0      0 313996  15600 451344    0    0     0     0 18349 5803 2 93  5  0  0  0
25  0      0 315176  15600 451396    0    0     0     0 17502 5861 4 92  4  0  0  0
 8  0      0 313904  15600 451444    0    0     0     0 18001 5917 3 94  3  0  0  0
 9  0      0 314656  15600 451496    0    0     0     0 18005 6211 2 89  9  0  0  0
16  0      0 312300  15608 451544    0    0     0    16 18620 6114 3 92  5  0  0  0
11  0      0 309420  15608 451600    0    0     0     0 18185 6567 3 93  4  0  0  0
27  0      0 312636  15608 451652    0    0     0     0 18194 6312 2 92  6  0  0  0
 3  0      0 314092  15608 451700    0    0     0     0 17670 6239 3 93  4  0  0  0
 4  0      0 315068  15608 451752    0    0     0     0 17537 6261 4 86 10  0  0  0
 9  0      0 313828  15616 451796    0    0     0    16 18176 6407 3 90  7  0  0  0
 8  0      0 316388  15616 451860    0    0     0     0 17568 6391 4 84 12  0  0  0
 2  0      0 316484  15616 451912    0    0     0     0 17826 6469 3 88  9  0  0  0
 8  0      0 313620  15616 451964    0    0     0     0 17685 6388 3 87 10  0  0  0
 5  0      0 311944  15616 452012    0    0     0     0 17506 6488 2 86 12  0  0  0
11  0      0 314664  15624 452060    0    0     0    20 17583 6393 2 88 10  0  0  0
 3  0      0 315548  15624 452116    0    0     0     0 17962 6710 3 89  8  0  0  0
 0  0      0 317032  15624 452168    0    0     0   216 16601 6850 3 82 15  0  0  0
 9  0      0 314696  15624 452220    0    0     0  4976 17692 6757 3 91  6  0  0  0
13  0      0 313832  15624 452264    0    0     0    44 17647 6331 3 91  6  0  0  0
