procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
27  0      0 305916  15588 453580    0    0 46964   753 6006   50  3 43 49  5  0  0
 7  0      0 306704  15588 453616    0    0     0     0 17797 6363 3 96  1  0  0  0
28  0      0 308104  15588 453720    0    0     0     0 18551 6710 3 96  1  0  0  0
15  0      0 309372  15588 453776    0    0     0     0 18182 6238 3 95  2  0  0  0
21  0      0 301568  15588 453812    0    0     0     0 18202 6950 3 94  3  0  0  0
35  0      0 299916  15596 453896    0    0     0    64 18555 6204 3 97  0  0  0  0
21  0      0 301236  15596 453948    0    0     0     0 18217 7141 3 95  2  0  0  0
18  0      0 300064  15596 454000    0    0     0     0 18295 6398 3 97  0  0  0  0
17  0      0 300928  15596 454052    0    0     0     0 18515 6433 4 96  0  0  0  0
20  0      0 300836  15596 454088    0    0     0     0 18057 6372 3 97  0  0  0  0
29  0      0 300840  15604 454164    0    0     0    28 17543 6242 4 96  0  0  0  0
29  0      0 293296  15604 454212    0    0     0     0 17890 6419 2 98  0  0  0  0
15  0      0 296100  15604 454248    0    0     0     0 17458 7039 3 90  7  0  0  0
29  0      0 298604  15604 454324    0    0     0     0 18188 6542 2 93  5  0  0  0
 7  0      0 302000  15604 454384    0    0     0     0 18038 6720 3 93  4  0  0  0
20  0      0 294952  15612 454432    0    0     0    16 17614 6362 3 97  0  0  0  0
 0  0      0 296480  15612 454488    0    0     0     0 18077 6910 3 91  6  0  0  0
16  0      0 298468  15612 454524    0    0     0     0 18201 6748 3 93  4  0  0  0
33  0      0 289696  15612 454592    0    0     0     0 17878 6005 3 97  0  0  0  0
18  0      0 292140  15612 454648    0    0     0     0 18354 6452 3 97  0  0  0  0
24  0      0 295032  15620 454676    0    0     0    16 17682 6316 3 97  0  0  0  0
 0  0      0 299032  15620 454756    0    0     0     0 18364 6813 3 95  2  0  0  0
17  0      0 299624  15620 454828    0    0     0     0 18399 6445 3 96  1  0  0  0
13  0      0 302264  15620 454888    0    0     0     0 18332 6259 3 95  2  0  0  0
42  0      0 295484  15620 454976    0    0     0   208 17419 6470 3 94  3  0  0  0
39  0      0 286640  15628 454988    0    0     0   856 18107 6448 3 97  0  0  0  0
31  0      0 289264  15628 455040    0    0     0  4272 18467 7546 3 95  2  0  0  0
23  0      0 291868  15628 455092    0    0     0    44 18424 7015 3 97  0  0  0  0
24  0      0 292444  15628 455148    0    0     0     0 17720 7498 3 94  3  0  0  0
19  0      0 295132  15628 455200    0    0     0     0 18367 7106 3 96  1  0  0  0
16  0      0 287860  15640 455256    0    0     0    76 18089 7006 3 95  2  0  0  0
27  0      0 289668  15640 455304    0    0     0     4 18055 6920 3 97  0  0  0  0
 8  0      0 291644  15640 455364    0    0     0  1772 18199 7346 3 94  3  0  0  0
21  0      0 292004  15640 455420    0    0     0     0 17809 6902 4 95  1  0  0  0
25  0      0 293596  15640 455468    0    0     0     0 17905 7091 3 97  0  0  0  0
 8  0      0 288444  15648 455528    0    0     0    36 18051 7215 3 94  3  0  0  0
25  0      0 286892  15648 455584    0    0     0     0 18376 7568 3 94  3  0  0  0
11  0      0 285660  15648 455636    0    0     0     0 18328 6916 3 97  0  0  0  0
15  0      0 286172  15648 455692    0    0     0     0 17869 7403 3 95  2  0  0  0
18  0      0 285448  15648 455744    0    0     0     0 18162 6829 3 93  4  0  0  0
30  0      0 285160  15656 455800    0    0     0    16 18044 7392 3 95  2  0  0  0
24  0      0 283448  15656 455848    0    0     0     0 18050 6783 2 97  1  0  0  0
23  0      0 286136  15656 455912    0    0     0     0 17225 7154 3 91  6  0  0  0
17  0      0 280164  15656 455960    0    0     0     0 17689 6812 4 96  0  0  0  0
35  0      0 281124  15656 456012    0    0     0     0 17663 7331 2 98  0  0  0  0
16  0      0 277084  15664 456092    0    0     0    16 18020 7103 3 97  0  0  0  0
19  0      0 269980  15664 456120    0    0     0     0 18128 7686 3 97  0  0  0  0
21  0      0 261244  15664 456172    0    0     0     0 17848 6764 3 97  0  0  0  0
19  0      0 262908  15664 456224    0    0     0     0 18093 6824 3 95  2  0  0  0
18  0      0 267088  15664 456280    0    0     0     0 17803 6577 3 96  1  0  0  0
32  0      0 263152  15672 456324    0    0     0    16 16944 6790 2 98  0  0  0  0
42  0      0 265968  15672 456376    0    0     0     0 16347 5653 4 96  0  0  0  0
22  0      0 261904  15672 456424    0    0     0     0 16548 6089 4 96  0  0  0  0
19  0      0 264732  15672 456472    0    0     0     0 16593 5579 3 97  0  0  0  0
26  0      0 264236  15672 456516    0    0     0     0 16232 5281 3 97  0  0  0  0
25  0      0 264716  15680 456564    0    0     0    16 16102 5830 4 96  0  0  0  0
34  0      0 254860  15680 456624    0    0     0   240 16100 6163 3 97  0  0  0  0
28  0      0 249600  15680 456668    0    0     0     0 16265 5823 3 97  0  0  0  0
27  0      0 249472  15680 456716    0    0     0     0 16537 5931 4 96  0  0  0  0
23  0      0 246532  15680 456764    0    0     0     0 16066 6065 3 97  0  0  0  0
40  0      0 249316  15688 456808    0    0     0    16 15567 6020 4 96  0  0  0  0
29  0      0 247628  15688 456860    0    0     0     0 15980 5962 2 98  0  0  0  0
19  0      0 253292  15688 456912    0    0     0  1556 17530 7110 3 97  0  0  0  0
21  0      0 253132  15688 456960    0    0     0     0 17982 6951 3 97  0  0  0  0
16  0      0 257748  15688 457016    0    0     0     0 17554 6829 2 96  2  0  0  0
 9  0      0 260436  15696 457080    0    0     0    36 17296 6827 3 95  2  0  0  0
33  0      0 256160  15696 457128    0    0     0     0 17586 6778 4 95  1  0  0  0
21  0      0 249488  15696 459196    0    0  2032     0 17695 6809 3 97  0  0  0  0
19  0      0 248572  15696 459260    0    0     0     0 17218 6600 3 97  0  0  0  0
26  0      0 250748  15696 459312    0    0     0     0 17450 6661 3 97  0  0  0  0
32  0      0 255216  15704 459376    0    0     0    20 17333 7053 4 92  4  0  0  0
18  0      0 249436  15704 459424    0    0     0     0 17764 6756 3 97  0  0  0  0
20  0      0 247772  15704 459476    0    0     0     0 17724 6453 4 96  0  0  0  0
27  0      0 248080  15704 459532    0    0     0     0 17343 6962 4 96  0  0  0  0
29  0      0 250672  15704 459588    0    0     0     0 17464 6732 3 97  0  0  0  0
17  0      0 249296  15712 459640    0    0     0    16 17364 6645 3 97  0  0  0  0
30  0      0 249200  15712 459692    0    0     0     0 17757 6680 3 97  0  0  0  0
17  0      0 252312  15712 459744    0    0     0     0 17626 6895 4 94  2  0  0  0
 6  0      0 252064  15712 461412    0    0  1612     0 17675 7047 3 93  3  1  0  0
33  0      0 246912  15712 461464    0    0     0     0 17425 6783 3 94  3  0  0  0
16  0      0 251156  15720 461524    0    0     0    16 17790 7037 3 95  2  0  0  0
32  0      0 251584  15720 461576    0    0     0     0 18114 6710 4 94  2  0  0  0
28  0      0 246280  15720 461624    0    0     0     0 17725 6613 3 97  0  0  0  0
24  0      0 248520  15720 461684    0    0     0     0 17538 6742 4 92  4  0  0  0
17  0      0 249224  15720 461740    0    0     0     0 17886 6639 3 97  0  0  0  0
16  0      0 250016  15728 461792    0    0     0    16 17753 6204 4 94  2  0  0  0
17  0      0 246432  15728 461844    0    0     0     0 17570 6890 3 97  0  0  0  0
21  0      0 246912  15728 461900    0    0     0     0 17656 6683 4 96  0  0  0  0
 5  0      0 240608  15728 461952    0    0     0     0 16930 7397 3 97  0  0  0  0
25  0      0 236368  15728 462396    0    0   392     0 17133 7198 4 96  0  0  0  0
21  0      0 239068  15736 462444    0    0     0    16 17409 6711 3 97  0  0  0  0
17  0      0 241252  15736 462500    0    0     0    24 17780 6284 3 97  0  0  0  0
33  0      0 241012  15736 462556    0    0     0     0 17827 6683 3 97  0  0  0  0
22  0      0 238288  15736 462604    0    0     0  1612 17714 6804 4 96  0  0  0  0
24  0      0 239440  15736 462656    0    0     0     4 17480 7008 3 97  0  0  0  0
11  0      0 238552  15744 462708    0    0     0    28 17469 6976 3 97  0  0  0  0
19  0      0 244600  15744 462776    0    0     0     4 17714 6539 4 95  1  0  0  0
22  0      0 240276  15744 462828    0    0     0     0 17475 6285 3 95  2  0  0  0
24  0      0 243636  15744 462880    0    0     0     0 17808 6734 3 97  0  0  0  0
17  0      0 237352  15744 463084    0    0   120     0 17860 7241 3 97  0  0  0  0
 6  0      0 231988  15752 463108    0    0     0    16 17765 6927 4 95  1  0  0  0
16  0      0 232796  15752 463164    0    0     0     0 17661 6591 3 93  4  0  0  0
10  0      0 228020  15752 463220    0    0     0     0 17535 6661 4 95  1  0  0  0
16  0      0 225876  15752 463268    0    0     0     0 17570 6469 3 93  4  0  0  0
10  0      0 231740  15752 463324    0    0     0     0 17614 6703 4 95  1  0  0  0
28  0      0 227900  15760 463384    0    0     0    16 18074 6647 3 97  0  0  0  0
13  0      0 240628  15760 463436    0    0     0     0 17453 6752 3 95  2  0  0  0
27  0      0 235848  15760 463492    0    0     0     0 17774 6511 3 94  3  0  0  0
 6  0      0 242800  15760 463544    0    0     0     0 17956 6957 2 95  3  0  0  0
 7  0      0 236964  15760 463596    0    0     0     0 17869 6817 3 94  3  0  0  0
22  0      0 239560  15768 463652    0    0     0    16 18047 6997 4 96  0  0  0  0
12  0      0 237680  15768 464372    0    0   668     0 17768 6754 3 96  1  0  0  0
38  0      0 229844  15768 464428    0    0     0     0 17484 6584 3 97  0  0  0  0
27  0      0 231764  15768 464480    0    0     0     0 17768 6761 3 97  0  0  0  0
19  0      0 224916  15768 464528    0    0     0     0 16822 5999 3 97  0  0  0  0
31  0      0 220128  15776 464576    0    0     0    16 16197 5707 3 97  0  0  0  0
45  0      0 226400  15776 464624    0    0     0     0 16191 5765 4 96  0  0  0  0
20  0      0 223872  15776 464668    0    0     0     0 16143 5556 2 98  0  0  0  0
13  0      0 233112  15776 464720    0    0     0     0 16340 5778 4 96  0  0  0  0
11  0      0 229080  15776 464776    0    0     0     0 16276 5930 4 96  0  0  0  0
36  0      0 234648  15784 464828    0    0     0    16 15891 5966 4 96  0  0  0  0
28  0      0 213632  15784 465788    0    0   916     0 16018 6217 3 97  0  0  0  0
20  0      0 221564  15784 465836    0    0     0     0 16903 6832 3 97  0  0  0  0
22  0      0 218004  15784 465888    0    0     0     0 16574 6746 3 95  2  0  0  0
33  0      0 206776  15784 465936    0    0     0  1576 16009 5560 4 96  0  0  0  0
17  0      0 206968  15792 465976    0    0     0    36 15481 5869 4 96  0  0  0  0
14  0      0 220628  15792 466028    0    0     0    12 16174 6625 3 97  0  0  0  0
25  0      0 223376  15792 466076    0    0     0     0 17533 6979 4 96  0  0  0  0
16  0      0 225944  15792 466140    0    0     0     0 17261 6714 3 97  0  0  0  0
 0  0      0 228316  15792 466192    0    0     0     0 17193 6899 3 97  0  0  0  0
24  0      0 225624  15800 466244    0    0     0    28 17439 6393 3 96  1  0  0  0
29  0      0 227272  15800 466292    0    0     0     0 17235 6908 3 97  0  0  0  0
16  0      0 225672  15800 468072    0    0     0     0 17396 6887 3 96  1  0  0  0
20  0      0 227244  15800 473108    0    0  5376     0 17364 7249 3 97  0  0  0  0
 7  0      0 222408  15800 471824    0    0     0     0 17718 6735 4 96  0  0  0  0
13  0      0 234672  15808 471876    0    0     0    16 17719 6779 3 95  2  0  0  0
11  0      0 230388  15808 471928    0    0     0     0 18022 6930 3 97  0  0  0  0
19  0      0 228640  15808 471992    0    0     0     0 17587 6777 3 97  0  0  0  0
15  0      0 238196  15808 472044    0    0     0     0 17855 6617 3 97  0  0  0  0
13  0      0 233632  15808 472096    0    0     0     0 17207 6855 4 96  0  0  0  0
21  0      0 228960  15816 472148    0    0     0    16 17624 6358 3 97  0  0  0  0
16  0      0 234208  15816 472200    0    0     0     0 17481 7092 3 96  1  0  0  0
18  0      0 226824  15816 472252    0    0     0     0 17413 6513 3 97  0  0  0  0
19  0      0 233940  15816 472304    0    0     0     0 17437 6822 3 97  0  0  0  0
13  0      0 236536  15816 472436    0    0    92     0 17737 7007 3 97  0  0  0  0
14  0      0 224476  15824 472492    0    0     0    16 17604 6248 3 97  0  0  0  0
16  0      0 224240  15824 472544    0    0     0     0 17384 6478 4 96  0  0  0  0
 9  0      0 232144  15824 472600    0    0     0     0 17489 6593 4 96  0  0  0  0
19  0      0 229864  15824 472656    0    0     0     0 17344 6997 4 92  4  0  0  0
17  0      0 227952  15824 472704    0    0     0     0 17355 7029 3 94  3  0  0  0
 9  0      0 235012  15832 472756    0    0     0    16 17489 7354 4 96  0  0  0  0
21  0      0 227940  15832 472812    0    0     0     0 17774 6796 2 98  0  0  0  0
23  0      0 227912  15832 472864    0    0     0     0 17078 6828 3 97  0  0  0  0
11  0      0 237160  15832 472916    0    0     0     0 17333 6499 3 97  0  0  0  0
24  0      0 228360  15832 473000    0    0     0  1572 16998 6371 4 95  1  0  0  0
 8  0      0 218576  15840 481200    0    0  8192    28 17322 7418 4 96  0  0  0  0
11  0      0 224544  15840 481256    0    0     0    12 17399 7239 3 94  3  0  0  0
38  0      0 209280  15840 481304    0    0     0     0 17675 6484 3 97  0  0  0  0
21  0      0 214124  15840 481356    0    0     0     0 17285 6687 3 97  0  0  0  0
20  0      0 223816  15840 481404    0    0     0     0 17785 6724 3 97  0  0  0  0
29  0      0 221180  15848 481464    0    0     0    24 16746 6533 4 94  2  0  0  0
10  0      0 225864  15848 481520    0    0     0    24 17625 6268 3 97  0  0  0  0
12  0      0 221924  15848 481568    0    0     0     0 17920 6071 4 96  0  0  0  0
15  0      0 228180  15848 481616    0    0     0     0 17862 6312 3 97  0  0  0  0
33  0      0 224652  15848 481680    0    0     0     0 17454 7133 3 96  1  0  0  0
24  0      0 224984  15856 481732    0    0     0    16 17688 6249 3 97  0  0  0  0
 8  0      0 223052  15856 484864    0    0  3080     0 17071 6948 3 95  2  0  0  0
11  0      0 220364  15856 484916    0    0     0     0 17821 6627 3 96  1  0  0  0
21  0      0 213232  15856 484968    0    0     0     0 17700 7162 3 95  2  0  0  0
12  0      0 218764  15856 485028    0    0     0     0 17431 6895 3 97  0  0  0  0
 9  0      0 219452  15864 485076    0    0     0    16 17460 6926 3 97  0  0  0  0
22  0      0 215796  15864 485128    0    0     0     0 17527 6235 4 96  0  0  0  0
23  0      0 214360  15864 485180    0    0     0     0 17570 6217 3 97  0  0  0  0
16  0      0 225064  15864 485236    0    0     0     0 17602 6964 3 95  2  0  0  0
22  0      0 218312  15864 485292    0    0     0     0 17467 7060 3 93  4  0  0  0
