procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
32  0      0 328288  15564 436684    0    0 57810   872 2555   47  3 26 63  8  0  0
55  0      0 308456  15564 436780    0    0     0     0 16858 6283 3 97  0  0  0  0
44  0      0 305288  15564 436848    0    0     0     0 17253 6662 5 95  0  0  0  0
40  0      0 300376  15564 436908    0    0     0     0 17213 7545 4 96  0  0  0  0
58  0      0 287612  15564 436988    0    0     0     0 17816 7007 4 96  0  0  0  0
47  0      0 290080  15572 437060    0    0     0    68 17498 7661 4 96  0  0  0  0
58  0      0 289428  15572 437140    0    0     0     0 17837 7000 3 97  0  0  0  0
48  0      0 290584  15572 437212    0    0     0     0 18182 6945 4 96  0  0  0  0
29  0      0 290744  15572 437284    0    0     0     0 17710 5032 4 96  0  0  0  0
36  0      0 283588  15572 437388    0    0     0     0 17428 4649 4 96  0  0  0  0
44  0      0 266668  15580 437464    0    0     0    24 17083 7563 5 95  0  0  0  0
24  0      0 258716  15580 437568    0    0     0     0 17201 6593 4 96  0  0  0  0
27  0      0 260496  15580 437620    0    0     0     0 18558 4361 3 97  0  0  0  0
46  0      0 263144  15580 437672    0    0     0     0 17435 3872 4 96  0  0  0  0
33  0      0 266128  15580 437724    0    0     0     0 17929 4026 5 95  0  0  0  0
24  0      0 270480  15588 437784    0    0     0    16 18625 4290 5 95  0  0  0  0
26  0      0 269492  15588 437836    0    0     0     0 18337 4371 4 96  0  0  0  0
13  0      0 271092  15588 437920    0    0     0     0 18597 4174 3 97  0  0  0  0
39  0      0 267284  15588 437972    0    0     0     0 18502 4230 5 95  0  0  0  0
47  0      0 263220  15588 438024    0    0     0     0 18057 3973 4 96  0  0  0  0
32  0      0 266460  15596 438080    0    0     0    16 18267 4116 4 96  0  0  0  0
22  0      0 267324  15596 438136    0    0     0     0 18085 3959 4 96  0  0  0  0
30  0      0 268444  15596 438184    0    0     0     0 18390 4034 4 96  0  0  0  0
38  0      0 268540  15596 438240    0    0     0     0 18913 4232 4 96  0  0  0  0
23  0      0 272892  15596 438300    0    0     0     0 17901 3977 4 96  0  0  0  0
29  0      0 271912  15604 438348    0    0     0    16 18013 4209 5 95  0  0  0  0
29  0      0 270728  15604 438400    0    0     0   212 17881 4125 4 96  0  0  0  0
37  0      0 255400  15604 438452    0    0     0  2604 17971 4411 4 96  0  0  0  0
23  0      0 257388  15604 438496    0    0     0  1780 18219 4459 4 96  0  0  0  0
10  0      0 261236  15604 438556    0    0     0     4 18280 4520 4 96  0  0  0  0
35  0      0 259068  15616 438608    0    0     0    76 18107 4237 4 96  0  0  0  0
24  0      0 259716  15616 438660    0    0     0     0 17956 4202 4 96  0  0  0  0
22  0      0 260452  15616 438712    0    0     0     4 18317 4203 4 96  0  0  0  0
19  0      0 255352  15616 438768    0    0     0     0 18003 3819 4 96  0  0  0  0
29  0      0 256576  15616 438820    0    0     0  1692 18267 4357 4 96  0  0  0  0
35  0      0 254860  15624 438876    0    0     0    36 18100 4447 5 95  0  0  0  0
