procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
34  0      0 327404  15572 435536    0    0 55959   833 2806   46  3 27 63  7  0  0
27  0      0 308664  15572 435596    0    0     0     0 17135 6994 4 96  0  0  0  0
30  0      0 306088  15572 435676    0    0     0     0 17390 6510 3 97  0  0  0  0
49  0      0 300804  15572 435768    0    0     0     0 17547 7097 4 96  0  0  0  0
53  0      0 297032  15572 435812    0    0     0     0 17590 7513 4 96  0  0  0  0
37  0      0 293912  15580 435880    0    0     0    68 17414 7370 3 97  0  0  0  0
39  0      0 286428  15580 435968    0    0     0     0 17126 5942 4 96  0  0  0  0
36  0      0 285264  15580 436092    0    0     0     0 17428 4533 4 96  0  0  0  0
27  0      0 270408  15580 436160    0    0     0     0 17238 8754 4 96  0  0  0  0
47  0      0 267340  15580 436236    0    0     0     0 17039 7769 4 96  0  0  0  0
25  0      0 270420  15588 436332    0    0     0    24 18217 3960 4 96  0  0  0  0
20  0      0 272324  15588 436380    0    0     0     0 17545 3957 3 97  0  0  0  0
30  0      0 273860  15588 436432    0    0     0     0 18782 4388 4 96  0  0  0  0
35  0      0 275116  15588 436496    0    0     0     0 17034 4049 4 96  0  0  0  0
31  0      0 277444  15588 436548    0    0     0     0 18421 4228 5 95  0  0  0  0
41  0      0 279332  15596 436596    0    0     0    16 18820 4172 3 97  0  0  0  0
30  0      0 264772  15596 436688    0    0     0     0 18289 5163 4 96  0  0  0  0
25  0      0 269116  15596 436700    0    0     0     0 18312 4110 4 96  0  0  0  0
29  0      0 273956  15596 436752    0    0     0     0 18669 4178 5 95  0  0  0  0
43  0      0 270736  15596 436804    0    0     0     0 18252 3982 4 96  0  0  0  0
30  0      0 270480  15604 436856    0    0     0    16 18273 3989 4 96  0  0  0  0
26  0      0 272720  15604 436912    0    0     0     0 17802 4058 4 96  0  0  0  0
22  0      0 276304  15604 436968    0    0     0     0 17863 4035 4 96  0  0  0  0
28  0      0 277972  15604 437020    0    0     0     0 17800 4089 4 96  0  0  0  0
28  0      0 274388  15604 437072    0    0     0     0 18733 4126 4 96  0  0  0  0
24  0      0 269908  15612 437124    0    0     0    20 18434 4084 4 96  0  0  0  0
36  0      0 271988  15612 437184    0    0     0   212 18787 4211 4 96  0  0  0  0
16  0      0 262140  15612 437240    0    0     0  4380 18667 4682 4 96  0  0  0  0
52  0      0 260540  15612 437280    0    0     0    44 18406 4146 4 96  0  0  0  0
22  0      0 261576  15612 437332    0    0     0     4 18533 4174 5 95  0  0  0  0
32  0      0 264008  15624 437392    0    0     0    64 18604 4398 4 96  0  0  0  0
50  0      0 251144  15624 437448    0    0     0     4 18553 3987 4 96  0  0  0  0
17  0      0 254896  15624 437500    0    0     0     0 18514 4172 5 95  0  0  0  0
