procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 320444  15572 454804    0    0 64767  1050 2075   48  2 23 67  8  0  0
19  0      0 291136  15572 454880    0    0     0     0 16725 5886 4 90  6  0  0  0
34  0      0 286596  15572 454928    0    0     0     0 18365 6339 3 97  0  0  0  0
30  0      0 287120  15572 455004    0    0     0     0 18368 6932 3 97  0  0  0  0
36  0      0 272728  15572 455076    0    0     0     0 17872 7648 3 97  0  0  0  0
44  0      0 274864  15580 455196    0    0     0    68 18266 7444 4 96  0  0  0  0
35  0      0 265252  15580 455328    0    0     0     0 18518 5989 3 97  0  0  0  0
32  0      0 261816  15580 455380    0    0     0     0 18229 6308 3 97  0  0  0  0
24  0      0 246556  15580 455472    0    0     0     0 17845 7869 4 96  0  0  0  0
39  0      0 247960  15580 455532    0    0     0     0 18217 8793 3 97  0  0  0  0
37  0      0 243632  15588 455628    0    0     0    24 18074 7986 4 96  0  0  0  0
16  0      0 245860  15588 455684    0    0     0     0 18301 4948 3 97  0  0  0  0
27  0      0 248752  15588 455736    0    0     0     0 19092 3975 3 97  0  0  0  0
11  0      0 248692  15588 455800    0    0     0     0 18689 3959 3 97  0  0  0  0
21  0      0 242976  15588 455888    0    0     0     0 18972 4295 4 96  0  0  0  0
18  0      0 247408  15596 455940    0    0     0    16 18735 4129 3 97  0  0  0  0
20  0      0 249428  15596 455968    0    0     0     0 18820 4471 4 96  0  0  0  0
16  0      0 249272  15596 456056    0    0     0     0 18924 4233 3 97  0  0  0  0
31  0      0 251356  15596 456112    0    0     0     0 19137 4259 4 96  0  0  0  0
13  0      0 247152  15596 456172    0    0     0     0 18970 4210 4 96  0  0  0  0
18  0      0 245376  15604 456252    0    0     0    16 19334 4029 3 97  0  0  0  0
34  0      0 246180  15604 456316    0    0     0     0 18987 4139 4 96  0  0  0  0
22  0      0 244196  15604 456372    0    0     0     0 18797 3958 3 97  0  0  0  0
25  0      0 246792  15604 456424    0    0     0     0 18951 4072 4 96  0  0  0  0
16  0      0 247544  15604 456488    0    0     0     0 18821 4015 3 97  0  0  0  0
26  0      0 249308  15612 456536    0    0     0    16 18693 4068 4 96  0  0  0  0
22  0      0 247036  15612 456592    0    0     0     0 19001 4051 3 97  0  0  0  0
19  0      0 239616  15612 456652    0    0     0   208 18677 4112 3 97  0  0  0  0
15  0      0 243976  15612 456672    0    0     0  5020 18983 4520 3 97  0  0  0  0
19  0      0 241224  15612 456760    0    0     0    44 18360 4169 5 95  0  0  0  0
25  0      0 244776  15624 456800    0    0     0    64 18255 4005 3 97  0  0  0  0
40  0      0 242056  15624 456832    0    0     0     4 18700 4064 2 98  0  0  0  0
23  0      0 243560  15624 456916    0    0     0     0 18485 4898 3 97  0  0  0  0
27  0      0 246696  15624 456980    0    0     0     0 18554 4076 4 96  0  0  0  0
24  0      0 239880  15624 457032    0    0     0  1760 17850 4580 4 96  0  0  0  0
31  0      0 243816  15632 457076    0    0     0    36 18245 3927 3 97  0  0  0  0
29  0      0 233808  15632 457104    0    0     0     0 17771 4059 4 96  0  0  0  0
31  0      0 224944  15632 457220    0    0     0     0 18526 4465 4 96  0  0  0  0
32  0      0 227492  15632 457248    0    0     0     0 18551 4124 3 97  0  0  0  0
39  0      0 231428  15632 457304    0    0     0     0 18321 3948 3 97  0  0  0  0
18  0      0 231812  15640 457344    0    0     0    16 18361 3967 4 96  0  0  0  0
22  0      0 229528  15640 457408    0    0     0     0 18887 4100 3 97  0  0  0  0
24  0      0 232440  15640 457468    0    0     0     0 18610 4010 3 97  0  0  0  0
