procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 336752  15584 446596    0    0 62807  1012 2113   47  2 22 68  8  0  0
 8  0      0 316632  15584 446692    0    0     0     0 16518 4470 3 84 13  0  0  0
33  0      0 317688  15584 446736    0    0     0     0 17214 4865 2 85 13  0  0  0
20  0      0 320980  15584 446788    0    0     0     0 17026 5042 3 86 11  0  0  0
 0  0      0 322884  15584 446836    0    0     0     0 17733 5182 3 89  8  0  0  0
 7  0      0 324068  15592 446872    0    0     0    64 17260 5061 3 89  8  0  0  0
19  0      0 319640  15592 446896    0    0     0     0 17443 5155 4 84 12  0  0  0
 4  0      0 321072  15592 446944    0    0     0     0 15970 5263 2 78 20  0  0  0
 4  0      0 322536  15592 446988    0    0     0     0 16968 5276 2 83 15  0  0  0
20  0      0 319784  15592 447040    0    0     0     0 15590 5270 2 81 17  0  0  0
 9  0      0 318176  15600 447112    0    0     0    24 17295 5223 3 87 10  0  0  0
 0  0      0 320396  15600 447168    0    0     0     0 16983 5193 3 82 15  0  0  0
 7  0      0 318712  15600 447184    0    0     0     0 16900 5150 2 84 14  0  0  0
 3  0      0 321112  15600 447268    0    0     0     0 17310 5183 3 84 13  0  0  0
22  0      0 322264  15600 447280    0    0     0     0 16662 5153 3 83 14  0  0  0
14  0      0 319432  15608 447356    0    0     0    16 16853 5387 2 81 17  0  0  0
12  0      0 319308  15608 447408    0    0     0     0 17151 5133 2 84 14  0  0  0
21  0      0 321068  15608 447456    0    0     0     0 16754 5066 3 82 15  0  0  0
 7  0      0 319180  15608 447500    0    0     0     0 16298 5270 2 85 13  0  0  0
 1  0      0 322412  15608 447556    0    0     0     0 16655 5550 3 82 15  0  0  0
 4  0      0 320436  15616 447600    0    0     0    16 16861 5395 2 88 10  0  0  0
16  0      0 321284  15616 447652    0    0     0     0 15907 5383 2 81 17  0  0  0
10  0      0 323640  15616 447664    0    0     0     0 16234 5480 3 78 19  0  0  0
 6  0      0 314748  15616 447712    0    0     0     0 16499 5179 3 82 15  0  0  0
 4  0      0 318948  15616 447796    0    0     0     0 16167 5360 3 80 17  0  0  0
 2  0      0 321648  15624 447836    0    0     0    20 17072 5221 3 83 13  1  0  0
 0  0      0 320828  15624 447892    0    0     0     0 16896 5601 2 84 14  0  0  0
 6  0      0 317528  15624 447936    0    0     0   212 16166 5554 2 78 20  0  0  0
 0  0      0 317380  15624 447952    0    0     0  4976 17447 5434 4 87  9  0  0  0
13  0      0 319044  15624 448032    0    0     0    44 17054 5421 3 86 11  0  0  0
13  0      0 317328  15636 448068    0    0     0    64 16552 5508 3 80 17  0  0  0
14  0      0 317792  15636 448092    0    0     0     4 16247 5508 2 77 21  0  0  0
16  0      0 317020  15636 448172    0    0     0     0 16593 5136 3 86 11  0  0  0
13  0      0 309660  15636 448220    0    0     0     0 16061 5725 4 85 11  0  0  0
16  0      0 311956  15636 448272    0    0     0  1580 17823 5827 2 91  7  0  0  0
18  0      0 314172  15644 448312    0    0     0    36 16457 6198 2 78 20  0  0  0
 2  0      0 315728  15644 448368    0    0     0     0 17599 5610 2 89  9  0  0  0
 0  0      0 306528  15644 448424    0    0     0     0 16937 6174 3 80 17  0  0  0
12  0      0 301968  15644 448428    0    0     0     0 16987 5864 2 88 10  0  0  0
11  0      0 304488  15644 448480    0    0     0     0 16548 6043 4 79 17  0  0  0
 0  0      0 306280  15652 448552    0    0     0    16 16430 6220 2 79 19  0  0  0
 2  0      0 307360  15652 448608    0    0     0     0 16635 6238 2 78 20  0  0  0
 8  0      0 308728  15652 448652    0    0     0     0 16488 5956 3 81 16  0  0  0
14  0      0 307344  15652 448668    0    0     0     0 17302 5896 3 84 13  0  0  0
17  0      0 304776  15652 448756    0    0     0     0 16963 5839 3 83 14  0  0  0
 8  0      0 306100  15660 448796    0    0     0    16 16457 5806 2 85 13  0  0  0
 0  0      0 305704  15660 448852    0    0     0     0 16708 5816 3 82 15  0  0  0
12  0      0 290032  15660 448868    0    0     0     0 17174 5939 3 83 14  0  0  0
11  0      0 289776  15660 448952    0    0     0     0 17336 5759 3 88  9  0  0  0
 6  0      0 290200  15660 449000    0    0     0     0 17608 5915 3 86 11  0  0  0
 5  0      0 291440  15668 449040    0    0     0    16 16752 6022 3 79 18  0  0  0
 2  0      0 292632  15668 449096    0    0     0     0 15953 6037 3 78 19  0  0  0
 0  0      0 288764  15668 449108    0    0     0     0 17169 5875 2 86 12  0  0  0
 1  0      0 289088  15668 449196    0    0     0     0 16554 5914 2 82 16  0  0  0
10  0      0 284324  15668 449244    0    0     0     0 16140 5871 3 86 11  0  0  0
11  0      0 286700  15676 449284    0    0     0    16 16982 6544 2 83 15  0  0  0
 0  0      0 289248  15676 449336    0    0     0     0 16777 6831 3 80 17  0  0  0
 5  0      0 274072  15676 451448    0    0  2032     0 16634 6042 3 90  7  0  0  0
 7  0      0 278496  15676 451468    0    0     0   168 17056 6809 3 85 12  0  0  0
13  0      0 275372  15676 451480    0    0     0     0 16989 6302 2 88 10  0  0  0
 6  0      0 277992  15684 451556    0    0     0    16 16514 5723 3 92  5  0  0  0
 0  0      0 274800  15684 451608    0    0     0    56 16700 6006 3 87 10  0  0  0
13  0      0 277456  15684 451656    0    0     0     0 16771 6636 2 82 16  0  0  0
 8  0      0 275888  15684 451672    0    0     0     8 16071 5514 4 90  6  0  0  0
15  0      0 275952  15684 451752    0    0     0     0 16268 5601 3 92  5  0  0  0
15  0      0 278776  15692 451792    0    0     0  1488 16448 6193 2 86 12  0  0  0
12  0      0 276580  15692 451844    0    0     0     0 17454 6334 3 89  8  0  0  0
 7  0      0 277452  15692 451860    0    0     0     0 16579 6161 3 88  9  0  0  0
 6  0      0 278940  15692 451948    0    0     0     0 16865 6722 3 85 12  0  0  0
 5  0      0 280572  15692 451996    0    0     0     0 16398 6558 2 81 17  0  0  0
 0  0      0 282788  15700 452036    0    0     0    16 16620 6759 3 84 13  0  0  0
 2  0      0 283472  15700 452092    0    0     0     0 16559 6491 3 86 11  0  0  0
12  0      0 278544  15700 452136    0    0     0     0 16961 6637 2 84 14  0  0  0
11  0      0 280616  15700 452188    0    0     0     0 16922 6542 2 84 14  0  0  0
11  0      0 281308  15700 452236    0    0     0     0 16603 6951 3 79 18  0  0  0
 5  0      0 283088  15708 452276    0    0     0    16 17083 6681 2 86 11  1  0  0
10  0      0 284664  15708 452332    0    0     0     0 16901 6486 4 84 12  0  0  0
 7  0      0 280460  15708 452376    0    0     0     0 16728 6530 2 83 15  0  0  0
 8  0      0 269192  15708 454052    0    0  1612     0 16900 6386 3 88  9  0  0  0
18  0      0 264968  15708 454092    0    0     0     0 16913 6178 4 87  9  0  0  0
10  0      0 269448  15716 454128    0    0     0    16 16740 6796 3 83 14  0  0  0
 7  0      0 273968  15716 454184    0    0     0     0 16657 6551 3 83 14  0  0  0
 0  0      0 271696  15716 454228    0    0     0     0 17205 6315 3 90  7  0  0  0
16  0      0 269520  15716 454284    0    0     0     0 16060 6406 4 83 13  0  0  0
 5  0      0 271056  15716 454332    0    0     0     0 16316 6668 2 80 18  0  0  0
 6  0      0 265908  15724 454368    0    0     0    20 16915 6374 4 85 10  1  0  0
10  0      0 271204  15724 454424    0    0     0     0 17179 6570 2 87 11  0  0  0
 7  0      0 274748  15724 454472    0    0     0     0 16170 6635 3 79 18  0  0  0
 5  0      0 264772  15724 455060    0    0   512     0 16703 6412 3 86 10  1  0  0
10  0      0 269192  15724 455052    0    0     0     0 16342 6648 3 79 18  0  0  0
 0  0      0 267344  15732 455120    0    0     0    16 17300 6524 3 89  8  0  0  0
 6  0      0 269340  15732 455180    0    0     0     0 16329 6707 3 77 20  0  0  0
14  0      0 266712  15732 455228    0    0     0     0 17403 6657 3 85 12  0  0  0
 7  0      0 267616  15732 455276    0    0     0     0 17907 6325 3 88  9  0  0  0
 6  0      0 270000  15732 455324    0    0     0     4 16609 6897 2 78 20  0  0  0
15  0      0 266340  15740 455364    0    0     0  1476 16749 6594 4 79 17  0  0  0
 6  0      0 267548  15740 455424    0    0     0    24 16515 6574 2 83 15  0  0  0
 0  0      0 267140  15740 455472    0    0     0     0 16933 6544 3 87 10  0  0  0
 9  0      0 267412  15740 456072    0    0   520     0 16272 6516 1 82 16  1  0  0
 1  0      0 264320  15740 456088    0    0     0     0 16549 6434 4 86 10  0  0  0
 7  0      0 267772  15748 456128    0    0     0    16 16226 6676 2 79 19  0  0  0
 5  0      0 263420  15748 456180    0    0     0     0 17465 6230 3 89  8  0  0  0
12  0      0 266960  15748 456232    0    0     0     0 17016 6454 2 85 13  0  0  0
 0  0      0 270552  15748 456252    0    0     0     0 16001 6894 3 74 23  0  0  0
 6  0      0 269704  15748 456332    0    0     0     0 16175 6730 2 78 20  0  0  0
 2  0      0 268160  15756 456372    0    0     0    16 16829 6544 3 83 14  0  0  0
 3  0      0 268824  15756 456424    0    0     0     0 16721 6678 2 80 18  0  0  0
13  0      0 266996  15756 456472    0    0     0     0 16906 6443 4 84 12  0  0  0
 8  0      0 266760  15756 456524    0    0     0     0 17009 6580 2 87 11  0  0  0
 9  0      0 263112  15756 457636    0    0  1064     0 16666 6616 2 83 15  0  0  0
 9  0      0 263708  15764 457676    0    0     0    16 16332 6389 3 83 14  0  0  0
 0  0      0 265340  15764 457732    0    0     0     4 16718 6277 2 82 16  0  0  0
 5  0      0 266008  15764 457784    0    0     0     0 16905 6389 3 83 14  0  0  0
 6  0      0 265020  15764 457832    0    0     0     0 17013 6393 2 83 15  0  0  0
 0  0      0 265188  15764 457876    0    0     0     0 16532 6701 2 80 18  0  0  0
 0  0      0 265100  15772 457916    0    0     0    16 16764 6735 3 79 17  1  0  0
 8  0      0 263200  15772 457972    0    0     0     0 17269 6302 3 87 10  0  0  0
 8  0      0 262048  15772 458024    0    0     0     0 16962 6376 3 86 11  0  0  0
 5  0      0 266632  15772 458072    0    0     0     0 17105 6630 3 84 13  0  0  0
 5  0      0 259072  15772 463356    0    0  5228     0 17015 6676 3 81 15  1  0  0
 3  0      0 260236  15780 463384    0    0     0    16 17256 6675 2 85 13  0  0  0
 0  0      0 261856  15780 463440    0    0     0     0 16141 6648 2 80 18  0  0  0
 4  0      0 260536  15780 463492    0    0     0     0 16211 6512 4 78 18  0  0  0
17  0      0 258496  15780 463544    0    0     0     0 17177 6388 2 88 10  0  0  0
18  0      0 250320  15780 463552    0    0     0     0 16789 5368 3 97  0  0  0  0
 6  0      0 255232  15788 463640    0    0     0    16 16919 5900 3 97  0  0  0  0
17  0      0 254028  15788 463696    0    0     0  1456 17172 6719 3 92  5  0  0  0
 7  0      0 256836  15788 463748    0    0     0     0 16180 6654 3 84 13  0  0  0
