procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 334316  15600 438380    0    0 47343   704 3606   43  2 27 65  6  0  0
 0  0      0 334900  15600 438456    0    0     0     0 9568 3536  2 43 55  0  0  0
 7  0      0 335948  15600 438476    0    0     0     0 9052 3387  1 41 58  0  0  0
 9  0      0 335788  15600 438500    0    0     0     0 9816 3478  1 46 53  0  0  0
 1  0      0 330884  15600 438520    0    0     0     0 9046 3529  2 42 56  0  0  0
 1  0      0 330256  15608 438532    0    0     0    64 9691 3604  2 48 50  0  0  0
 5  0      0 331708  15608 438564    0    0     0     0 9038 3669  1 40 59  0  0  0
 0  0      0 329660  15608 438580    0    0     0     0 9534 3474  1 46 53  0  0  0
 0  0      0 328348  15608 438604    0    0     0     0 8680 3357  1 40 59  0  0  0
 0  0      0 329692  15608 438624    0    0     0     0 8639 3367  2 40 58  0  0  0
 3  0      0 329692  15616 438640    0    0     0    24 9020 3344  1 41 58  0  0  0
 5  0      0 330972  15616 438672    0    0     0     0 9255 3404  2 39 59  0  0  0
 0  0      0 331452  15616 438692    0    0     0     0 8832 3439  2 40 58  0  0  0
 0  0      0 329852  15616 438716    0    0     0     0 8659 3419  0 39 61  0  0  0
 0  0      0 330632  15616 438736    0    0     0     0 9081 3410  2 39 59  0  0  0
 3  0      0 324520  15624 438752    0    0     0    16 10291 3503 1 48 49  1  0  0
 4  0      0 325192  15624 438780    0    0     0     0 9373 3472  2 41 57  0  0  0
 0  0      0 325896  15624 438804    0    0     0     0 10102 3626 1 43 56  0  0  0
 4  0      0 326792  15624 438824    0    0     0     0 9533 3366  2 41 57  0  0  0
 0  0      0 326632  15624 438844    0    0     0     0 8954 3392  1 39 60  0  0  0
 0  0      0 323272  15632 438860    0    0     0    16 9378 3511  1 41 56  2  0  0
 0  0      0 323880  15632 438888    0    0     0     0 9314 3589  2 39 59  0  0  0
 0  0      0 324864  15632 438920    0    0     0     0 9048 3370  1 39 60  0  0  0
 0  0      0 326240  15632 438940    0    0     0     0 8470 3341  1 38 61  0  0  0
 6  0      0 324864  15632 438960    0    0     0     0 8868 3350  2 40 58  0  0  0
 0  0      0 317344  15640 439008    0    0     0   228 8707 3386  1 41 58  0  0  0
 0  0      0 318252  15640 439004    0    0     0  4312 9583 3715  1 42 57  0  0  0
 0  0      0 318156  15640 439024    0    0     0    48 9016 3557  2 41 57  0  0  0
 0  0      0 318732  15640 439044    0    0     0     0 9127 3464  1 42 57  0  0  0
 0  0      0 319212  15640 439068    0    0     0     0 8964 3337  1 42 57  0  0  0
 5  0      0 319092  15652 439076    0    0     0    80 9070 3387  2 37 59  2  0  0
 6  0      0 317620  15652 439116    0    0     0     0 9867 3549  1 45 54  0  0  0
 9  0      0 318324  15652 439136    0    0     0   744 8921 3344  1 39 60  0  0  0
 0  0      0 318740  15652 439156    0    0     0     0 9811 3488  2 42 56  0  0  0
 0  0      0 318932  15652 439180    0    0     0     0 8768 3304  1 36 63  0  0  0
 0  0      0 302764  15660 439192    0    0     0    36 9574 3524  2 43 55  0  0  0
 0  0      0 300908  15660 439224    0    0     0     0 9360 3543  2 42 56  0  0  0
 0  0      0 301612  15660 439244    0    0     0     0 8989 3316  1 41 58  0  0  0
 3  0      0 302220  15660 439264    0    0     0     0 9116 3360  1 41 58  0  0  0
 0  0      0 302828  15660 439288    0    0     0     0 9381 3458  1 41 58  0  0  0
 0  0      0 301868  15668 439300    0    0     0    16 9208 3295  2 40 58  0  0  0
 2  0      0 302412  15668 439332    0    0     0     0 9144 3526  1 38 61  0  0  0
 3  0      0 302092  15668 439356    0    0     0     0 8929 3227  1 42 57  0  0  0
 0  0      0 301484  15668 439376    0    0     0     0 9043 3298  1 42 57  0  0  0
 7  0      0 302284  15668 439400    0    0     0     0 9763 3492  2 45 53  0  0  0
 2  0      0 293964  15676 441464    0    0  2032    16 9294 3336  1 43 54  2  0  0
 0  0      0 293868  15676 441476    0    0     0     0 8946 3403  0 40 60  0  0  0
 3  0      0 293620  15676 441500    0    0     0     0 9752 3469  2 44 54  0  0  0
 0  0      0 294228  15676 441520    0    0     0     0 8940 3347  1 38 61  0  0  0
 0  0      0 293844  15676 441544    0    0     0     0 9215 3471  1 41 58  0  0  0
 1  0      0 293620  15684 441556    0    0     0    16 9426 3332  2 43 54  1  0  0
 0  0      0 293652  15684 441588    0    0     0     0 8914 3368  1 38 61  0  0  0
 2  0      0 293908  15684 441616    0    0     0     0 9087 3293  1 40 59  0  0  0
 2  0      0 292500  15684 441640    0    0     0     0 8758 3280  2 40 58  0  0  0
 0  0      0 292640  15684 441660    0    0     0     0 9465 3303  1 43 56  0  0  0
 1  0      0 294496  15692 441676    0    0     0    16 9163 3293  2 45 51  2  0  0
 0  0      0 294856  15692 441704    0    0     0     0 8895 3423  1 38 61  0  0  0
 5  0      0 294152  15692 441724    0    0     0   236 9073 3434  1 44 55  0  0  0
 0  0      0 294344  15692 441748    0    0     0     0 8274 3100  1 37 62  0  0  0
 6  0      0 293576  15692 441768    0    0     0     0 9540 3477  1 47 52  0  0  0
 1  0      0 294612  15700 441784    0    0     0    16 8779 3427  1 37 60  2  0  0
10  0      0 294260  15700 441812    0    0     0     4 9318 3433  2 41 57  0  0  0
 0  0      0 292052  15700 441836    0    0     0     0 8678 3272  1 39 60  0  0  0
 9  0      0 293364  15700 441860    0    0     0   676 9541 3316  1 41 58  0  0  0
 0  0      0 293300  15700 441880    0    0     0     0 9648 3551  1 44 55  0  0  0
 4  0      0 294004  15708 441896    0    0     0    36 9597 3474  2 42 56  0  0  0
 0  0      0 286168  15708 443536    0    0  1612     0 8971 3359  1 41 58  0  0  0
 0  0      0 286552  15708 443556    0    0     0     0 10043 3516 1 43 56  0  0  0
10  0      0 287544  15708 443580    0    0     0     0 9206 3420  1 40 59  0  0  0
 6  0      0 287064  15708 443604    0    0     0     0 9174 3187  2 41 57  0  0  0
 0  0      0 288184  15716 443616    0    0     0    16 9302 3445  1 43 56  0  0  0
 0  0      0 288216  15716 443644    0    0     0     0 9083 3368  2 40 58  0  0  0
 0  0      0 288184  15716 443664    0    0     0     0 8539 3286  1 37 62  0  0  0
 0  0      0 283000  15716 443696    0    0     0     0 9219 3342  1 43 56  0  0  0
 0  0      0 287088  15716 443720    0    0     0     0 8870 3268  2 40 58  0  0  0
 0  0      0 287384  15724 443732    0    0     0    16 9156 3490  1 38 61  0  0  0
 6  0      0 286628  15724 444312    0    0   512     0 9201 3664  2 40 58  0  0  0
 0  0      0 288760  15724 444296    0    0     0     0 9298 3363  1 40 59  0  0  0
 0  0      0 290360  15724 444316    0    0     0     0 9342 3297  1 39 60  0  0  0
 2  0      0 288888  15724 444340    0    0     0     0 8635 3214  1 37 62  0  0  0
 0  0      0 289976  15732 444352    0    0     0    16 9245 3464  1 40 58  1  0  0
 4  0      0 289676  15732 444380    0    0     0     0 9289 3395  1 41 58  0  0  0
 0  0      0 288688  15732 444404    0    0     0     0 8836 3310  1 38 61  0  0  0
 0  0      0 289424  15732 444428    0    0     0     0 9657 3495  1 42 57  0  0  0
 0  0      0 290192  15732 444452    0    0     0     0 8686 3288  1 35 64  0  0  0
 7  0      0 289304  15740 444464    0    0     0    16 9658 3370  2 43 53  2  0  0
 0  0      0 284052  15740 445056    0    0   520     0 8935 3487  1 39 60  0  0  0
 0  0      0 284916  15740 445036    0    0     0     0 8813 3424  2 39 59  0  0  0
 4  0      0 284852  15740 445056    0    0     0     0 9256 3366  2 39 59  0  0  0
 0  0      0 283572  15740 445080    0    0     0     0 9265 3445  1 41 58  0  0  0
 0  0      0 286404  15748 445092    0    0     0    20 8554 3361  1 39 58  2  0  0
 0  0      0 285836  15748 445124    0    0     0    24 9336 3426  1 40 59  0  0  0
 0  0      0 285044  15748 445144    0    0     0     0 9922 3408  2 42 56  0  0  0
 0  0      0 284340  15748 445176    0    0     0     0 9255 3283  1 43 56  0  0  0
 0  0      0 285236  15748 445196    0    0     0   672 9591 3459  1 43 56  0  0  0
 7  0      0 285620  15756 445208    0    0     0    32 9164 3364  2 42 55  1  0  0
 7  0      0 287072  15756 445244    0    0     0     0 10206 3553 1 46 53  0  0  0
 5  0      0 282764  15756 446328    0    0  1064     0 9840 3391  2 43 55  0  0  0
 0  0      0 281220  15756 446352    0    0     0     0 8710 3214  0 39 61  0  0  0
 0  0      0 281524  15756 446372    0    0     0     0 9103 3382  2 42 56  0  0  0
 0  0      0 283284  15764 446384    0    0     0    16 9128 3278  1 39 59  1  0  0
 0  0      0 284328  15764 446416    0    0     0     0 8377 3225  2 34 64  0  0  0
 0  0      0 284340  15764 446436    0    0     0     0 9706 3503  1 47 52  0  0  0
 4  0      0 285596  15764 446464    0    0     0     0 8740 3239  1 40 59  0  0  0
 7  0      0 282780  15764 446484    0    0     0     0 9013 3419  2 40 58  0  0  0
 0  0      0 284308  15772 446500    0    0     0    16 10074 3481 1 45 54  0  0  0
 5  0      0 285140  15772 446528    0    0     0     0 8995 3286  1 44 55  0  0  0
 1  0      0 285696  15772 451776    0    0  5228     0 8673 3257  2 37 60  1  0  0
 0  0      0 284416  15772 451800    0    0     0     0 8599 3247  1 39 60  0  0  0
 0  0      0 284800  15772 451820    0    0     0     0 9439 3382  1 41 58  0  0  0
 0  0      0 283712  15780 451836    0    0     0    16 9452 3390  2 43 55  0  0  0
 5  0      0 283168  15780 451864    0    0     0     0 9555 3331  2 43 55  0  0  0
 0  0      0 283812  15780 451884    0    0     0     0 9002 3346  1 40 59  0  0  0
 0  0      0 284332  15780 451908    0    0     0     0 8733 3338  2 38 60  0  0  0
 0  0      0 284568  15780 451932    0    0     0     0 8962 3276  1 41 58  0  0  0
 0  0      0 286032  15788 451948    0    0     0    16 9287 3435  1 41 57  1  0  0
 2  0      0 286396  15788 451976    0    0     0     0 8969 3454  2 40 58  0  0  0
 2  0      0 275164  15788 452276    0    0   240     0 9291 3291  1 44 55  0  0  0
 2  0      0 277916  15788 452260    0    0     0     0 9175 3421  1 40 59  0  0  0
 0  0      0 276164  15788 452284    0    0     0     0 9697 3404  2 42 56  0  0  0
 0  0      0 277300  15796 452296    0    0     0    16 10205 3570 2 44 52  2  0  0
 0  0      0 276820  15796 452324    0    0     0     4 9168 3366  1 39 60  0  0  0
 0  0      0 278988  15796 452348    0    0     0     0 8697 3300  1 38 61  0  0  0
 3  0      0 278860  15796 452368    0    0     0     0 10175 3451 1 44 55  0  0  0
 0  0      0 278784  15796 452400    0    0     0   668 9838 3456  2 43 55  0  0  0
 6  0      0 278232  15804 452412    0    0     0    28 9453 3390  2 40 57  1  0  0
 1  0      0 278424  15804 452440    0    0     0    20 9797 3582  1 41 58  0  0  0
 0  0      0 275436  15804 452504    0    0     0     0 9164 3298  2 40 58  0  0  0
 0  0      0 276236  15804 452460    0    0     0     0 9428 3449  2 42 56  0  0  0
 0  0      0 276076  15804 452484    0    0     0     0 9169 3438  2 37 61  0  0  0
 1  0      0 278160  15812 452496    0    0     0    24 9469 3465  1 41 57  1  0  0
 0  0      0 276688  15812 452524    0    0     0     0 9188 3338  1 42 57  0  0  0
 4  0      0 278388  15812 452548    0    0     0     0 8876 3331  1 39 60  0  0  0
 5  0      0 277408  15812 452572    0    0     0     0 9471 3388  2 42 56  0  0  0
 3  0      0 277504  15812 452596    0    0     0     0 9605 3413  1 41 58  0  0  0
 0  1      0 277352  15820 452608    0    0     0    16 9445 3289  1 42 56  1  0  0
 0  0      0 278376  15820 452640    0    0     0     0 8954 3460  2 41 57  0  0  0
 0  0      0 277224  15820 452660    0    0     0     0 8952 3314  1 38 61  0  0  0
 2  0      0 272696  15820 462212    0    0  9528     0 9211 3404  2 43 53  2  0  0
 0  0      0 274616  15820 462232    0    0     0     0 9315 3397  1 40 59  0  0  0
 0  1      0 272820  15828 462244    0    0     0    16 9531 3344  1 44 55  0  0  0
 0  0      0 274108  15828 462276    0    0     0     0 8876 3313  2 40 57  1  0  0
 9  0      0 272100  15828 462296    0    0     0     0 9288 3355  1 45 54  0  0  0
 4  0      0 273060  15828 462320    0    0     0     0 9052 3319  2 44 54  0  0  0
 0  0      0 273956  15828 462340    0    0     0     0 9273 3456  1 40 59  0  0  0
 0  1      0 274404  15836 462364    0    0     0    16 9040 3399  2 39 59  0  0  0
 0  0      0 273476  15836 462396    0    0     0     0 9150 3471  1 42 55  2  0  0
 0  0      0 273252  15836 462416    0    0     0     0 8777 3306  2 39 59  0  0  0
 1  0      0 263492  15836 470632    0    0  8192     0 9487 3402  1 41 57  1  0  0
 0  0      0 262540  15836 470652    0    0     0     0 9136 3349  1 41 58  0  0  0
 1  1      0 261068  15844 470664    0    0     0    20 9379 3483  2 42 56  0  0  0
 0  0      0 262260  15844 470696    0    0     0     0 9233 3194  1 43 55  1  0  0
 6  0      0 263028  15844 470716    0    0     0     0 9347 3454  1 42 57  0  0  0
 2  0      0 263700  15844 470740    0    0     0     0 9427 3338  1 43 56  0  0  0
 3  0      0 263488  15844 470760    0    0     0     0 9344 3307  2 43 55  0  0  0
 0  0      0 264000  15844 470788    0    0     0   672 9429 3475  1 42 57  0  0  0
 4  0      0 263744  15852 470808    0    0     0    28 8989 3365  1 40 57  2  0  0
 0  0      0 264940  15852 470832    0    0     0     8 8956 3455  2 38 60  0  0  0
 5  0      0 252740  15852 476252    0    0  5364     0 9864 3537  2 43 55  0  0  0
 0  0      0 253608  15852 476236    0    0     0     0 8919 3168  1 41 58  0  0  0
 4  0      0 254280  15852 476260    0    0     0     0 9775 3495  2 43 55  0  0  0
 4  0      0 253908  15860 476280    0    0     0    52 9709 3425  0 43 55  2  0  0
 9  0      0 254836  15860 476304    0    0     0     0 9269 3290  1 42 57  0  0  0
 0  0      0 254240  15860 476324    0    0     0     0 9501 3401  2 42 56  0  0  0
 3  0      0 255276  15860 476344    0    0     0     0 9079 3337  2 40 58  0  0  0
 0  0      0 254348  15860 476376    0    0     0     0 9410 3333  1 42 57  0  0  0
 0  0      0 254820  15868 476396    0    0     0    16 9528 3584  1 43 56  0  0  0
 0  0      0 252420  15868 476420    0    0     0     0 9596 3380  2 41 57  0  0  0
 2  0      0 251188  15868 477200    0    0   720     0 10258 3508 1 47 50  2  0  0
 8  0      0 253208  15868 477156    0    0     0     0 8701 3168  1 39 60  0  0  0
 0  0      0 253912  15868 477180    0    0     0     0 9341 3473  2 42 56  0  0  0
 0  0      0 253336  15876 477200    0    0     0    16 9762 3424  1 42 55  2  0  0
 6  0      0 254488  15876 477224    0    0     0     0 9529 3462  1 43 56  0  0  0
 2  0      0 253784  15876 477244    0    0     0     0 8902 3326  1 39 60  0  0  0
 1  0      0 254424  15876 477268    0    0     0     0 9374 3474  2 37 61  0  0  0
 0  0      0 254552  15876 477288    0    0     0     0 8722 3184  1 37 62  0  0  0
 5  0      0 254744  15884 477312    0    0     0    16 8702 3405  1 40 58  1  0  0
 0  0      0 254712  15884 477336    0    0     0     0 8613 3248  1 38 61  0  0  0
 1  0      0 249644  15884 481048    0    0  3644     0 9287 3400  2 39 58  1  0  0
 0  0      0 250220  15884 481024    0    0     0     0 9449 3484  1 40 59  0  0  0
 1  0      0 248440  15884 481044    0    0     0     0 9374 3290  1 41 58  0  0  0
 0  0      0 250348  15892 481068    0    0     0    20 9328 3355  2 42 56  0  0  0
 0  0      0 250668  15892 481088    0    0     0     0 8855 3253  2 37 61  0  0  0
 0  0      0 250264  15892 481108    0    0     0     0 9133 3285  1 39 60  0  0  0
 0  0      0 250156  15892 481132    0    0     0     0 10110 3551 1 48 51  0  0  0
 0  0      0 250988  15892 481152    0    0     0     0 9274 3382  1 40 59  0  0  0
 3  0      0 250380  15900 481180    0    0     0   684 9215 3335  2 41 55  2  0  0
 0  0      0 249196  15900 481200    0    0     0     0 8500 3372  1 37 62  0  0  0
 0  0      0 249900  15900 481220    0    0     0     4 9255 3408  1 43 56  0  0  0
 2  0      0 249260  15900 482192    0    0   964     0 9775 3409  1 42 57  0  0  0
 0  0      0 248980  15900 482212    0    0     0     0 10206 3590 1 46 53  0  0  0
 0  0      0 248884  15908 482236    0    0     0    28 9079 3394  1 38 61  0  0  0
 0  0      0 249844  15908 482256    0    0     0     0 9576 3399  2 45 53  0  0  0
 0  0      0 247756  15908 482280    0    0     0     0 9120 3305  1 42 57  0  0  0
 0  0      0 249052  15908 482304    0    0     0     0 9159 3335  1 41 58  0  0  0
 1  0      0 250140  15908 482324    0    0     0     0 8472 3272  1 38 61  0  0  0
 2  0      0 250524  15916 482356    0    0     0    16 9233 3416  2 39 59  0  0  0
 5  0      0 251260  15916 482376    0    0     0     0 8386 3221  1 38 61  0  0  0
 4  0      0 250480  15916 482400    0    0     0     0 9510 3452  1 44 55  0  0  0
 0  0      0 247512  15916 482456    0    0     0     0 8410 3248  2 41 57  0  0  0
 0  0      0 247752  15916 482424    0    0     0     0 8965 3188  1 40 59  0  0  0
 0  0      0 247592  15924 482448    0    0     0    16 9599 3448  2 46 50  2  0  0
 0  0      0 249064  15924 482472    0    0     0     0 9773 3328  2 44 54  0  0  0
 0  0      0 247880  15924 482492    0    0     0     0 9416 3436  1 43 56  0  0  0
 1  0      0 248304  15924 482512    0    0     0     0 9463 3421  2 43 55  0  0  0
 8  0      0 248080  15924 482536    0    0     0     0 9364 3477  1 41 58  0  0  0
 0  0      0 248496  15932 482560    0    0     0    32 9789 3512  2 43 54  1  0  0
 0  0      0 248380  15932 482584    0    0     0     0 9211 3403  2 39 59  0  0  0
 0  0      0 248316  15932 482604    0    0     0     0 9033 3473  2 39 59  0  0  0
 2  0      0 246960  15932 484408    0    0  1744     0 8818 3293  1 41 57  1  0  0
 2  0      0 246256  15932 484376    0    0     0     0 9277 3307  1 45 54  0  0  0
 0  0      0 246576  15940 484396    0    0     0    20 8761 3380  1 39 60  0  0  0
 7  0      0 246352  15940 484420    0    0     0     0 9286 3384  2 40 58  0  0  0
 3  0      0 245872  15940 484440    0    0     0     0 9426 3383  2 44 54  0  0  0
 0  0      0 246192  15940 484460    0    0     0     0 8547 3246  2 41 57  0  0  0
 0  0      0 244016  15940 484484    0    0     0     0 8928 3337  2 42 56  0  0  0
 1  0      0 246044  15948 484512    0    0     0   688 9274 3534  1 40 59  0  0  0
 0  0      0 245736  15948 484536    0    0     0     0 8901 3432  1 39 60  0  0  0
 0  0      0 246004  15948 484556    0    0     0     0 9024 3271  2 40 58  0  0  0
 0  0      0 246324  15948 484576    0    0     0     8 9250 3474  2 41 57  0  0  0
 0  0      0 245780  15948 484600    0    0     0     0 9750 3447  1 43 56  0  0  0
 0  0      0 245652  15956 484624    0    0     0    36 9305 3376  1 40 57  2  0  0
 0  0      0 246880  15956 484644    0    0     0     0 9421 3271  1 41 58  0  0  0
 0  0      0 246816  15956 484664    0    0     0     0 9152 3304  2 39 59  0  0  0
