procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 334336  15584 446600    0    0 62711  1020 2085   46  2 22 68  8  0  0
10  0      0 324904  15584 446676    0    0     0     0 16396 5671 3 80 17  0  0  0
 0  0      0 325860  15584 446728    0    0     0     0 17994 6307 3 88  9  0  0  0
 5  0      0 313024  15584 446780    0    0     0     0 18429 5973 3 91  6  0  0  0
 0  0      0 314912  15584 446832    0    0     0     0 17983 6148 3 86 11  0  0  0
 4  0      0 317824  15592 446872    0    0     0    64 17308 6021 2 90  8  0  0  0
 2  0      0 315488  15592 446940    0    0     0     0 18407 5856 4 90  6  0  0  0
 4  0      0 317376  15592 446992    0    0     0     0 17319 6113 2 85 13  0  0  0
 4  0      0 319624  15592 447040    0    0     0     0 17677 6449 3 84 13  0  0  0
 3  0      0 318536  15592 447088    0    0     0     0 17517 5829 3 85 12  0  0  0
23  0      0 320592  15600 447128    0    0     0    24 18230 5826 3 90  7  0  0  0
 5  0      0 320004  15600 447188    0    0     0     0 17818 5792 2 89  9  0  0  0
 7  0      0 317412  15600 447244    0    0     0     0 17603 5565 4 86 10  0  0  0
 2  0      0 318116  15600 447292    0    0     0     0 18022 6060 2 88 10  0  0  0
 8  0      0 318388  15600 447344    0    0     0     0 18592 5749 3 91  6  0  0  0
17  0      0 316092  15608 447388    0    0     0    16 18261 5614 3 90  7  0  0  0
 5  0      0 316424  15608 447452    0    0     0     0 17697 5619 3 89  8  0  0  0
 2  0      0 317704  15608 447508    0    0     0     0 18064 5917 3 88  9  0  0  0
10  0      0 315400  15608 447556    0    0     0     0 18167 5741 3 91  6  0  0  0
 3  0      0 317624  15608 447608    0    0     0     0 17952 5961 4 86 10  0  0  0
12  0      0 312568  15616 447648    0    0     0    16 17207 5742 3 85 11  1  0  0
16  0      0 314968  15616 447712    0    0     0     0 18018 5837 3 90  7  0  0  0
 0  0      0 314888  15616 447760    0    0     0     0 18213 5750 3 92  5  0  0  0
16  0      0 318736  15616 447812    0    0     0     0 17610 5533 3 91  6  0  0  0
11  0      0 318188  15616 447860    0    0     0     0 17650 5501 3 92  5  0  0  0
 8  0      0 319904  15624 447908    0    0     0    16 17722 5835 3 85 12  0  0  0
 2  0      0 319436  15624 447968    0    0     0     0 18189 5673 3 89  8  0  0  0
14  0      0 316140  15624 448016    0    0     0   208 17749 5772 3 85 12  0  0  0
26  0      0 310764  15624 448032    0    0     0  4960 18167 5983 3 96  1  0  0  0
 3  0      0 310764  15624 448112    0    0     0    44 17473 6055 3 91  6  0  0  0
11  0      0 313900  15636 448152    0    0     0    64 18265 5815 2 91  7  0  0  0
25  0      0 312832  15636 448224    0    0     0     4 18244 5613 3 92  5  0  0  0
 6  0      0 313592  15636 448272    0    0     0     0 17829 5905 3 91  6  0  0  0
 8  0      0 316896  15636 448324    0    0     0     0 17312 6226 2 83 15  0  0  0
13  0      0 316000  15636 448372    0    0     0  1700 17757 6035 3 87 10  0  0  0
11  0      0 308232  15644 448420    0    0     0    36 18373 5845 3 94  3  0  0  0
