procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
39  0      0 262328  15588 455072    0    0 42237   715 7364   51  3 51 42  5  0  0
46  0      0 253668  15588 455184    0    0     0     0 17850 10113 4 96 0  0  0  0
29  0      0 253752  15588 455232    0    0     0     0 17906 9655 4 96  0  0  0  0
33  0      0 249456  15588 455308    0    0     0     0 18518 9010 3 97  0  0  0  0
36  0      0 250192  15588 455364    0    0     0     0 18312 9599 4 96  0  0  0  0
41  0      0 250040  15596 455456    0    0     0    64 17684 8513 3 97  0  0  0  0
35  0      0 245708  15596 455608    0    0     0     0 18513 5581 4 96  0  0  0  0
 8  0      0 245524  15596 455656    0    0     0     0 18671 6443 4 96  0  0  0  0
40  0      0 249652  15596 455728    0    0     0     0 18901 4316 4 96  0  0  0  0
22  0      0 249748  15596 455784    0    0     0     0 18773 3876 3 97  0  0  0  0
29  0      0 251100  15604 455832    0    0     0    24 18007 4037 3 97  0  0  0  0
25  0      0 249436  15604 455884    0    0     0     0 19084 4134 4 96  0  0  0  0
35  0      0 251936  15604 455936    0    0     0     0 19061 4123 4 96  0  0  0  0
22  0      0 248928  15604 455992    0    0     0     0 18992 4203 4 96  0  0  0  0
31  0      0 252416  15604 456048    0    0     0     0 19104 4239 4 96  0  0  0  0
23  0      0 250988  15612 456100    0    0     0    16 18648 4076 3 97  0  0  0  0
32  0      0 250416  15612 456152    0    0     0     0 18943 3962 4 96  0  0  0  0
34  0      0 248624  15612 456204    0    0     0     0 18883 3861 4 96  0  0  0  0
21  0      0 248528  15612 456256    0    0     0     0 18741 3918 4 96  0  0  0  0
38  0      0 247772  15612 456324    0    0     0     0 19204 4170 4 96  0  0  0  0
39  0      0 250264  15620 456372    0    0     0    16 18931 3963 4 96  0  0  0  0
47  0      0 248316  15620 456436    0    0     0     0 19179 4252 4 96  0  0  0  0
23  0      0 246816  15620 456484    0    0     0     0 18415 4063 3 97  0  0  0  0
39  0      0 246724  15620 456544    0    0     0   208 18522 4148 4 96  0  0  0  0
27  0      0 243088  15620 456600    0    0     0  5096 19226 4237 3 97  0  0  0  0
31  0      0 246576  15632 456648    0    0     0    92 18723 4220 5 95  0  0  0  0
34  0      0 246832  15632 456700    0    0     0     4 18889 4130 4 96  0  0  0  0
21  0      0 248324  15632 456756    0    0     0     0 18491 4170 4 96  0  0  0  0
30  0      0 245944  15632 456820    0    0     0     0 19124 4156 3 97  0  0  0  0
41  0      0 248392  15632 456876    0    0     0     0 18857 4196 4 96  0  0  0  0
45  0      0 248776  15640 456928    0    0     0    44 18452 4049 4 96  0  0  0  0
27  0      0 248200  15640 456984    0    0     0  1744 18758 4041 4 96  0  0  0  0
27  0      0 244200  15640 457036    0    0     0     4 18475 3781 4 96  0  0  0  0
34  0      0 245236  15640 457088    0    0     0     0 18872 4219 4 96  0  0  0  0
20  0      0 235184  15640 457140    0    0     0     0 18226 4647 3 97  0  0  0  0
12  0      0 236560  15648 457196    0    0     0    36 18568 4108 5 95  0  0  0  0
33  0      0 236344  15648 457256    0    0     0     0 18473 3968 3 97  0  0  0  0
25  0      0 227328  15648 457308    0    0     0     0 17957 4004 4 96  0  0  0  0
35  0      0 230908  15648 457360    0    0     0     0 18174 3892 5 95  0  0  0  0
18  0      0 233372  15648 457412    0    0     0     0 18493 3929 3 97  0  0  0  0
21  0      0 237084  15656 457468    0    0     0    20 18607 4170 4 96  0  0  0  0
20  0      0 233480  15656 457520    0    0     0     0 18695 4147 4 96  0  0  0  0
16  0      0 234856  15656 457576    0    0     0     0 18026 3954 4 96  0  0  0  0
22  0      0 230624  15656 457628    0    0     0     0 17460 3896 4 96  0  0  0  0
38  0      0 228764  15656 457680    0    0     0     0 17986 5479 5 95  0  0  0  0
49  0      0 218556  15664 457736    0    0     0    16 17940 5413 3 97  0  0  0  0
15  0      0 222876  15664 457788    0    0     0     0 18634 4031 4 96  0  0  0  0
22  0      0 223076  15664 457844    0    0     0     0 18404 4030 4 96  0  0  0  0
