procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
31  0      0 289292  15588 454972    0    0 43302   702 6797   52  3 49 43  5  0  0
21  0      0 292072  15588 454988    0    0     0     0 18770 6451 2 98  0  0  0  0
31  0      0 291232  15588 455116    0    0     0     0 18639 6424 3 97  0  0  0  0
32  0      0 286204  15588 455164    0    0     0     0 18181 7271 4 96  0  0  0  0
31  0      0 282124  15588 455256    0    0     0     0 18163 7174 4 96  0  0  0  0
29  0      0 276112  15596 455300    0    0     0    64 18416 8120 3 97  0  0  0  0
35  0      0 278960  15596 455352    0    0     0     0 18255 7842 3 97  0  0  0  0
30  0      0 280728  15596 455400    0    0     0     0 18135 7327 4 96  0  0  0  0
14  0      0 277232  15596 455452    0    0     0     0 17908 7696 4 96  0  0  0  0
14  0      0 276916  15596 455504    0    0     0     0 18018 8085 3 97  0  0  0  0
19  0      0 281312  15604 455552    0    0     0    24 18466 8026 4 96  0  0  0  0
20  0      0 281700  15604 455620    0    0     0     0 18365 8086 3 97  0  0  0  0
24  0      0 275580  15604 455680    0    0     0     0 17913 8217 4 96  0  0  0  0
39  0      0 274000  15604 455688    0    0     0     0 18452 7383 2 98  0  0  0  0
20  0      0 277824  15604 455828    0    0     0     0 18329 7416 3 97  0  0  0  0
60  0      0 270044  15612 455876    0    0     0    16 17760 7802 3 97  0  0  0  0
53  0      0 253264  15612 456000    0    0     0     0 18270 7785 3 97  0  0  0  0
18  0      0 254620  15612 456116    0    0     0     0 18145 7015 4 96  0  0  0  0
32  0      0 258256  15612 456196    0    0     0     0 19119 4195 3 97  0  0  0  0
26  0      0 258508  15612 456252    0    0     0     0 18110 3923 4 96  0  0  0  0
27  0      0 251560  15620 456320    0    0     0    16 18374 6350 3 97  0  0  0  0
26  0      0 253844  15620 456376    0    0     0     0 18580 4366 4 96  0  0  0  0
19  1      0 252184  15620 456428    0    0     0     0 18808 4137 4 96  0  0  0  0
40  0      0 251956  15620 456476    0    0     0     0 18800 4891 4 96  0  0  0  0
19  0      0 241920  15620 456544    0    0     0   208 18220 5064 4 96  0  0  0  0
19  0      0 245008  15628 456580    0    0     0  5084 18936 4491 4 96  0  0  0  0
32  0      0 247760  15628 456632    0    0     0    44 18671 4271 3 97  0  0  0  0
28  0      0 250160  15628 456684    0    0     0     0 18633 4133 5 95  0  0  0  0
25  0      0 242840  15628 456740    0    0     0     0 18197 5730 3 97  0  0  0  0
