procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  0      0 350136  15568 425972    0    0 58849   776 2151   48  2 23 67  8  0  0
26  0      0 324640  15568 426096    0    0     0     0 16898 5947 4 95  1  0  0  0
43  0      0 313388  15568 426164    0    0     0     0 16858 6637 3 97  0  0  0  0
14  0      0 314684  15568 426212    0    0     0     0 17273 6983 4 96  0  0  0  0
23  0      0 288700  15568 426400    0    0     0     0 18043 7356 4 96  0  0  0  0
42  0      0 285524  15576 426524    0    0     0    68 17807 8437 3 97  0  0  0  0
16  0      0 278688  15576 426668    0    0     0     0 18242 6338 4 96  0  0  0  0
20  0      0 282148  15576 426688    0    0     0     0 18812 4036 4 96  0  0  0  0
32  0      0 284752  15576 426768    0    0     0     0 18711 4354 4 96  0  0  0  0
17  0      0 286224  15576 426820    0    0     0     0 18529 4135 4 96  0  0  0  0
37  0      0 285776  15584 426860    0    0     0    24 18743 4218 4 96  0  0  0  0
23  0      0 278440  15584 426924    0    0     0     0 18355 4127 4 96  0  0  0  0
19  0      0 283396  15584 426952    0    0     0     0 18377 3924 4 96  0  0  0  0
31  0      0 286700  15584 427036    0    0     0     0 18844 4156 3 97  0  0  0  0
26  0      0 285712  15584 427088    0    0     0     0 18809 4418 4 96  0  0  0  0
30  0      0 285952  15592 427136    0    0     0    16 18510 4258 4 96  0  0  0  0
25  0      0 285592  15592 427200    0    0     0     0 18565 4204 4 96  0  0  0  0
19  0      0 280644  15592 427284    0    0     0     0 18491 4599 3 97  0  0  0  0
39  0      0 267940  15592 427304    0    0     0     0 17787 4302 5 95  0  0  0  0
27  0      0 262660  15592 427360    0    0     0     0 18276 3806 4 96  0  0  0  0
23  0      0 265140  15600 427436    0    0     0    16 18277 4251 5 95  0  0  0  0
31  0      0 267840  15600 427496    0    0     0     0 18422 4314 3 97  0  0  0  0
29  0      0 266160  15600 427548    0    0     0     0 18630 4072 5 95  0  0  0  0
40  0      0 264424  15600 427604    0    0     0     0 18323 3940 4 96  0  0  0  0
36  0      0 266960  15600 427648    0    0     0     0 18169 4000 4 96  0  0  0  0
18  0      0 271888  15608 427700    0    0     0    16 18282 4251 4 96  0  0  0  0
29  0      0 271324  15608 427756    0    0     0     0 18716 4222 5 95  0  0  0  0
14  0      0 270300  15608 427808    0    0     0   212 18164 3820 3 97  0  0  0  0
23  0      0 257460  15608 427824    0    0     0  3444 18603 4869 5 95  0  0  0  0
41  0      0 261632  15608 427908    0    0     0    44 18821 4226 3 97  0  0  0  0
22  0      0 256256  15620 427952    0    0     0    64 18150 4025 5 95  0  0  0  0
38  0      0 259156  15620 428012    0    0     0     4 18214 4059 4 96  0  0  0  0
21  0      0 257204  15620 428060    0    0     0     0 17894 3788 3 97  0  0  0  0
19  0      0 257044  15620 428112    0    0     0     0 18194 4144 4 96  0  0  0  0
35  0      0 259156  15620 428168    0    0     0  1692 17759 4197 4 96  0  0  0  0
27  0      0 258436  15628 428216    0    0     0    36 17867 4075 4 96  0  0  0  0
16  0      0 259492  15628 428272    0    0     0     0 17659 4003 4 96  0  0  0  0
22  0      0 256208  15628 428320    0    0     0     0 17771 4093 4 96  0  0  0  0
26  0      0 248688  15628 428372    0    0     0     0 17744 3891 4 96  0  0  0  0
32  0      0 239728  15628 430480    0    0  2032     0 17659 4573 4 96  0  0  0  0
44  0      0 236976  15636 430500    0    0     0    16 17719 3753 3 97  0  0  0  0
28  0      0 243632  15636 430552    0    0     0     0 18002 3948 5 95  0  0  0  0
33  0      0 244540  15636 430604    0    0     0     0 18699 4305 4 96  0  0  0  0
33  0      0 245180  15636 430660    0    0     0     0 18407 4090 4 96  0  0  0  0
45  0      0 243844  15636 430720    0    0     0     0 17151 3980 3 97  0  0  0  0
32  0      0 247076  15644 430760    0    0     0    20 18352 4257 4 96  0  0  0  0
16  0      0 245284  15644 430820    0    0     0     0 17761 4101 4 96  0  0  0  0
44  0      0 233316  15644 430880    0    0     0     0 17962 3858 5 95  0  0  0  0
33  0      0 237412  15644 430928    0    0     0     0 17195 3954 4 96  0  0  0  0
34  0      0 243120  15644 430980    0    0     0     0 18853 4299 4 96  0  0  0  0
21  0      0 239120  15652 431024    0    0     0    16 18212 4132 4 96  0  0  0  0
29  0      0 244720  15652 431084    0    0     0     0 18605 4339 4 96  0  0  0  0
27  0      0 246448  15652 431144    0    0     0     0 17626 4084 4 96  0  0  0  0
26  0      0 240528  15652 431192    0    0     0     0 17670 3918 4 96  0  0  0  0
29  0      0 242448  15652 431244    0    0     0     0 18150 4406 4 96  0  0  0  0
18  0      0 241168  15660 431292    0    0     0    16 18052 4056 3 97  0  0  0  0
41  0      0 243488  15660 431348    0    0     0     0 18620 4222 4 96  0  0  0  0
28  0      0 244416  15660 431412    0    0     0     0 17472 3903 4 96  0  0  0  0
33  0      0 245152  15660 431460    0    0     0     0 16771 4214 4 96  0  0  0  0
26  0      0 240192  15660 433092    0    0  1612     0 16537 3961 4 96  0  0  0  0
25  0      0 238216  15668 433172    0    0     0    16 16386 4379 5 95  0  0  0  0
31  0      0 237288  15668 433176    0    0     0    56 15916 3745 4 96  0  0  0  0
32  0      0 233708  15668 433224    0    0     0     0 16274 3992 3 97  0  0  0  0
30  0      0 229940  15668 433268    0    0     0     8 16042 3807 4 96  0  0  0  0
17  0      0 237820  15668 433344    0    0     0     0 16195 3884 4 96  0  0  0  0
