procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
28  0      0 332908  15568 421932    0    0 55050   730 2796   47  3 27 62  8  0  0
21  0      0 317448  15568 422028    0    0     0     0 16460 6476 3 97  0  0  0  0
41  0      0 316180  15568 422100    0    0     0     0 17577 6489 4 96  0  0  0  0
38  0      0 312364  15568 422196    0    0     0     0 17314 6803 5 95  0  0  0  0
44  0      0 286716  15568 422308    0    0     0     0 16732 8259 4 96  0  0  0  0
25  0      0 286972  15576 422524    0    0     0    68 17746 4989 3 97  0  0  0  0
30  0      0 279460  15576 422576    0    0     0     0 17416 4498 4 96  0  0  0  0
57  0      0 276688  15576 422620    0    0     0     0 17535 4021 5 95  0  0  0  0
35  0      0 279276  15576 422700    0    0     0     0 17339 5726 3 97  0  0  0  0
33  0      0 282156  15576 422748    0    0     0     0 17442 3986 4 96  0  0  0  0
18  0      0 284876  15584 422796    0    0     0    24 17130 4018 4 96  0  0  0  0
35  0      0 287756  15584 422852    0    0     0     0 17357 4271 5 95  0  0  0  0
33  0      0 280492  15584 422912    0    0     0     0 18287 4046 4 96  0  0  0  0
19  0      0 283276  15584 422964    0    0     0     0 18824 4118 3 97  0  0  0  0
34  0      0 289580  15584 423016    0    0     0     0 18523 4352 4 96  0  0  0  0
23  0      0 289356  15592 423064    0    0     0    16 18563 3854 5 95  0  0  0  0
40  0      0 288108  15592 423116    0    0     0     0 18490 4400 4 96  0  0  0  0
35  0      0 274680  15592 423172    0    0     0     0 18410 4667 4 96  0  0  0  0
37  0      0 276292  15592 423224    0    0     0     0 18540 4127 4 96  0  0  0  0
15  0      0 275908  15592 423276    0    0     0     0 18467 3989 4 96  0  0  0  0
39  0      0 277452  15600 423328    0    0     0    16 18789 4366 4 96  0  0  0  0
45  0      0 278956  15600 423388    0    0     0     0 18296 4063 4 96  0  0  0  0
20  0      0 272776  15600 423440    0    0     0     0 18070 4426 5 95  0  0  0  0
19  0      0 274440  15600 423488    0    0     0     0 18239 4054 4 96  0  0  0  0
32  0      0 278024  15600 423544    0    0     0     0 17929 4218 4 96  0  0  0  0
30  0      0 272840  15608 423592    0    0     0    16 18002 3931 5 95  0  0  0  0
25  0      0 274632  15608 423652    0    0     0   216 17518 3909 3 97  0  0  0  0
25  0      0 259400  15608 423704    0    0     0  3444 18375 4267 4 96  0  0  0  0
39  0      0 254056  15608 423748    0    0     0    44 18263 4502 5 95  0  0  0  0
42  0      0 255848  15608 423800    0    0     0     4 18240 3993 4 96  0  0  0  0
18  0      0 257000  15620 423860    0    0     0    68 18553 4156 4 96  0  0  0  0
39  0      0 258376  15620 423912    0    0     0     4 18347 4257 4 96  0  0  0  0
11  0      0 256552  15620 423960    0    0     0     0 18253 4028 4 96  0  0  0  0
48  0      0 259292  15620 424012    0    0     0  1672 18414 4133 4 96  0  0  0  0
39  0      0 261948  15620 424064    0    0     0     0 18647 4136 4 96  0  0  0  0
30  0      0 263196  15628 424120    0    0     0    36 17817 4037 3 97  0  0  0  0
18  0      0 260572  15628 424168    0    0     0     0 18301 3969 4 96  0  0  0  0
23  0      0 263356  15628 424220    0    0     0     0 18019 4132 4 96  0  0  0  0
27  0      0 251784  15628 426336    0    0  2032     0 18185 4480 4 96  0  0  0  0
25  0      0 247856  15628 426360    0    0     0     0 17933 4105 5 95  0  0  0  0
19  0      0 250684  15636 426412    0    0     0    16 17682 4036 4 96  0  0  0  0
22  0      0 246108  15636 426464    0    0     0     0 17987 3968 4 96  0  0  0  0
23  0      0 246196  15636 426512    0    0     0     0 17953 3781 3 97  0  0  0  0
15  0      0 248484  15636 426564    0    0     0     0 18285 4233 3 97  0  0  0  0
38  0      0 249732  15636 426620    0    0     0     0 18252 4145 5 95  0  0  0  0
21  0      0 247420  15644 426676    0    0     0    16 18240 4038 4 96  0  0  0  0
