procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 342916  15580 438352    0    0 61609   917 2022   48  3 22 67  8  0  0
 1  0      0 337904  15580 438408    0    0     0     0 9919 3873  1 48 51  0  0  0
 6  0      0 336424  15580 438436    0    0     0     0 11457 4343 2 53 45  0  0  0
 0  0      0 336692  15580 438460    0    0     0     0 9876 4079  1 45 54  0  0  0
 3  0      0 335580  15580 438488    0    0     0     0 10046 4002 2 44 54  0  0  0
 1  0      0 335996  15588 438504    0    0     0    64 9575 3943  1 44 54  1  0  0
 0  0      0 332772  15588 438540    0    0     0     0 10219 4255 2 48 50  0  0  0
 1  0      0 333332  15588 438564    0    0     0     0 10580 4138 1 49 50  0  0  0
 2  0      0 333612  15588 438588    0    0     0     0 10215 4234 2 47 51  0  0  0
 0  0      0 333964  15588 438612    0    0     0     0 10775 4187 1 50 49  0  0  0
 0  0      0 333480  15596 438628    0    0     0    24 9938 4138  2 46 51  1  0  0
 0  0      0 332272  15596 438664    0    0     0     0 11212 4069 1 54 45  0  0  0
 0  0      0 333764  15596 438688    0    0     0     0 10172 4073 1 46 53  0  0  0
 0  0      0 334052  15596 438720    0    0     0     0 10732 3985 2 47 51  0  0  0
 0  0      0 329764  15596 438744    0    0     0     0 10775 4276 1 49 50  0  0  0
 1  0      0 330804  15604 438764    0    0     0    16 12019 4194 2 54 43  1  0  0
 0  0      0 328332  15604 438796    0    0     0     0 10327 3832 2 47 51  0  0  0
 3  0      0 329720  15604 438824    0    0     0     0 10188 3998 1 48 51  0  0  0
 0  0      0 330264  15604 438848    0    0     0     0 10242 4030 2 48 50  0  0  0
 3  0      0 330996  15604 438872    0    0     0     0 10825 4144 1 49 50  0  0  0
 0  0      0 332308  15612 438892    0    0     0    16 10666 4075 2 46 52  0  0  0
 0  0      0 333084  15612 438924    0    0     0     0 10082 3938 1 44 55  0  0  0
 0  0      0 333640  15612 438952    0    0     0     0 10468 4004 1 49 49  0  0  0
 0  0      0 334080  15612 438980    0    0     0     0 10507 4022 2 46 52  0  0  0
 0  0      0 333496  15612 439004    0    0     0     0 11240 4055 2 51 47  0  0  0
 0  0      0 333612  15620 439020    0    0     0    16 9910 3927  1 45 52  2  0  0
 5  0      0 331756  15620 439052    0    0     0     0 10547 3955 1 47 52  0  0  0
 4  0      0 317900  15620 439112    0    0     0   212 10569 3893 2 48 50  0  0  0
 0  0      0 319060  15620 439104    0    0     0  4484 10595 4393 1 46 52  1  0  0
 0  0      0 320028  15620 439124    0    0     0    44 10161 4098 2 44 54  0  0  0
 0  0      0 321180  15632 439140    0    0     0    60 10394 4149 1 45 53  1  0  0
 0  0      0 320880  15632 439180    0    0     0     4 10745 4031 2 47 51  0  0  0
 1  0      0 320752  15632 439204    0    0     0     0 11103 4072 2 48 50  0  0  0
 0  0      0 321804  15632 439232    0    0     0     0 11074 4131 1 47 52  0  0  0
 0  0      0 322060  15632 439256    0    0     0   860 10858 4122 2 47 51  0  0  0
 0  0      0 321516  15640 439272    0    0     0    36 10420 3933 2 47 51  0  0  0
 2  0      0 320620  15640 439308    0    0     0     0 10797 3947 2 49 50  0  0  0
 6  0      0 303436  15640 439332    0    0     0     0 10678 3997 1 53 46  0  0  0
 3  0      0 304204  15640 439356    0    0     0     0 10264 4050 2 46 52  0  0  0
 5  0      0 304632  15640 439384    0    0     0     0 10529 4027 1 47 52  0  0  0
 0  0      0 305432  15648 439408    0    0     0    16 9598 3769  2 45 52  1  0  0
12  0      0 303392  15648 439440    0    0     0     0 10289 3870 2 48 50  0  0  0
 2  0      0 302592  15648 439464    0    0     0     0 11103 4075 1 48 51  0  0  0
 0  0      0 303360  15648 439492    0    0     0     0 10420 4089 1 46 53  0  0  0
 0  0      0 303212  15648 439516    0    0     0     0 10675 4130 2 50 48  0  0  0
 1  0      0 303844  15656 439532    0    0     0    16 10695 4004 1 47 49  2  0  0
 0  0      0 303844  15656 439568    0    0     0     0 10441 4010 2 45 53  0  0  0
 4  0      0 292388  15656 441648    0    0  2032     0 10800 4145 1 51 48  0  0  0
 0  0      0 290660  15656 441652    0    0     0     0 10709 4141 2 47 51  0  0  0
 0  0      0 291524  15656 441684    0    0     0     0 10704 4092 1 44 55  0  0  0
 3  0      0 292068  15664 441700    0    0     0    16 10491 4105 2 45 52  1  0  0
 4  0      0 292940  15664 441736    0    0     0     0 10414 4168 1 45 54  0  0  0
 0  0      0 291156  15664 441760    0    0     0     0 10724 3955 2 49 49  0  0  0
 5  0      0 292424  15664 441784    0    0     0     0 11142 3908 1 53 46  0  0  0
 2  0      0 292872  15664 441808    0    0     0     0 10018 3950 1 48 51  0  0  0
 2  0      0 288944  15672 441828    0    0     0    20 10591 3966 3 46 49  2  0  0
 0  0      0 289488  15672 441860    0    0     0     0 10107 4040 1 47 52  0  0  0
 4  0      0 290064  15672 441888    0    0     0     0 10369 4056 1 44 55  0  0  0
 2  0      0 290520  15672 441920    0    0     0     0 10102 4101 1 43 56  0  0  0
 2  0      0 289048  15672 441944    0    0     0     0 11699 4241 2 53 45  0  0  0
 0  0      0 290088  15680 441964    0    0     0    16 11346 4125 2 51 45  2  0  0
 1  0      0 288840  15680 441996    0    0     0    52 10438 3998 1 47 52  0  0  0
 0  0      0 289524  15680 442020    0    0     0     8 9990 4012  2 46 52  0  0  0
13  0      0 290816  15680 442048    0    0     0     0 10314 4020 1 46 53  0  0  0
 0  0      0 291424  15680 442072    0    0     0     0 11015 4097 2 48 50  0  0  0
 0  0      0 292128  15688 442088    0    0     0   816 10378 3999 1 45 54  0  0  0
 0  0      0 292988  15688 442124    0    0     0     0 10015 3950 1 49 50  0  0  0
 6  0      0 291332  15688 442152    0    0     0     0 10986 4062 2 53 45  0  0  0
 0  0      0 284632  15688 443788    0    0  1612     0 10851 4189 1 50 49  1  0  0
 0  0      0 284280  15688 443812    0    0     0     0 9840 3886  1 43 56  0  0  0
 5  0      0 285688  15696 443832    0    0     0    16 9981 3966  2 47 50  2  0  0
 0  0      0 286360  15696 443864    0    0     0     0 10078 3935 2 47 51  0  0  0
 5  0      0 284888  15696 443888    0    0     0     0 10632 4157 1 51 48  0  0  0
 0  0      0 286508  15696 443916    0    0     0     0 10006 3955 1 46 53  0  0  0
 0  0      0 285940  15696 443940    0    0     0     0 9634 3816  1 43 56  0  0  0
 7  0      0 284924  15704 443956    0    0     0    16 10558 3946 1 46 52  1  0  0
 8  0      0 285384  15704 444000    0    0     0     0 11057 4160 3 53 44  0  0  0
 6  0      0 286268  15704 444024    0    0     0     0 10737 4085 1 49 49  0  0  0
 0  0      0 285840  15704 444480    0    0   392     0 9942 4055  2 45 52  1  0  0
 0  0      0 286392  15704 444468    0    0     0     0 10542 4033 1 46 53  0  0  0
 6  0      0 287864  15712 444484    0    0     0    16 9783 3866  2 43 53  2  0  0
 0  0      0 286232  15712 444516    0    0     0     0 11066 4216 1 48 51  0  0  0
 6  0      0 286528  15712 444540    0    0     0     0 11687 4139 2 52 46  0  0  0
 6  0      0 286540  15712 444568    0    0     0     0 10454 3897 1 46 53  0  0  0
 0  0      0 283596  15712 444592    0    0     0     0 9886 3895  2 44 54  0  0  0
 0  0      0 285468  15720 444612    0    0     0    20 9702 3882  1 48 51  0  0  0
 0  0      0 287340  15720 444648    0    0     0     0 10798 4025 2 48 50  0  0  0
 0  0      0 286264  15720 444672    0    0     0     0 9996 4056  1 45 54  0  0  0
 0  0      0 286988  15720 445384    0    0   640     0 10388 4027 2 48 49  1  0  0
 2  0      0 286924  15720 445364    0    0     0     0 9507 3896  2 40 58  0  0  0
 0  0      0 285880  15728 445380    0    0     0    16 10849 4031 1 49 49  0  0  0
 0  0      0 286392  15728 445416    0    0     0     0 10588 3951 2 48 50  0  0  0
 0  0      0 285696  15728 445440    0    0     0     0 10064 3880 2 45 53  0  0  0
 0  0      0 285760  15728 445468    0    0     0     4 10598 4026 1 47 52  0  0  0
13  0      0 277984  15728 445496    0    0     0     0 10526 4106 1 50 50  0  0  0
 3  0      0 282064  15736 445512    0    0     0   812 10162 4026 1 47 52  0  0  0
 0  0      0 284364  15736 445548    0    0     0    20 9929 3929  2 43 55  0  0  0
 5  0      0 285132  15736 445572    0    0     0     0 10509 3947 1 45 54  0  0  0
 0  0      0 282572  15736 446712    0    0  1064     0 10616 4216 1 49 48  2  0  0
 8  0      0 283296  15736 446688    0    0     0     0 10359 3995 1 46 53  0  0  0
 0  0      0 283872  15744 446708    0    0     0    16 9763 3959  1 43 55  1  0  0
 0  0      0 285580  15744 446740    0    0     0     0 10114 3836 2 44 54  0  0  0
 3  0      0 286380  15744 446772    0    0     0     0 10816 4087 1 47 52  0  0  0
 0  0      0 285148  15744 446800    0    0     0     0 10959 4163 1 48 51  0  0  0
 2  0      0 286608  15744 446824    0    0     0     0 10276 4088 2 44 54  0  0  0
 0  0      0 279312  15752 446840    0    0     0    16 11256 4047 1 51 47  1  0  0
 0  0      0 282464  15752 446872    0    0     0     0 10362 3921 2 46 52  0  0  0
 7  0      0 284168  15752 446900    0    0     0     0 10753 4065 2 47 51  0  0  0
 0  0      0 284720  15752 446924    0    0     0     0 10344 4144 1 43 56  0  0  0
 0  0      0 280420  15752 452168    0    0  5228     0 10227 3853 2 48 50  0  0  0
 0  0      0 281060  15760 452188    0    0     0    16 10335 3983 1 44 55  0  0  0
 1  0      0 281588  15760 452224    0    0     0     0 9998 4041  1 47 52  0  0  0
 5  0      0 278132  15760 452248    0    0     0     0 11366 4065 2 51 47  0  0  0
 0  0      0 278624  15760 452276    0    0     0     0 10177 4031 1 44 55  0  0  0
 6  0      0 279212  15760 452300    0    0     0     0 10403 3977 2 49 50  0  0  0
 0  0      0 279436  15768 452316    0    0     0    20 10248 3849 2 46 50  2  0  0
15  0      0 279232  15768 452352    0    0     0     0 11387 4183 2 51 47  0  0  0
 0  0      0 280608  15768 452376    0    0     0     0 11189 4113 2 52 46  0  0  0
 7  0      0 280904  15768 452400    0    0     0     0 10429 4028 2 46 52  0  0  0
 0  0      0 276224  15768 452612    0    0   148     0 10560 4044 1 46 51  2  0  0
10  0      0 276856  15776 452592    0    0     0    16 10610 4014 1 47 52  0  0  0
 3  0      0 277348  15776 452624    0    0     0     0 10273 3907 2 48 50  0  0  0
 0  0      0 276036  15776 452648    0    0     0     0 10091 3974 2 45 53  0  0  0
 0  0      0 275852  15776 452676    0    0     0     0 10548 3923 1 48 51  0  0  0
 0  0      0 276400  15776 452700    0    0     0     0 9913 3832  2 43 55  0  0  0
 4  0      0 277604  15784 452716    0    0     0    32 11463 4166 1 54 45  0  0  0
 4  0      0 275124  15784 452752    0    0     0   780 11394 4237 2 51 47  0  0  0
 1  0      0 277764  15784 452776    0    0     0     0 10151 3964 1 47 52  0  0  0
 0  0      0 279164  15784 452800    0    0     0     0 10263 4083 1 46 53  0  0  0
 4  0      0 277916  15784 452964    0    0    92     0 10347 4065 2 44 52  2  0  0
 0  0      0 277148  15792 452924    0    0     0    28 10483 3992 1 45 54  0  0  0
 0  0      0 275324  15792 452960    0    0     0    24 10376 3919 2 47 51  0  0  0
 0  0      0 277656  15792 452984    0    0     0     0 11192 4078 2 50 48  0  0  0
 7  0      0 279428  15792 453008    0    0     0     0 10405 4011 1 47 52  0  0  0
 1  0      0 279128  15792 453036    0    0     0     0 10683 4017 2 48 50  0  0  0
 1  0      0 273960  15800 453052    0    0     0    16 11096 4127 2 53 44  1  0  0
 3  0      0 278100  15800 453084    0    0     0     0 10085 3962 1 45 54  0  0  0
 2  0      0 280416  15800 453108    0    0     0     0 10452 4010 2 46 52  0  0  0
 3  0      0 278784  15800 453140    0    0     0     0 10832 4197 2 49 49  0  0  0
 0  0      0 265828  15800 461412    0    0  8192     0 11377 4058 2 50 47  1  0  0
 3  0      0 267044  15808 461376    0    0     0    16 10376 4057 2 46 52  0  0  0
 0  0      0 267844  15808 461412    0    0     0     0 10043 3888 2 47 51  0  0  0
