procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 337264  15580 430228    0    0 47535   694 2657   39  2 23 69  6  0  0
 0  0      0 337328  15580 430260    0    0     0     0 5076 1972  1 25 74  0  0  0
 4  0      0 337776  15580 430272    0    0     0     0 5810 1878  0 28 72  0  0  0
 0  0      0 338224  15580 430280    0    0     0     0 5221 1743  1 25 74  0  0  0
 0  0      0 338904  15580 430292    0    0     0     0 5356 1999  2 25 73  0  0  0
 0  0      0 335160  15588 430296    0    0     0    64 5592 2000  1 26 72  1  0  0
 0  0      0 335352  15588 430320    0    0     0     0 5581 2220  0 27 73  0  0  0
 0  0      0 335832  15588 430328    0    0     0     0 5419 1845  2 24 74  0  0  0
 0  0      0 336664  15588 430340    0    0     0     0 5175 1780  0 25 75  0  0  0
 0  0      0 337432  15588 430348    0    0     0     0 4886 1866  2 23 75  0  0  0
 0  0      0 337688  15596 430352    0    0     0    24 4938 1843  1 21 76  2  0  0
 0  0      0 338424  15596 430372    0    0     0     0 5604 1971  0 25 75  0  0  0
 0  0      0 338552  15596 430384    0    0     0     0 4748 1825  1 23 76  0  0  0
 1  0      0 339320  15596 430396    0    0     0     0 4939 1822  2 23 75  0  0  0
 0  0      0 339852  15596 430404    0    0     0     0 5349 1781  0 26 74  0  0  0
 0  0      0 328184  15604 430408    0    0     0    16 5467 1927  1 27 72  0  0  0
 0  0      0 328376  15604 430424    0    0     0     0 5663 2031  2 26 72  0  0  0
 0  0      0 328856  15604 430436    0    0     0     0 4858 1748  1 24 75  0  0  0
 0  0      0 329144  15604 430448    0    0     0     0 5157 1692  1 23 76  0  0  0
 0  0      0 330168  15604 430460    0    0     0     0 5083 1716  1 24 75  0  0  0
 1  0      0 330776  15612 430460    0    0     0    16 5781 1967  0 27 73  0  0  0
 0  0      0 331096  15612 430480    0    0     0     0 5088 1882  1 21 78  0  0  0
 8  0      0 331896  15612 430492    0    0     0     0 6109 1955  2 26 72  0  0  0
 0  0      0 332632  15612 430504    0    0     0     0 5420 1876  0 22 78  0  0  0
 0  0      0 333256  15612 430512    0    0     0     0 4853 1686  1 21 78  0  0  0
 0  0      0 323656  15612 430556    0    0     0   208 5262 1908  1 22 77  0  0  0
 0  0      0 323888  15620 430536    0    0     0  4040 5880 2307  1 28 70  1  0  0
 0  0      0 323632  15620 430536    0    0     0    44 5415 2013  1 24 75  0  0  0
 0  0      0 323088  15620 430552    0    0     0     4 5217 1972  1 26 73  0  0  0
 2  0      0 323568  15620 430564    0    0     0     0 5249 1896  1 24 75  0  0  0
 0  0      0 323664  15620 430572    0    0     0     0 4562 1627  1 20 79  0  0  0
 0  0      0 323952  15632 430584    0    0     0    68 5359 1825  1 26 73  0  0  0
 8  0      0 324368  15632 430596    0    0     0   372 5752 1997  1 27 72  0  0  0
 0  0      0 324112  15632 430608    0    0     0     0 5195 1829  1 27 72  0  0  0
 0  0      0 324816  15632 430616    0    0     0     0 5171 1807  1 24 75  0  0  0
 0  0      0 309168  15632 430628    0    0     0     0 4675 1664  0 23 77  0  0  0
 2  0      0 307568  15640 430640    0    0     0    36 5336 1956  1 25 73  1  0  0
 0  0      0 307984  15640 430648    0    0     0     0 5230 1850  1 24 75  0  0  0
 0  0      0 308272  15640 430660    0    0     0     0 5028 1840  1 24 75  0  0  0
 0  0      0 307440  15640 430672    0    0     0     0 4955 1756  1 25 74  0  0  0
 0  0      0 305776  15640 430684    0    0     0     0 4868 1647  0 22 78  0  0  0
 0  0      0 306256  15648 430692    0    0     0    16 5488 1813  1 26 71  2  0  0
 5  0      0 306448  15648 430704    0    0     0     0 5692 1963  1 28 71  0  0  0
 0  0      0 306664  15648 430716    0    0     0     0 4997 1809  1 24 75  0  0  0
 0  0      0 308008  15648 430728    0    0     0     0 4936 1736  0 23 77  0  0  0
 1  0      0 308200  15648 430736    0    0     0     0 5098 1695  1 25 74  0  0  0
 0  0      0 304168  15656 432780    0    0  2032    16 4383 1734  1 23 76  0  0  0
 0  0      0 303560  15656 432804    0    0     0     0 5330 1831  0 25 75  0  0  0
 3  0      0 303816  15656 432812    0    0     0     0 5230 1887  1 24 75  0  0  0
 0  0      0 304008  15656 432824    0    0     0     0 5062 1881  1 25 74  0  0  0
 0  0      0 303752  15656 432836    0    0     0     0 5860 1822  1 28 71  0  0  0
 0  0      0 303656  15664 432844    0    0     0    16 4967 1745  0 23 77  0  0  0
 0  0      0 303752  15664 432856    0    0     0     0 5385 1931  1 25 74  0  0  0
 0  0      0 302984  15664 432868    0    0     0     0 5649 1875  1 26 73  0  0  0
 0  0      0 303560  15664 432880    0    0     0     0 5241 1872  1 23 76  0  0  0
 6  0      0 301416  15664 432888    0    0     0     0 4912 1761  0 20 80  0  0  0
 0  0      0 301512  15672 434512    0    0  1612    16 5338 1866  1 23 76  0  0  0
 0  0      0 302152  15672 434524    0    0     0   220 5051 1779  0 25 75  0  0  0
 0  0      0 302504  15672 434532    0    0     0     0 5290 1854  1 25 74  0  0  0
 4  0      0 302072  15672 434544    0    0     0     0 5538 1894  1 26 73  0  0  0
 0  0      0 302552  15672 434556    0    0     0     4 5752 1907  1 25 74  0  0  0
11  0      0 302680  15680 434568    0    0     0    16 4758 1675  1 22 77  0  0  0
 0  0      0 302728  15680 434576    0    0     0     8 5356 1826  1 22 77  0  0  0
 0  0      0 302832  15680 434588    0    0     0   340 5295 1847  0 23 77  0  0  0
 0  0      0 302096  15680 434600    0    0     0     0 5490 1830  1 24 75  0  0  0
 6  0      0 302736  15680 434608    0    0     0     0 5220 1799  1 25 75  0  0  0
 0  0      0 296992  15688 434624    0    0     0    36 5375 1972  0 24 74  2  0  0
 0  0      0 297512  15688 434636    0    0     0     0 4917 1664  1 24 75  0  0  0
 0  0      0 295688  15688 434644    0    0     0     0 5324 1794  1 23 76  0  0  0
 0  0      0 296104  15688 434656    0    0     0     0 5076 1761  1 25 74  0  0  0
 0  0      0 296488  15688 434668    0    0     0     0 5467 1816  1 26 73  0  0  0
 2  0      0 296744  15696 434680    0    0     0    16 4670 1692  1 20 78  1  0  0
 6  0      0 295044  15696 434688    0    0     0     0 5221 1763  0 25 75  0  0  0
 0  0      0 295684  15696 434700    0    0     0     0 5117 1700  1 23 76  0  0  0
 0  0      0 296196  15696 434712    0    0     0     0 5090 1850  1 24 75  0  0  0
 0  0      0 296772  15696 434724    0    0     0     0 5203 1925  1 22 77  0  0  0
 0  0      0 297072  15704 435280    0    0   512    16 5424 1928  1 24 75  0  0  0
 0  0      0 297296  15704 435256    0    0     0     0 4549 1670  0 24 76  0  0  0
 0  0      0 296944  15704 435264    0    0     0     0 6051 1917  1 27 72  0  0  0
 0  0      0 296560  15704 435276    0    0     0     0 5635 1893  1 27 72  0  0  0
 0  0      0 296880  15704 435288    0    0     0     0 5056 1804  1 23 76  0  0  0
 2  0      0 297348  15712 435300    0    0     0    16 5265 1832  1 25 74  0  0  0
 3  0      0 295428  15712 435312    0    0     0     0 5732 1883  1 29 70  0  0  0
 0  0      0 296228  15712 435320    0    0     0     0 5026 1735  1 23 76  0  0  0
 0  0      0 296036  15712 435332    0    0     0     0 5147 1887  1 23 76  0  0  0
 0  0      0 296580  15712 435352    0    0     0     0 5964 1965  1 27 72  0  0  0
 0  0      0 293320  15720 436068    0    0   668    16 5162 1802  1 25 73  1  0  0
 2  0      0 294472  15720 436040    0    0     0     0 4988 1693  1 23 76  0  0  0
 5  0      0 294472  15720 436052    0    0     0     0 5253 1722  1 25 74  0  0  0
 0  0      0 294824  15720 436060    0    0     0     0 4813 1778  0 23 77  0  0  0
 0  0      0 295232  15720 436072    0    0     0     0 5526 1822  2 26 72  0  0  0
 0  0      0 294008  15728 436084    0    0     0    20 5752 1890  0 27 73  0  0  0
 0  0      0 294148  15728 436096    0    0     0    24 4928 1817  1 21 78  0  0  0
 0  0      0 294084  15728 436104    0    0     0     4 5123 1710  1 23 76  0  0  0
 0  0      0 294148  15728 436116    0    0     0   336 4899 1778  1 23 76  0  0  0
 0  0      0 294468  15728 436128    0    0     0     0 5401 1887  1 26 73  0  0  0
 0  0      0 294572  15736 436140    0    0     0    28 5199 1858  1 26 72  1  0  0
 0  0      0 294308  15736 437068    0    0   916     0 4961 1742  0 22 78  0  0  0
 5  0      0 293508  15736 437080    0    0     0     0 5196 1815  1 25 74  0  0  0
 0  0      0 294092  15736 437088    0    0     0     0 4414 1619  1 20 79  0  0  0
 0  0      0 290796  15736 437100    0    0     0     0 5649 1836  0 26 74  0  0  0
 0  0      0 292824  15744 437112    0    0     0    16 6000 1907  2 26 72  0  0  0
 0  0      0 293208  15744 437124    0    0     0     0 5120 1757  1 22 77  0  0  0
 0  0      0 293944  15744 437136    0    0     0     0 5149 1739  0 22 78  0  0  0
 0  0      0 294520  15744 437148    0    0     0     0 5413 1734  1 25 74  0  0  0
 0  0      0 294968  15744 437160    0    0     0     0 5182 1845  0 25 75  0  0  0
 0  0      0 295032  15752 437172    0    0     0    16 5549 1911  2 26 72  0  0  0
 5  0      0 287876  15752 442408    0    0  5228     0 5170 1816  0 24 75  1  0  0
 0  0      0 287620  15752 442420    0    0     0     0 5012 1764  1 25 74  0  0  0
 0  0      0 287824  15752 442432    0    0     0     0 4416 1612  1 22 77  0  0  0
 2  0      0 286704  15752 442440    0    0     0     0 5521 1852  1 27 72  0  0  0
 0  0      0 287384  15760 442452    0    0     0    16 5868 1979  0 27 73  0  0  0
 0  0      0 287564  15760 442464    0    0     0     0 5873 1902  1 27 72  0  0  0
 0  0      0 287788  15760 442476    0    0     0     0 4902 1717  1 21 78  0  0  0
 1  0      0 287604  15760 442484    0    0     0     0 5189 1739  1 24 75  0  0  0
 0  0      0 288404  15760 442496    0    0     0     0 4864 1712  1 21 78  0  0  0
 0  0      0 286996  15768 442508    0    0     0    16 5359 1930  1 25 74  0  0  0
 7  0      0 284896  15768 442792    0    0   240     0 5339 1876  0 24 76  0  0  0
 0  0      0 288200  15768 442752    0    0     0     0 5459 1846  1 25 74  0  0  0
 0  0      0 288596  15768 442764    0    0     0     0 5087 1741  1 25 74  0  0  0
 4  0      0 288628  15768 442772    0    0     0     4 4858 1710  1 22 77  0  0  0
 0  0      0 289012  15776 442784    0    0     0    16 5367 1871  1 26 73  0  0  0
