procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
18  0      0 318020  15568 462520    0    0 64108  1038 2322   48  3 24 66  7  0  0
36  0      0 290256  15568 462644    0    0     0     0 16973 5619 3 97  0  0  0  0
22  0      0 286412  15568 462740    0    0     0     0 17975 5250 3 97  0  0  0  0
33  0      0 276840  15568 462872    0    0     0     0 18502 6262 3 97  0  0  0  0
36  0      0 266852  15568 462968    0    0     0     0 17634 7839 4 96  0  0  0  0
38  0      0 256988  15576 463008    0    0     0    64 18351 9489 3 97  0  0  0  0
70  0      0 243860  15576 463168    0    0     0     0 18412 8020 4 96  0  0  0  0
30  0      0 247348  15576 463244    0    0     0     0 17786 6318 3 97  0  0  0  0
36  0      0 245624  15576 463340    0    0     0     0 19031 4225 5 95  0  0  0  0
27  0      0 249464  15576 463388    0    0     0     0 18772 4149 2 98  0  0  0  0
42  0      0 250364  15584 463432    0    0     0    24 18788 4119 4 96  0  0  0  0
37  0      0 251392  15584 463496    0    0     0     0 18367 3957 3 97  0  0  0  0
32  0      0 247812  15584 463548    0    0     0     0 18556 4141 4 96  0  0  0  0
42  0      0 243116  15584 463600    0    0     0     0 18044 6381 4 96  0  0  0  0
37  0      0 247952  15584 463656    0    0     0     0 18628 4198 3 97  0  0  0  0
21  0      0 246292  15592 463704    0    0     0    16 19312 3960 3 97  0  0  0  0
39  0      0 248972  15592 463764    0    0     0     0 18702 4378 4 96  0  0  0  0
20  0      0 246548  15592 463820    0    0     0     0 18531 4170 3 97  0  0  0  0
31  0      0 248892  15592 463868    0    0     0     0 18739 4375 3 97  0  0  0  0
36  0      0 246052  15592 463928    0    0     0     0 18655 4029 4 96  0  0  0  0
28  0      0 243568  15600 463980    0    0     0    16 18525 4268 5 95  0  0  0  0
44  0      0 245176  15600 464036    0    0     0     0 18916 3975 3 97  0  0  0  0
35  0      0 247480  15600 464088    0    0     0     0 18837 4267 4 96  0  0  0  0
24  0      0 248632  15600 464152    0    0     0     0 18801 4101 4 96  0  0  0  0
18  0      0 251524  15600 464204    0    0     0     0 19083 4189 3 97  0  0  0  0
30  0      0 248292  15608 464252    0    0     0    16 19160 4228 4 96  0  0  0  0
34  0      0 250920  15608 464316    0    0     0     0 18940 4051 4 96  0  0  0  0
21  0      0 244964  15608 464376    0    0     0  5392 18861 4238 3 97  0  0  0  0
40  0      0 245988  15608 464424    0    0     0     4 18937 4625 5 95  0  0  0  0
32  0      0 245476  15608 464472    0    0     0    44 18641 3956 3 97  0  0  0  0
21  0      0 239332  15620 464516    0    0     0    68 18180 3799 4 96  0  0  0  0
38  0      0 242112  15620 464576    0    0     0     4 18852 4334 4 96  0  0  0  0
26  0      0 245664  15620 464628    0    0     0     0 18998 4054 2 98  0  0  0  0
34  0      0 248928  15620 464684    0    0     0     0 18296 4112 4 96  0  0  0  0
32  0      0 240192  15620 464732    0    0     0  1748 18051 4011 4 96  0  0  0  0
