procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
32  0      0 327016  15572 430136    0    0 54754   779 3110   48  3 29 61  7  0  0
28  0      0 310120  15572 430276    0    0     0     0 16714 6732 4 96  0  0  0  0
45  0      0 307636  15572 430380    0    0     0     0 17482 5329 3 97  0  0  0  0
49  0      0 305188  15572 430476    0    0     0     0 17651 7347 4 96  0  0  0  0
38  0      0 305212  15572 430528    0    0     0     0 17439 4858 4 96  0  0  0  0
46  0      0 297140  15580 430616    0    0     0    68 17771 5226 3 97  0  0  0  0
77  0      0 285232  15580 430724    0    0     0     0 17390 6095 5 95  0  0  0  0
45  0      0 280380  15580 430856    0    0     0     0 17746 5039 4 96  0  0  0  0
20  0      0 284924  15580 430896    0    0     0     0 17957 4036 4 96  0  0  0  0
17  0      0 287964  15580 430944    0    0     0     0 18065 4166 4 96  0  0  0  0
40  0      0 285068  15588 431004    0    0     0    24 17196 4281 5 95  0  0  0  0
25  0      0 272336  15588 431084    0    0     0     0 17599 4251 3 97  0  0  0  0
36  0      0 275184  15588 431132    0    0     0     0 18548 4057 4 96  0  0  0  0
36  0      0 277116  15588 431184    0    0     0     0 18737 4203 4 96  0  0  0  0
35  0      0 277792  15588 431240    0    0     0     0 17980 3929 5 95  0  0  0  0
31  0      0 280736  15596 431296    0    0     0    16 18537 4276 4 96  0  0  0  0
30  0      0 266336  15596 431412    0    0     0     0 17509 4317 3 97  0  0  0  0
21  0      0 269216  15596 431416    0    0     0     0 17941 4152 5 95  0  0  0  0
26  0      0 270848  15596 431468    0    0     0     0 18072 4100 4 96  0  0  0  0
12  0      0 274400  15596 431524    0    0     0     0 18106 4003 5 95  0  0  0  0
34  0      0 269296  15604 431568    0    0     0    16 17820 4255 4 96  0  0  0  0
44  0      0 269576  15604 431624    0    0     0     0 18237 4169 3 97  0  0  0  0
25  0      0 265640  15604 431680    0    0     0     0 18287 4010 4 96  0  0  0  0
35  0      0 268392  15604 431728    0    0     0     0 18595 4211 3 97  0  0  0  0
18  0      0 271288  15604 431792    0    0     0     0 18522 4362 4 96  0  0  0  0
35  0      0 273176  15612 431840    0    0     0    16 18130 4129 5 95  0  0  0  0
28  0      0 270872  15612 431892    0    0     0   212 18047 4053 4 96  0  0  0  0
21  0      0 265528  15612 431952    0    0     0  4000 18872 4841 4 96  0  0  0  0
40  0      0 265496  15612 432004    0    0     0    48 18226 4117 4 96  0  0  0  0
25  0      0 259640  15612 432056    0    0     0     4 18385 4212 4 96  0  0  0  0
24  0      0 262360  15624 432108    0    0     0    76 18481 4324 4 96  0  0  0  0
37  0      0 265872  15624 432160    0    0     0     4 18573 4146 5 95  0  0  0  0
15  0      0 260696  15624 432220    0    0     0     0 18347 4003 4 96  0  0  0  0
26  0      0 264264  15624 432272    0    0     0  1696 18379 4255 3 97  0  0  0  0
22  0      0 267240  15624 432328    0    0     0     0 18510 4268 4 96  0  0  0  0
20  0      0 267400  15632 432376    0    0     0    36 18700 4257 4 96  0  0  0  0
37  0      0 256636  15632 432432    0    0     0     0 18482 4088 4 96  0  0  0  0
38  0      0 257148  15632 432492    0    0     0     0 18581 4324 5 95  0  0  0  0
19  0      0 246988  15632 432540    0    0     0     0 18522 4764 4 96  0  0  0  0
27  0      0 251132  15632 432596    0    0     0     0 18530 4305 4 96  0  0  0  0
16  0      0 246516  15640 432648    0    0     0    20 18494 4034 3 97  0  0  0  0
23  0      0 246900  15640 432708    0    0     0     0 18376 4132 5 95  0  0  0  0
34  0      0 244884  15640 432756    0    0     0     0 18140 4111 4 96  0  0  0  0
28  0      0 247036  15640 432808    0    0     0     0 18465 4035 4 96  0  0  0  0
12  0      0 250940  15640 432856    0    0     0     0 18517 4170 5 95  0  0  0  0
21  0      0 247624  15648 432904    0    0     0    16 18072 4145 4 96  0  0  0  0
27  0      0 251280  15648 432968    0    0     0     0 18654 4347 3 97  0  0  0  0
